Away,HW,Home,Total_Runs,awayRuns,date,homeRuns
Los Angeles Dodgers,0,Pittsburgh Pirates,7,5,July 21 2014,2
New York Mets,1,Seattle Mariners,7,2,July 21 2014,5
Boston Red Sox,0,Toronto Blue Jays,15,14,July 21 2014,1
Baltimore Orioles,0,LA Angels of Anaheim,6,4,July 22 2014,2
Detroit Tigers,1,Arizona D'Backs,9,4,July 22 2014,5
Miami Marlins,0,Atlanta Braves,11,6,July 22 2014,5
Kansas City Royals,0,Chicago White Sox,8,7,July 22 2014,1
San Diego Padres,1,Chicago Cubs,6,0,July 22 2014,6
Washington Nationals,0,Colorado Rockies,11,7,July 22 2014,4
Cincinnati Reds,1,Milwaukee Brewers,7,3,July 22 2014,4
Cleveland Indians,0,Minnesota Twins,10,8,July 22 2014,2
Texas Rangers,1,New York Yankees,3,1,July 22 2014,2
Houston Astros,0,Oakland Athletics,5,3,July 22 2014,2
San Francisco Giants,0,Philadelphia Phillies,15,9,July 22 2014,6
Los Angeles Dodgers,1,Pittsburgh Pirates,19,7,July 22 2014,12
New York Mets,0,Seattle Mariners,4,3,July 22 2014,1
Tampa Bay Rays,0,St. Louis Cardinals,9,7,July 22 2014,2
Boston Red Sox,1,Toronto Blue Jays,10,3,July 22 2014,7
Baltimore Orioles,1,LA Angels of Anaheim,5,2,July 23 2014,3
Detroit Tigers,0,Arizona D'Backs,16,11,July 23 2014,5
Miami Marlins,1,Atlanta Braves,7,1,July 23 2014,6
Kansas City Royals,0,Chicago White Sox,3,2,July 23 2014,1
San Diego Padres,0,Chicago Cubs,11,8,July 23 2014,3
Washington Nationals,1,Colorado Rockies,10,4,July 23 2014,6
Cincinnati Reds,1,Milwaukee Brewers,6,1,July 23 2014,5
Cleveland Indians,1,Minnesota Twins,4,1,July 23 2014,3
Texas Rangers,1,New York Yankees,3,1,July 23 2014,2
Houston Astros,1,Oakland Athletics,16,7,July 23 2014,9
San Francisco Giants,0,Philadelphia Phillies,4,3,July 23 2014,1
Los Angeles Dodgers,1,Pittsburgh Pirates,7,1,July 23 2014,6
New York Mets,0,Seattle Mariners,5,3,July 23 2014,2
Tampa Bay Rays,0,St. Louis Cardinals,3,3,July 23 2014,0
Boston Red Sox,1,Toronto Blue Jays,10,4,July 23 2014,6
Detroit Tigers,0,LA Angels of Anaheim,10,6,July 24 2014,4
Miami Marlins,0,Atlanta Braves,5,3,July 24 2014,2
San Diego Padres,0,Chicago Cubs,16,13,July 24 2014,3
Cleveland Indians,1,Kansas City Royals,3,1,July 24 2014,2
New York Mets,1,Milwaukee Brewers,10,1,July 24 2014,9
Chicago White Sox,0,Minnesota Twins,7,5,July 24 2014,2
Texas Rangers,1,New York Yankees,6,2,July 24 2014,4
Houston Astros,1,Oakland Athletics,14,1,July 24 2014,13
San Francisco Giants,1,Philadelphia Phillies,3,1,July 24 2014,2
Baltimore Orioles,0,Seattle Mariners,4,4,July 24 2014,0
Boston Red Sox,1,Toronto Blue Jays,8,0,July 24 2014,8
Detroit Tigers,1,LA Angels of Anaheim,3,1,July 25 2014,2
San Diego Padres,0,Atlanta Braves,7,5,July 25 2014,2
St. Louis Cardinals,1,Chicago Cubs,13,6,July 25 2014,7
Washington Nationals,0,Cincinnati Reds,5,4,July 25 2014,1
Pittsburgh Pirates,1,Colorado Rockies,9,1,July 25 2014,8
Miami Marlins,0,Houston Astros,2,2,July 25 2014,0
Cleveland Indians,1,Kansas City Royals,10,4,July 25 2014,6
New York Mets,0,Milwaukee Brewers,5,3,July 25 2014,2
Chicago White Sox,0,Minnesota Twins,14,9,July 25 2014,5
Toronto Blue Jays,1,New York Yankees,10,4,July 25 2014,6
Arizona D'Backs,1,Philadelphia Phillies,14,5,July 25 2014,9
Baltimore Orioles,0,Seattle Mariners,3,2,July 25 2014,1
Los Angeles Dodgers,0,San Francisco Giants,9,8,July 25 2014,1
Boston Red Sox,1,Tampa Bay Rays,10,4,July 25 2014,6
Oakland Athletics,1,Texas Rangers,5,1,July 25 2014,4
Detroit Tigers,1,LA Angels of Anaheim,4,0,July 26 2014,4
San Diego Padres,1,Atlanta Braves,8,3,July 26 2014,5
St. Louis Cardinals,0,Chicago Cubs,9,6,July 26 2014,3
Washington Nationals,1,Cincinnati Reds,1,0,July 26 2014,1
Pittsburgh Pirates,1,Colorado Rockies,9,1,July 26 2014,8
Miami Marlins,0,Houston Astros,10,7,July 26 2014,3
Cleveland Indians,1,Kansas City Royals,12,5,July 26 2014,7
New York Mets,1,Milwaukee Brewers,7,2,July 26 2014,5
Chicago White Sox,0,Minnesota Twins,7,7,July 26 2014,0
Toronto Blue Jays,0,New York Yankees,10,6,July 26 2014,4
Arizona D'Backs,0,Philadelphia Phillies,16,10,July 26 2014,6
Baltimore Orioles,1,Seattle Mariners,7,3,July 26 2014,4
Los Angeles Dodgers,0,San Francisco Giants,5,5,July 26 2014,0
Boston Red Sox,1,Tampa Bay Rays,3,0,July 26 2014,3
Oakland Athletics,0,Texas Rangers,6,5,July 26 2014,1
Detroit Tigers,1,LA Angels of Anaheim,3,1,July 27 2014,2
San Diego Padres,1,Atlanta Braves,11,3,July 27 2014,8
St. Louis Cardinals,0,Chicago Cubs,1,1,July 27 2014,0
Washington Nationals,0,Cincinnati Reds,6,4,July 27 2014,2
Pittsburgh Pirates,0,Colorado Rockies,12,7,July 27 2014,5
Miami Marlins,0,Houston Astros,6,4,July 27 2014,2
Cleveland Indians,0,Kansas City Royals,13,10,July 27 2014,3
New York Mets,0,Milwaukee Brewers,2,2,July 27 2014,0
Chicago White Sox,1,Minnesota Twins,7,3,July 27 2014,4
Toronto Blue Jays,0,New York Yankees,9,5,July 27 2014,4
Arizona D'Backs,1,Philadelphia Phillies,6,2,July 27 2014,4
Baltimore Orioles,0,Seattle Mariners,5,3,July 27 2014,2
Los Angeles Dodgers,0,San Francisco Giants,7,4,July 27 2014,3
Boston Red Sox,0,Tampa Bay Rays,5,3,July 27 2014,2
Oakland Athletics,0,Texas Rangers,12,9,July 27 2014,3
San Diego Padres,1,Atlanta Braves,2,0,July 28 2014,2
Toronto Blue Jays,0,Boston Red Sox,15,14,July 28 2014,1
Colorado Rockies,1,Chicago Cubs,5,1,July 28 2014,4
Arizona D'Backs,0,Cincinnati Reds,3,2,July 28 2014,1
Oakland Athletics,1,Houston Astros,10,3,July 28 2014,7
Washington Nationals,1,Miami Marlins,13,6,July 28 2014,7
Philadelphia Phillies,1,New York Mets,8,1,July 28 2014,7
Pittsburgh Pirates,0,San Francisco Giants,5,5,July 28 2014,0
Milwaukee Brewers,1,Tampa Bay Rays,3,1,July 28 2014,2
New York Yankees,1,Texas Rangers,6,2,July 28 2014,4
LA Angels of Anaheim,1,Baltimore Orioles,13,6,July 29 2014,7
Toronto Blue Jays,0,Boston Red Sox,6,4,July 29 2014,2
Colorado Rockies,1,Chicago Cubs,7,3,July 29 2014,4
Arizona D'Backs,1,Cincinnati Reds,3,0,July 29 2014,3
Seattle Mariners,0,Cleveland Indians,7,5,July 29 2014,2
Chicago White Sox,0,Detroit Tigers,15,11,July 29 2014,4
Oakland Athletics,0,Houston Astros,11,7,July 29 2014,4
Minnesota Twins,0,Kansas City Royals,3,2,July 29 2014,1
Atlanta Braves,1,Los Angeles Dodgers,12,4,July 29 2014,8
Washington Nationals,1,Miami Marlins,3,0,July 29 2014,3
Philadelphia Phillies,0,New York Mets,6,6,July 29 2014,0
St. Louis Cardinals,1,San Diego Padres,4,1,July 29 2014,3
Pittsburgh Pirates,0,San Francisco Giants,4,3,July 29 2014,1
Milwaukee Brewers,1,Tampa Bay Rays,6,1,July 29 2014,5
New York Yankees,0,Texas Rangers,23,12,July 29 2014,11
LA Angels of Anaheim,1,Baltimore Orioles,7,3,July 30 2014,4
Toronto Blue Jays,0,Boston Red Sox,7,6,July 30 2014,1
Colorado Rockies,0,Chicago Cubs,10,6,July 30 2014,4
Arizona D'Backs,0,Cincinnati Reds,9,5,July 30 2014,4
Seattle Mariners,1,Cleveland Indians,2,0,July 30 2014,2
Chicago White Sox,1,Detroit Tigers,9,2,July 30 2014,7
Oakland Athletics,1,Houston Astros,9,1,July 30 2014,8
Minnesota Twins,1,Kansas City Royals,5,2,July 30 2014,3
Atlanta Braves,1,Los Angeles Dodgers,5,2,July 30 2014,3
Washington Nationals,0,Miami Marlins,7,4,July 30 2014,3
Philadelphia Phillies,1,New York Mets,13,2,July 30 2014,11
St. Louis Cardinals,1,San Diego Padres,13,1,July 30 2014,12
Pittsburgh Pirates,1,San Francisco Giants,12,5,July 30 2014,7
Milwaukee Brewers,0,Tampa Bay Rays,5,5,July 30 2014,0
New York Yankees,1,Texas Rangers,5,2,July 30 2014,3
Pittsburgh Pirates,1,Arizona D'Backs,11,4,July 31 2014,7
LA Angels of Anaheim,0,Baltimore Orioles,1,1,July 31 2014,0
Colorado Rockies,1,Chicago Cubs,4,1,July 31 2014,3
Seattle Mariners,0,Cleveland Indians,11,6,July 31 2014,5
Chicago White Sox,0,Detroit Tigers,11,7,July 31 2014,4
Toronto Blue Jays,0,Houston Astros,11,6,July 31 2014,5
Minnesota Twins,1,Kansas City Royals,9,3,July 31 2014,6
Atlanta Braves,1,Los Angeles Dodgers,3,1,July 31 2014,2
Cincinnati Reds,0,Miami Marlins,4,3,July 31 2014,1
St. Louis Cardinals,0,San Diego Padres,8,6,July 31 2014,2
Philadelphia Phillies,0,Washington Nationals,14,10,July 31 2014,4
Pittsburgh Pirates,0,Arizona D'Backs,13,9,August 1 2014,4
Seattle Mariners,1,Baltimore Orioles,3,1,August 1 2014,2
New York Yankees,1,Boston Red Sox,7,3,August 1 2014,4
Minnesota Twins,1,Chicago White Sox,18,8,August 1 2014,10
Texas Rangers,1,Cleveland Indians,14,2,August 1 2014,12
Colorado Rockies,1,Detroit Tigers,6,2,August 1 2014,4
Toronto Blue Jays,1,Houston Astros,4,1,August 1 2014,3
Chicago Cubs,0,Los Angeles Dodgers,10,8,August 1 2014,2
Cincinnati Reds,0,Miami Marlins,7,5,August 1 2014,2
San Francisco Giants,0,New York Mets,6,5,August 1 2014,1
Kansas City Royals,0,Oakland Athletics,1,1,August 1 2014,0
Atlanta Braves,1,San Diego Padres,11,1,August 1 2014,10
Milwaukee Brewers,0,St. Louis Cardinals,11,7,August 1 2014,4
LA Angels of Anaheim,0,Tampa Bay Rays,8,5,August 1 2014,3
Philadelphia Phillies,0,Washington Nationals,3,2,August 1 2014,1
Pittsburgh Pirates,0,Arizona D'Backs,11,8,August 2 2014,3
Seattle Mariners,0,Baltimore Orioles,9,6,August 2 2014,3
New York Yankees,0,Boston Red Sox,10,6,August 2 2014,4
Minnesota Twins,0,Chicago White Sox,14,8,August 2 2014,6
Texas Rangers,1,Cleveland Indians,2,0,August 2 2014,2
Colorado Rockies,1,Detroit Tigers,16,5,August 2 2014,11
Toronto Blue Jays,1,Houston Astros,10,2,August 2 2014,8
Chicago Cubs,1,Los Angeles Dodgers,7,2,August 2 2014,5
Cincinnati Reds,1,Miami Marlins,3,1,August 2 2014,2
San Francisco Giants,1,New York Mets,6,2,August 2 2014,4
Kansas City Royals,1,Oakland Athletics,11,3,August 2 2014,8
Atlanta Braves,1,San Diego Padres,5,2,August 2 2014,3
Milwaukee Brewers,1,St. Louis Cardinals,16,7,August 2 2014,9
LA Angels of Anaheim,1,Tampa Bay Rays,13,3,August 2 2014,10
Philadelphia Phillies,1,Washington Nationals,11,0,August 2 2014,11
Pittsburgh Pirates,1,Arizona D'Backs,5,2,August 3 2014,3
Seattle Mariners,1,Baltimore Orioles,1,0,August 3 2014,1
New York Yankees,0,Boston Red Sox,15,8,August 3 2014,7
Minnesota Twins,0,Chicago White Sox,19,16,August 3 2014,3
Texas Rangers,1,Cleveland Indians,7,3,August 3 2014,4
Colorado Rockies,1,Detroit Tigers,4,0,August 3 2014,4
Toronto Blue Jays,1,Houston Astros,7,1,August 3 2014,6
Chicago Cubs,0,Los Angeles Dodgers,10,7,August 3 2014,3
Cincinnati Reds,0,Miami Marlins,10,7,August 3 2014,3
San Francisco Giants,0,New York Mets,9,9,August 3 2014,0
Kansas City Royals,0,Oakland Athletics,6,4,August 3 2014,2
Atlanta Braves,1,San Diego Padres,7,3,August 3 2014,4
Milwaukee Brewers,1,St. Louis Cardinals,5,2,August 3 2014,3
LA Angels of Anaheim,0,Tampa Bay Rays,12,7,August 3 2014,5
Philadelphia Phillies,1,Washington Nationals,4,0,August 3 2014,4
Texas Rangers,1,Chicago White Sox,8,3,August 4 2014,5
Cincinnati Reds,1,Cleveland Indians,8,1,August 4 2014,7
LA Angels of Anaheim,0,Los Angeles Dodgers,5,5,August 4 2014,0
Detroit Tigers,1,New York Yankees,3,1,August 4 2014,2
San Francisco Giants,0,New York Mets,7,4,August 4 2014,3
Tampa Bay Rays,1,Oakland Athletics,5,2,August 4 2014,3
Baltimore Orioles,0,Washington Nationals,10,7,August 4 2014,3
Kansas City Royals,0,Arizona D'Backs,14,12,August 5 2014,2
Texas Rangers,0,Chicago White Sox,16,16,August 5 2014,0
Cincinnati Reds,0,Cleveland Indians,11,9,August 5 2014,2
Chicago Cubs,0,Colorado Rockies,11,6,August 5 2014,5
LA Angels of Anaheim,1,Los Angeles Dodgers,9,4,August 5 2014,5
San Francisco Giants,1,Milwaukee Brewers,7,3,August 5 2014,4
San Diego Padres,1,Minnesota Twins,4,1,August 5 2014,3
Detroit Tigers,0,New York Yankees,7,4,August 5 2014,3
Tampa Bay Rays,1,Oakland Athletics,3,0,August 5 2014,3
Houston Astros,1,Philadelphia Phillies,3,1,August 5 2014,2
Miami Marlins,0,Pittsburgh Pirates,9,6,August 5 2014,3
Atlanta Braves,1,Seattle Mariners,6,2,August 5 2014,4
Boston Red Sox,1,St. Louis Cardinals,5,2,August 5 2014,3
Baltimore Orioles,0,Toronto Blue Jays,12,9,August 5 2014,3
New York Mets,0,Washington Nationals,7,6,August 5 2014,1
Los Angeles Dodgers,0,LA Angels of Anaheim,3,2,August 6 2014,1
Kansas City Royals,0,Arizona D'Backs,7,4,August 6 2014,3
Texas Rangers,0,Chicago White Sox,4,3,August 6 2014,1
Cleveland Indians,1,Cincinnati Reds,11,3,August 6 2014,8
Chicago Cubs,1,Colorado Rockies,17,4,August 6 2014,13
San Francisco Giants,0,Milwaukee Brewers,11,7,August 6 2014,4
San Diego Padres,0,Minnesota Twins,9,5,August 6 2014,4
Detroit Tigers,1,New York Yankees,6,1,August 6 2014,5
Tampa Bay Rays,0,Oakland Athletics,10,7,August 6 2014,3
Houston Astros,1,Philadelphia Phillies,13,3,August 6 2014,10
Miami Marlins,1,Pittsburgh Pirates,10,3,August 6 2014,7
Atlanta Braves,1,Seattle Mariners,10,3,August 6 2014,7
Boston Red Sox,0,St. Louis Cardinals,3,2,August 6 2014,1
Baltimore Orioles,1,Toronto Blue Jays,6,1,August 6 2014,5
New York Mets,1,Washington Nationals,8,1,August 6 2014,7
Los Angeles Dodgers,0,LA Angels of Anaheim,7,7,August 7 2014,0
Kansas City Royals,0,Arizona D'Backs,8,6,August 7 2014,2
Cleveland Indians,1,Cincinnati Reds,4,0,August 7 2014,4
Chicago Cubs,0,Colorado Rockies,8,6,August 7 2014,2
San Francisco Giants,1,Milwaukee Brewers,4,1,August 7 2014,3
Detroit Tigers,1,New York Yankees,1,0,August 7 2014,1
Minnesota Twins,1,Oakland Athletics,3,0,August 7 2014,3
Houston Astros,1,Philadelphia Phillies,11,5,August 7 2014,6
Miami Marlins,1,Pittsburgh Pirates,9,2,August 7 2014,7
Chicago White Sox,1,Seattle Mariners,16,3,August 7 2014,13
Boston Red Sox,1,St. Louis Cardinals,7,2,August 7 2014,5
Baltimore Orioles,0,Toronto Blue Jays,3,2,August 7 2014,1
New York Mets,1,Washington Nationals,8,3,August 7 2014,5
Boston Red Sox,0,LA Angels of Anaheim,6,4,August 8 2014,2
Colorado Rockies,1,Arizona D'Backs,8,3,August 8 2014,5
Washington Nationals,1,Atlanta Braves,13,6,August 8 2014,7
St. Louis Cardinals,1,Baltimore Orioles,14,2,August 8 2014,12
Tampa Bay Rays,0,Chicago Cubs,7,4,August 8 2014,3
Miami Marlins,0,Cincinnati Reds,3,2,August 8 2014,1
Texas Rangers,1,Houston Astros,7,3,August 8 2014,4
San Francisco Giants,1,Kansas City Royals,6,2,August 8 2014,4
Los Angeles Dodgers,1,Milwaukee Brewers,12,3,August 8 2014,9
Cleveland Indians,1,New York Yankees,16,6,August 8 2014,10
Minnesota Twins,1,Oakland Athletics,11,5,August 8 2014,6
New York Mets,0,Philadelphia Phillies,9,5,August 8 2014,4
San Diego Padres,1,Pittsburgh Pirates,3,1,August 8 2014,2
Chicago White Sox,1,Seattle Mariners,5,1,August 8 2014,4
Detroit Tigers,0,Toronto Blue Jays,9,5,August 8 2014,4
Boston Red Sox,1,LA Angels of Anaheim,9,4,August 9 2014,5
Colorado Rockies,1,Arizona D'Backs,18,4,August 9 2014,14
Washington Nationals,0,Atlanta Braves,5,4,August 9 2014,1
St. Louis Cardinals,1,Baltimore Orioles,13,3,August 9 2014,10
Tampa Bay Rays,0,Chicago Cubs,4,4,August 9 2014,0
Miami Marlins,0,Cincinnati Reds,7,4,August 9 2014,3
Texas Rangers,1,Houston Astros,11,3,August 9 2014,8
San Francisco Giants,1,Kansas City Royals,5,0,August 9 2014,5
Los Angeles Dodgers,1,Milwaukee Brewers,5,1,August 9 2014,4
Cleveland Indians,0,New York Yankees,3,3,August 9 2014,0
Minnesota Twins,1,Oakland Athletics,13,4,August 9 2014,9
New York Mets,0,Philadelphia Phillies,3,2,August 9 2014,1
San Diego Padres,0,Pittsburgh Pirates,3,2,August 9 2014,1
Chicago White Sox,0,Seattle Mariners,3,2,August 9 2014,1
Detroit Tigers,1,Toronto Blue Jays,5,2,August 9 2014,3
Boston Red Sox,0,LA Angels of Anaheim,4,3,August 10 2014,1
Colorado Rockies,0,Arizona D'Backs,8,5,August 10 2014,3
Washington Nationals,1,Atlanta Braves,4,1,August 10 2014,3
St. Louis Cardinals,0,Baltimore Orioles,11,8,August 10 2014,3
Tampa Bay Rays,1,Chicago Cubs,5,2,August 10 2014,3
Miami Marlins,1,Cincinnati Reds,9,2,August 10 2014,7
Texas Rangers,0,Houston Astros,8,6,August 10 2014,2
San Francisco Giants,1,Kansas City Royals,11,4,August 10 2014,7
Los Angeles Dodgers,0,Milwaukee Brewers,6,5,August 10 2014,1
Cleveland Indians,0,New York Yankees,5,4,August 10 2014,1
Minnesota Twins,0,Oakland Athletics,7,6,August 10 2014,1
New York Mets,1,Philadelphia Phillies,13,6,August 10 2014,7
San Diego Padres,0,Pittsburgh Pirates,10,8,August 10 2014,2
Chicago White Sox,1,Seattle Mariners,6,2,August 10 2014,4
Detroit Tigers,1,Toronto Blue Jays,11,5,August 10 2014,6
Los Angeles Dodgers,0,Atlanta Braves,8,6,August 11 2014,2
New York Yankees,1,Baltimore Orioles,14,3,August 11 2014,11
Milwaukee Brewers,0,Chicago Cubs,4,3,August 11 2014,1
Minnesota Twins,0,Houston Astros,6,4,August 11 2014,2
Oakland Athletics,1,Kansas City Royals,5,2,August 11 2014,3
St. Louis Cardinals,1,Miami Marlins,11,5,August 11 2014,6
New York Mets,0,Philadelphia Phillies,8,5,August 11 2014,3
Detroit Tigers,1,Pittsburgh Pirates,17,6,August 11 2014,11
Colorado Rockies,1,San Diego Padres,7,3,August 11 2014,4
Toronto Blue Jays,1,Seattle Mariners,12,1,August 11 2014,11
Tampa Bay Rays,0,Texas Rangers,7,7,August 11 2014,0
Philadelphia Phillies,1,LA Angels of Anaheim,9,2,August 12 2014,7
Los Angeles Dodgers,0,Atlanta Braves,6,4,August 12 2014,2
Milwaukee Brewers,1,Chicago Cubs,3,0,August 12 2014,3
Boston Red Sox,0,Cincinnati Reds,5,3,August 12 2014,2
Minnesota Twins,1,Houston Astros,14,4,August 12 2014,10
Oakland Athletics,0,Kansas City Royals,14,11,August 12 2014,3
St. Louis Cardinals,1,Miami Marlins,3,0,August 12 2014,3
Washington Nationals,0,New York Mets,8,7,August 12 2014,1
Detroit Tigers,1,Pittsburgh Pirates,6,2,August 12 2014,4
Colorado Rockies,1,San Diego Padres,5,1,August 12 2014,4
Toronto Blue Jays,1,Seattle Mariners,9,3,August 12 2014,6
Chicago White Sox,0,San Francisco Giants,5,3,August 12 2014,2
Tampa Bay Rays,1,Texas Rangers,5,2,August 12 2014,3
Philadelphia Phillies,1,LA Angels of Anaheim,7,3,August 13 2014,4
Los Angeles Dodgers,1,Atlanta Braves,5,2,August 13 2014,3
New York Yankees,1,Baltimore Orioles,8,3,August 13 2014,5
Milwaukee Brewers,1,Chicago Cubs,6,2,August 13 2014,4
Boston Red Sox,0,Cincinnati Reds,9,5,August 13 2014,4
Arizona D'Backs,1,Cleveland Indians,5,2,August 13 2014,3
Arizona D'Backs,0,Cleveland Indians,1,1,August 13 2014,0
Pittsburgh Pirates,1,Detroit Tigers,12,4,August 13 2014,8
Minnesota Twins,0,Houston Astros,4,3,August 13 2014,1
Oakland Athletics,1,Kansas City Royals,3,0,August 13 2014,3
St. Louis Cardinals,0,Miami Marlins,7,5,August 13 2014,2
Washington Nationals,0,New York Mets,5,3,August 13 2014,2
Colorado Rockies,1,San Diego Padres,8,3,August 13 2014,5
Toronto Blue Jays,1,Seattle Mariners,2,0,August 13 2014,2
Chicago White Sox,1,San Francisco Giants,8,1,August 13 2014,7
Tampa Bay Rays,0,Texas Rangers,11,10,August 13 2014,1
Los Angeles Dodgers,0,Atlanta Braves,10,6,August 14 2014,4
Houston Astros,1,Boston Red Sox,13,4,August 14 2014,9
Milwaukee Brewers,0,Chicago Cubs,8,6,August 14 2014,2
Cincinnati Reds,1,Colorado Rockies,10,3,August 14 2014,7
Pittsburgh Pirates,1,Detroit Tigers,7,2,August 14 2014,5
Oakland Athletics,1,Kansas City Royals,10,3,August 14 2014,7
Arizona D'Backs,1,Miami Marlins,9,4,August 14 2014,5
Washington Nationals,0,New York Mets,5,4,August 14 2014,1
San Diego Padres,1,St. Louis Cardinals,7,3,August 14 2014,4
Tampa Bay Rays,0,Texas Rangers,9,6,August 14 2014,3
Oakland Athletics,1,Atlanta Braves,9,2,August 15 2014,7
Houston Astros,0,Boston Red Sox,8,5,August 15 2014,3
Toronto Blue Jays,1,Chicago White Sox,16,5,August 15 2014,11
Baltimore Orioles,1,Cleveland Indians,3,1,August 15 2014,2
Cincinnati Reds,0,Colorado Rockies,5,3,August 15 2014,2
Seattle Mariners,0,Detroit Tigers,9,7,August 15 2014,2
Milwaukee Brewers,0,Los Angeles Dodgers,9,6,August 15 2014,3
Arizona D'Backs,0,Miami Marlins,5,3,August 15 2014,2
Kansas City Royals,0,Minnesota Twins,11,6,August 15 2014,5
Chicago Cubs,1,New York Mets,5,2,August 15 2014,3
Philadelphia Phillies,0,San Francisco Giants,8,5,August 15 2014,3
San Diego Padres,1,St. Louis Cardinals,6,2,August 15 2014,4
New York Yankees,1,Tampa Bay Rays,5,0,August 15 2014,5
LA Angels of Anaheim,0,Texas Rangers,9,5,August 15 2014,4
Pittsburgh Pirates,1,Washington Nationals,9,4,August 15 2014,5
Oakland Athletics,1,Atlanta Braves,7,3,August 16 2014,4
Houston Astros,1,Boston Red Sox,17,7,August 16 2014,10
Toronto Blue Jays,0,Chicago White Sox,9,6,August 16 2014,3
Baltimore Orioles,1,Cleveland Indians,6,0,August 16 2014,6
Seattle Mariners,1,Detroit Tigers,6,2,August 16 2014,4
Milwaukee Brewers,0,Los Angeles Dodgers,5,3,August 16 2014,2
Arizona D'Backs,1,Miami Marlins,3,1,August 16 2014,2
Kansas City Royals,1,Minnesota Twins,5,1,August 16 2014,4
Chicago Cubs,1,New York Mets,10,3,August 16 2014,7
Philadelphia Phillies,1,San Francisco Giants,11,5,August 16 2014,6
San Diego Padres,0,St. Louis Cardinals,14,9,August 16 2014,5
New York Yankees,0,Tampa Bay Rays,5,3,August 16 2014,2
LA Angels of Anaheim,0,Texas Rangers,9,5,August 16 2014,4
Pittsburgh Pirates,1,Washington Nationals,7,3,August 16 2014,4
Oakland Athletics,1,Atlanta Braves,7,3,August 17 2014,4
Houston Astros,0,Boston Red Sox,9,8,August 17 2014,1
Toronto Blue Jays,1,Chicago White Sox,12,5,August 17 2014,7
Baltimore Orioles,0,Cleveland Indians,5,4,August 17 2014,1
Cincinnati Reds,1,Colorado Rockies,19,9,August 17 2014,10
Cincinnati Reds,1,Colorado Rockies,15,5,August 17 2014,10
Seattle Mariners,0,Detroit Tigers,9,8,August 17 2014,1
Milwaukee Brewers,0,Los Angeles Dodgers,9,7,August 17 2014,2
Arizona D'Backs,1,Miami Marlins,13,3,August 17 2014,10
Kansas City Royals,0,Minnesota Twins,18,12,August 17 2014,6
Chicago Cubs,0,New York Mets,3,2,August 17 2014,1
Philadelphia Phillies,1,San Francisco Giants,7,2,August 17 2014,5
San Diego Padres,1,St. Louis Cardinals,13,6,August 17 2014,7
New York Yankees,0,Tampa Bay Rays,6,4,August 17 2014,2
LA Angels of Anaheim,1,Texas Rangers,5,2,August 17 2014,3
Pittsburgh Pirates,1,Washington Nationals,11,5,August 17 2014,6
LA Angels of Anaheim,0,Boston Red Sox,6,4,August 18 2014,2
Baltimore Orioles,0,Chicago White Sox,10,8,August 18 2014,2
Kansas City Royals,0,Minnesota Twins,10,6,August 18 2014,4
Chicago Cubs,0,New York Mets,5,4,August 18 2014,1
Seattle Mariners,1,Philadelphia Phillies,5,1,August 18 2014,4
Atlanta Braves,0,Pittsburgh Pirates,10,7,August 18 2014,3
Cincinnati Reds,1,St. Louis Cardinals,11,5,August 18 2014,6
Arizona D'Backs,1,Washington Nationals,9,4,August 18 2014,5
LA Angels of Anaheim,0,Boston Red Sox,7,4,August 19 2014,3
Baltimore Orioles,0,Chicago White Sox,6,5,August 19 2014,1
San Francisco Giants,1,Chicago Cubs,3,1,August 19 2014,2
Kansas City Royals,0,Colorado Rockies,11,7,August 19 2014,4
San Diego Padres,1,Los Angeles Dodgers,14,6,August 19 2014,8
Texas Rangers,1,Miami Marlins,7,3,August 19 2014,4
Toronto Blue Jays,1,Milwaukee Brewers,7,1,August 19 2014,6
Cleveland Indians,0,Minnesota Twins,12,7,August 19 2014,5
Houston Astros,0,New York Yankees,11,7,August 19 2014,4
New York Mets,1,Oakland Athletics,8,2,August 19 2014,6
Seattle Mariners,0,Philadelphia Phillies,7,5,August 19 2014,2
Atlanta Braves,0,Pittsburgh Pirates,14,11,August 19 2014,3
Cincinnati Reds,1,St. Louis Cardinals,9,4,August 19 2014,5
Detroit Tigers,0,Tampa Bay Rays,14,8,August 19 2014,6
Arizona D'Backs,1,Washington Nationals,9,1,August 19 2014,8
LA Angels of Anaheim,0,Boston Red Sox,11,8,August 20 2014,3
Baltimore Orioles,0,Chicago White Sox,7,4,August 20 2014,3
San Francisco Giants,0,Chicago Cubs,11,8,August 20 2014,3
Kansas City Royals,1,Colorado Rockies,7,2,August 20 2014,5
San Diego Padres,0,Los Angeles Dodgers,5,4,August 20 2014,1
Texas Rangers,0,Miami Marlins,9,5,August 20 2014,4
Toronto Blue Jays,0,Milwaukee Brewers,14,9,August 20 2014,5
Cleveland Indians,0,Minnesota Twins,5,5,August 20 2014,0
Houston Astros,0,New York Yankees,7,5,August 20 2014,2
New York Mets,0,Oakland Athletics,13,8,August 20 2014,5
Seattle Mariners,1,Philadelphia Phillies,7,3,August 20 2014,4
Atlanta Braves,1,Pittsburgh Pirates,5,2,August 20 2014,3
Cincinnati Reds,1,St. Louis Cardinals,10,3,August 20 2014,7
Detroit Tigers,0,Tampa Bay Rays,6,6,August 20 2014,0
Arizona D'Backs,1,Washington Nationals,5,2,August 20 2014,3
LA Angels of Anaheim,0,Boston Red Sox,2,2,August 21 2014,0
