Away,HW,Home,Total_Runs,awayRuns,date,homeRuns
Philadelphia Phillies,0,Washington Nationals,7,4,May 14 2017,3
Philadelphia Phillies,1,Washington Nationals,11,5,May 14 2017,6
Chicago White Sox,1,Los Angeles Angels,8,3,May 15 2017,5
New York Mets,1,Arizona D'Backs,10,3,May 15 2017,7
Tampa Bay Rays,1,Cleveland Indians,15,7,May 15 2017,8
Houston Astros,0,Miami Marlins,9,7,May 15 2017,2
Milwaukee Brewers,1,San Diego Padres,11,5,May 15 2017,6
Oakland Athletics,1,Seattle Mariners,11,5,May 15 2017,6
Los Angeles Dodgers,1,San Francisco Giants,12,4,May 15 2017,8
Atlanta Braves,0,Toronto Blue Jays,16,10,May 15 2017,6
Chicago White Sox,1,Los Angeles Angels,13,6,May 16 2017,7
New York Mets,1,Arizona D'Backs,9,4,May 16 2017,5
Cincinnati Reds,1,Chicago Cubs,14,5,May 16 2017,9
Tampa Bay Rays,0,Cleveland Indians,10,6,May 16 2017,4
Baltimore Orioles,0,Detroit Tigers,24,13,May 16 2017,11
New York Yankees,0,Kansas City Royals,8,7,May 16 2017,1
Houston Astros,0,Miami Marlins,14,12,May 16 2017,2
Colorado Rockies,0,Minnesota Twins,10,7,May 16 2017,3
Washington Nationals,0,Pittsburgh Pirates,12,8,May 16 2017,4
Milwaukee Brewers,0,San Diego Padres,8,6,May 16 2017,2
Oakland Athletics,0,Seattle Mariners,15,9,May 16 2017,6
Los Angeles Dodgers,1,San Francisco Giants,3,1,May 16 2017,2
Boston Red Sox,0,St. Louis Cardinals,9,6,May 16 2017,3
Philadelphia Phillies,1,Texas Rangers,6,1,May 16 2017,5
Atlanta Braves,0,Toronto Blue Jays,14,9,May 16 2017,5
Chicago White Sox,1,Los Angeles Angels,20,8,May 17 2017,12
New York Mets,1,Arizona D'Backs,9,4,May 17 2017,5
Toronto Blue Jays,1,Atlanta Braves,12,4,May 17 2017,8
Cincinnati Reds,1,Chicago Cubs,12,5,May 17 2017,7
Tampa Bay Rays,0,Cleveland Indians,11,7,May 17 2017,4
Baltimore Orioles,1,Detroit Tigers,9,4,May 17 2017,5
New York Yankees,0,Kansas City Royals,18,11,May 17 2017,7
Houston Astros,0,Miami Marlins,3,3,May 17 2017,0
Washington Nationals,1,Pittsburgh Pirates,7,1,May 17 2017,6
Milwaukee Brewers,0,San Diego Padres,4,3,May 17 2017,1
Oakland Athletics,1,Seattle Mariners,4,0,May 17 2017,4
Los Angeles Dodgers,0,San Francisco Giants,7,6,May 17 2017,1
Boston Red Sox,0,St. Louis Cardinals,9,5,May 17 2017,4
Philadelphia Phillies,1,Texas Rangers,12,3,May 17 2017,9
Toronto Blue Jays,0,Atlanta Braves,9,9,May 18 2017,0
Cincinnati Reds,1,Chicago Cubs,14,5,May 18 2017,9
Baltimore Orioles,1,Detroit Tigers,11,5,May 18 2017,6
New York Yankees,1,Kansas City Royals,6,1,May 18 2017,5
Miami Marlins,1,Los Angeles Dodgers,9,2,May 18 2017,7
Colorado Rockies,0,Minnesota Twins,6,5,May 18 2017,1
Colorado Rockies,1,Minnesota Twins,2,0,May 18 2017,2
Boston Red Sox,1,Oakland Athletics,11,3,May 18 2017,8
Washington Nationals,1,Pittsburgh Pirates,14,4,May 18 2017,10
Milwaukee Brewers,0,San Diego Padres,6,4,May 18 2017,2
Chicago White Sox,1,Seattle Mariners,9,4,May 18 2017,5
Philadelphia Phillies,1,Texas Rangers,12,4,May 18 2017,8
Washington Nationals,1,Atlanta Braves,11,4,May 19 2017,7
Toronto Blue Jays,1,Baltimore Orioles,8,3,May 19 2017,5
Milwaukee Brewers,0,Chicago Cubs,9,6,May 19 2017,3
Colorado Rockies,0,Cincinnati Reds,18,12,May 19 2017,6
Texas Rangers,0,Detroit Tigers,8,5,May 19 2017,3
Cleveland Indians,0,Houston Astros,8,5,May 19 2017,3
Miami Marlins,1,Los Angeles Dodgers,9,2,May 19 2017,7
Kansas City Royals,1,Minnesota Twins,7,3,May 19 2017,4
Los Angeles Angels,1,New York Mets,3,0,May 19 2017,3
Boston Red Sox,1,Oakland Athletics,5,2,May 19 2017,3
Philadelphia Phillies,0,Pittsburgh Pirates,9,7,May 19 2017,2
Arizona D'Backs,0,San Diego Padres,11,10,May 19 2017,1
Chicago White Sox,0,Seattle Mariners,3,2,May 19 2017,1
San Francisco Giants,0,St. Louis Cardinals,11,6,May 19 2017,5
New York Yankees,1,Tampa Bay Rays,9,4,May 19 2017,5
Washington Nationals,1,Atlanta Braves,7,2,May 20 2017,5
Toronto Blue Jays,1,Baltimore Orioles,12,5,May 20 2017,7
Colorado Rockies,1,Cincinnati Reds,20,8,May 20 2017,12
Texas Rangers,1,Detroit Tigers,12,3,May 20 2017,9
Cleveland Indians,0,Houston Astros,3,3,May 20 2017,0
Miami Marlins,0,Los Angeles Dodgers,16,10,May 20 2017,6
Los Angeles Angels,1,New York Mets,12,5,May 20 2017,7
Boston Red Sox,1,Oakland Athletics,11,3,May 20 2017,8
Philadelphia Phillies,1,Pittsburgh Pirates,9,3,May 20 2017,6
Arizona D'Backs,0,San Diego Padres,10,9,May 20 2017,1
Chicago White Sox,0,Seattle Mariners,17,16,May 20 2017,1
San Francisco Giants,0,St. Louis Cardinals,4,3,May 20 2017,1
New York Yankees,1,Tampa Bay Rays,14,5,May 20 2017,9
Washington Nationals,0,Atlanta Braves,5,3,May 21 2017,2
Toronto Blue Jays,0,Baltimore Orioles,4,3,May 21 2017,1
Milwaukee Brewers,1,Chicago Cubs,19,6,May 21 2017,13
Colorado Rockies,0,Cincinnati Reds,10,6,May 21 2017,4
Texas Rangers,0,Detroit Tigers,7,5,May 21 2017,2
Cleveland Indians,0,Houston Astros,14,8,May 21 2017,6
Miami Marlins,1,Los Angeles Dodgers,9,3,May 21 2017,6
Kansas City Royals,0,Minnesota Twins,10,6,May 21 2017,4
Kansas City Royals,1,Minnesota Twins,12,4,May 21 2017,8
Los Angeles Angels,0,New York Mets,17,12,May 21 2017,5
Boston Red Sox,0,Oakland Athletics,15,12,May 21 2017,3
Philadelphia Phillies,1,Pittsburgh Pirates,1,0,May 21 2017,1
Arizona D'Backs,1,San Diego Padres,6,1,May 21 2017,5
Chicago White Sox,0,Seattle Mariners,9,8,May 21 2017,1
San Francisco Giants,1,St. Louis Cardinals,11,3,May 21 2017,8
New York Yankees,0,Tampa Bay Rays,5,3,May 21 2017,2
Chicago White Sox,1,Arizona D'Backs,6,1,May 22 2017,5
Pittsburgh Pirates,1,Atlanta Braves,7,2,May 22 2017,5
Minnesota Twins,0,Baltimore Orioles,21,14,May 22 2017,7
San Francisco Giants,0,Chicago Cubs,10,6,May 22 2017,4
Cleveland Indians,1,Cincinnati Reds,6,1,May 22 2017,5
Detroit Tigers,1,Houston Astros,1,0,May 22 2017,1
Kansas City Royals,1,New York Yankees,6,2,May 22 2017,4
Colorado Rockies,0,Philadelphia Phillies,9,8,May 22 2017,1
Los Angeles Angels,0,Tampa Bay Rays,5,3,May 22 2017,2
Chicago White Sox,1,Arizona D'Backs,9,4,May 23 2017,5
Pittsburgh Pirates,1,Atlanta Braves,11,5,May 23 2017,6
Minnesota Twins,0,Baltimore Orioles,2,2,May 23 2017,0
Texas Rangers,1,Boston Red Sox,17,6,May 23 2017,11
San Francisco Giants,1,Chicago Cubs,5,1,May 23 2017,4
Cleveland Indians,0,Cincinnati Reds,15,8,May 23 2017,7
Detroit Tigers,1,Houston Astros,8,2,May 23 2017,6
St. Louis Cardinals,1,Los Angeles Dodgers,3,1,May 23 2017,2
Toronto Blue Jays,0,Milwaukee Brewers,7,4,May 23 2017,3
Kansas City Royals,0,New York Yankees,8,6,May 23 2017,2
San Diego Padres,1,New York Mets,12,3,May 23 2017,9
Miami Marlins,0,Oakland Athletics,20,11,May 23 2017,9
Colorado Rockies,0,Philadelphia Phillies,10,8,May 23 2017,2
Los Angeles Angels,0,Tampa Bay Rays,4,4,May 23 2017,0
Seattle Mariners,1,Washington Nationals,11,1,May 23 2017,10
Chicago White Sox,1,Arizona D'Backs,14,6,May 24 2017,8
Pittsburgh Pirates,0,Atlanta Braves,17,12,May 24 2017,5
Minnesota Twins,0,Baltimore Orioles,7,4,May 24 2017,3
Texas Rangers,1,Boston Red Sox,13,4,May 24 2017,9
San Francisco Giants,1,Chicago Cubs,9,4,May 24 2017,5
Cincinnati Reds,0,Cleveland Indians,7,4,May 24 2017,3
Detroit Tigers,0,Houston Astros,9,6,May 24 2017,3
St. Louis Cardinals,0,Los Angeles Dodgers,7,6,May 24 2017,1
Toronto Blue Jays,0,Milwaukee Brewers,12,8,May 24 2017,4
Kansas City Royals,1,New York Yankees,3,0,May 24 2017,3
San Diego Padres,0,New York Mets,11,6,May 24 2017,5
Miami Marlins,1,Oakland Athletics,5,1,May 24 2017,4
Colorado Rockies,0,Philadelphia Phillies,9,7,May 24 2017,2
Los Angeles Angels,1,Tampa Bay Rays,7,2,May 24 2017,5
Seattle Mariners,1,Washington Nationals,6,1,May 24 2017,5
Pittsburgh Pirates,0,Atlanta Braves,13,9,May 25 2017,4
Texas Rangers,1,Boston Red Sox,8,2,May 25 2017,6
San Francisco Giants,1,Chicago Cubs,6,1,May 25 2017,5
Detroit Tigers,1,Houston Astros,13,6,May 25 2017,7
St. Louis Cardinals,1,Los Angeles Dodgers,10,3,May 25 2017,7
Arizona D'Backs,0,Milwaukee Brewers,4,4,May 25 2017,0
San Diego Padres,0,New York Mets,7,4,May 25 2017,3
Colorado Rockies,1,Philadelphia Phillies,3,1,May 25 2017,2
Los Angeles Angels,1,Tampa Bay Rays,4,0,May 25 2017,4
Seattle Mariners,0,Washington Nationals,6,4,May 25 2017,2
Seattle Mariners,1,Boston Red Sox,3,0,May 26 2017,3
Detroit Tigers,1,Chicago White Sox,10,2,May 26 2017,8
Kansas City Royals,0,Cleveland Indians,10,6,May 26 2017,4
St. Louis Cardinals,1,Colorado Rockies,10,0,May 26 2017,10
Baltimore Orioles,1,Houston Astros,2,0,May 26 2017,2
Chicago Cubs,1,Los Angeles Dodgers,4,0,May 26 2017,4
Los Angeles Angels,1,Miami Marlins,13,5,May 26 2017,8
Arizona D'Backs,0,Milwaukee Brewers,6,4,May 26 2017,2
Tampa Bay Rays,0,Minnesota Twins,7,5,May 26 2017,2
Oakland Athletics,0,New York Yankees,5,4,May 26 2017,1
Cincinnati Reds,0,Philadelphia Phillies,7,5,May 26 2017,2
New York Mets,0,Pittsburgh Pirates,9,8,May 26 2017,1
Atlanta Braves,0,San Francisco Giants,2,2,May 26 2017,0
Texas Rangers,1,Toronto Blue Jays,13,6,May 26 2017,7
San Diego Padres,1,Washington Nationals,6,1,May 26 2017,5
Seattle Mariners,1,Boston Red Sox,6,0,May 27 2017,6
Detroit Tigers,1,Chicago White Sox,3,0,May 27 2017,3
Detroit Tigers,0,Chicago White Sox,7,4,May 27 2017,3
Kansas City Royals,0,Cleveland Indians,7,5,May 27 2017,2
St. Louis Cardinals,0,Colorado Rockies,3,3,May 27 2017,0
Baltimore Orioles,1,Houston Astros,7,2,May 27 2017,5
Chicago Cubs,1,Los Angeles Dodgers,5,0,May 27 2017,5
Los Angeles Angels,0,Miami Marlins,7,5,May 27 2017,2
Arizona D'Backs,1,Milwaukee Brewers,7,1,May 27 2017,6
Tampa Bay Rays,1,Minnesota Twins,8,3,May 27 2017,5
Oakland Athletics,1,New York Yankees,5,2,May 27 2017,3
Cincinnati Reds,1,Philadelphia Phillies,7,3,May 27 2017,4
New York Mets,1,Pittsburgh Pirates,9,4,May 27 2017,5
Atlanta Braves,1,San Francisco Giants,9,3,May 27 2017,6
Texas Rangers,1,Toronto Blue Jays,4,1,May 27 2017,3
San Diego Padres,1,Washington Nationals,3,0,May 27 2017,3
Seattle Mariners,0,Boston Red Sox,5,5,May 28 2017,0
Detroit Tigers,1,Chicago White Sox,10,3,May 28 2017,7
Kansas City Royals,1,Cleveland Indians,11,1,May 28 2017,10
St. Louis Cardinals,1,Colorado Rockies,12,4,May 28 2017,8
Baltimore Orioles,1,Houston Astros,12,4,May 28 2017,8
Chicago Cubs,1,Los Angeles Dodgers,13,4,May 28 2017,9
Los Angeles Angels,1,Miami Marlins,11,2,May 28 2017,9
Arizona D'Backs,1,Milwaukee Brewers,14,5,May 28 2017,9
Tampa Bay Rays,0,Minnesota Twins,14,8,May 28 2017,6
Oakland Athletics,1,New York Yankees,14,5,May 28 2017,9
Cincinnati Reds,0,Philadelphia Phillies,12,8,May 28 2017,4
New York Mets,0,Pittsburgh Pirates,9,7,May 28 2017,2
Atlanta Braves,1,San Francisco Giants,8,1,May 28 2017,7
Texas Rangers,0,Toronto Blue Jays,4,3,May 28 2017,1
San Diego Padres,0,Washington Nationals,8,5,May 28 2017,3
Atlanta Braves,0,Los Angeles Angels,9,6,May 29 2017,3
New York Yankees,1,Baltimore Orioles,5,2,May 29 2017,3
Boston Red Sox,1,Chicago White Sox,9,4,May 29 2017,5
Oakland Athletics,1,Cleveland Indians,8,3,May 29 2017,5
Seattle Mariners,0,Colorado Rockies,11,6,May 29 2017,5
Detroit Tigers,0,Kansas City Royals,17,10,May 29 2017,7
Philadelphia Phillies,1,Miami Marlins,5,1,May 29 2017,4
Houston Astros,0,Minnesota Twins,24,16,May 29 2017,8
Milwaukee Brewers,1,New York Mets,6,2,May 29 2017,4
Arizona D'Backs,1,Pittsburgh Pirates,7,3,May 29 2017,4
Chicago Cubs,1,San Diego Padres,7,2,May 29 2017,5
Washington Nationals,0,San Francisco Giants,3,3,May 29 2017,0
Los Angeles Dodgers,0,St. Louis Cardinals,6,5,May 29 2017,1
Tampa Bay Rays,0,Texas Rangers,18,10,May 29 2017,8
Cincinnati Reds,1,Toronto Blue Jays,19,2,May 29 2017,17
Atlanta Braves,1,Los Angeles Angels,12,3,May 30 2017,9
New York Yankees,0,Baltimore Orioles,11,8,May 30 2017,3
Boston Red Sox,0,Chicago White Sox,20,13,May 30 2017,7
Oakland Athletics,1,Cleveland Indians,13,4,May 30 2017,9
Seattle Mariners,0,Colorado Rockies,14,10,May 30 2017,4
Detroit Tigers,1,Kansas City Royals,1,0,May 30 2017,1
Philadelphia Phillies,1,Miami Marlins,9,2,May 30 2017,7
Houston Astros,0,Minnesota Twins,9,7,May 30 2017,2
Milwaukee Brewers,1,New York Mets,9,4,May 30 2017,5
Arizona D'Backs,0,Pittsburgh Pirates,3,3,May 30 2017,0
Chicago Cubs,1,San Diego Padres,8,2,May 30 2017,6
Washington Nationals,0,San Francisco Giants,9,6,May 30 2017,3
Los Angeles Dodgers,0,St. Louis Cardinals,13,9,May 30 2017,4
Tampa Bay Rays,1,Texas Rangers,14,5,May 30 2017,9
Cincinnati Reds,1,Toronto Blue Jays,10,4,May 30 2017,6
Atlanta Braves,1,Los Angeles Angels,3,1,May 31 2017,2
New York Yankees,1,Baltimore Orioles,14,4,May 31 2017,10
Boston Red Sox,0,Chicago White Sox,5,4,May 31 2017,1
Oakland Athletics,0,Cleveland Indians,4,3,May 31 2017,1
Detroit Tigers,0,Kansas City Royals,11,6,May 31 2017,5
Philadelphia Phillies,1,Miami Marlins,12,2,May 31 2017,10
Houston Astros,0,Minnesota Twins,23,17,May 31 2017,6
Milwaukee Brewers,0,New York Mets,8,7,May 31 2017,1
Arizona D'Backs,0,Pittsburgh Pirates,11,6,May 31 2017,5
Chicago Cubs,1,San Diego Padres,3,1,May 31 2017,2
Colorado Rockies,1,Seattle Mariners,5,0,May 31 2017,5
Washington Nationals,0,San Francisco Giants,4,3,May 31 2017,1
Los Angeles Dodgers,1,St. Louis Cardinals,3,1,May 31 2017,2
Tampa Bay Rays,0,Texas Rangers,12,7,May 31 2017,5
Cincinnati Reds,1,Toronto Blue Jays,9,4,May 31 2017,5
Minnesota Twins,0,Los Angeles Angels,6,4,June 1 2017,2
Boston Red Sox,1,Baltimore Orioles,12,5,June 1 2017,7
Oakland Athletics,1,Cleveland Indians,8,0,June 1 2017,8
Arizona D'Backs,0,Miami Marlins,5,3,June 1 2017,2
Milwaukee Brewers,0,New York Mets,3,2,June 1 2017,1
Colorado Rockies,0,Seattle Mariners,9,6,June 1 2017,3
Los Angeles Dodgers,1,St. Louis Cardinals,2,0,June 1 2017,2
New York Yankees,0,Toronto Blue Jays,14,12,June 1 2017,2
Minnesota Twins,0,Los Angeles Angels,16,11,June 2 2017,5
Boston Red Sox,1,Baltimore Orioles,5,2,June 2 2017,3
St. Louis Cardinals,1,Chicago Cubs,5,2,June 2 2017,3
Atlanta Braves,1,Cincinnati Reds,5,2,June 2 2017,3
Chicago White Sox,1,Detroit Tigers,20,5,June 2 2017,15
Cleveland Indians,1,Kansas City Royals,4,0,June 2 2017,4
Arizona D'Backs,1,Miami Marlins,12,5,June 2 2017,7
Los Angeles Dodgers,0,Milwaukee Brewers,3,2,June 2 2017,1
Pittsburgh Pirates,0,New York Mets,19,12,June 2 2017,7
Washington Nationals,0,Oakland Athletics,16,13,June 2 2017,3
San Francisco Giants,0,Philadelphia Phillies,10,10,June 2 2017,0
Colorado Rockies,1,San Diego Padres,13,5,June 2 2017,8
Tampa Bay Rays,1,Seattle Mariners,16,4,June 2 2017,12
Houston Astros,0,Texas Rangers,8,7,June 2 2017,1
New York Yankees,1,Toronto Blue Jays,12,5,June 2 2017,7
Minnesota Twins,1,Los Angeles Angels,9,2,June 3 2017,7
Boston Red Sox,0,Baltimore Orioles,7,5,June 3 2017,2
St. Louis Cardinals,1,Chicago Cubs,8,3,June 3 2017,5
Atlanta Braves,0,Cincinnati Reds,11,6,June 3 2017,5
Chicago White Sox,1,Detroit Tigers,11,1,June 3 2017,10
Cleveland Indians,1,Kansas City Royals,17,5,June 3 2017,12
Arizona D'Backs,1,Miami Marlins,3,0,June 3 2017,3
Los Angeles Dodgers,0,Milwaukee Brewers,18,10,June 3 2017,8
Pittsburgh Pirates,1,New York Mets,6,2,June 3 2017,4
Washington Nationals,1,Oakland Athletics,14,4,June 3 2017,10
San Francisco Giants,1,Philadelphia Phillies,8,3,June 3 2017,5
Colorado Rockies,0,San Diego Padres,11,10,June 3 2017,1
Tampa Bay Rays,1,Seattle Mariners,11,2,June 3 2017,9
Houston Astros,0,Texas Rangers,11,6,June 3 2017,5
New York Yankees,0,Toronto Blue Jays,7,7,June 3 2017,0
Minnesota Twins,0,Los Angeles Angels,5,3,June 4 2017,2
Boston Red Sox,0,Baltimore Orioles,10,7,June 4 2017,3
St. Louis Cardinals,1,Chicago Cubs,13,6,June 4 2017,7
Atlanta Braves,0,Cincinnati Reds,21,13,June 4 2017,8
Chicago White Sox,1,Detroit Tigers,11,4,June 4 2017,7
Cleveland Indians,0,Kansas City Royals,8,8,June 4 2017,0
Arizona D'Backs,1,Miami Marlins,11,5,June 4 2017,6
Los Angeles Dodgers,1,Milwaukee Brewers,3,0,June 4 2017,3
Pittsburgh Pirates,0,New York Mets,12,11,June 4 2017,1
Washington Nationals,0,Oakland Athletics,21,11,June 4 2017,10
San Francisco Giants,1,Philadelphia Phillies,16,7,June 4 2017,9
Colorado Rockies,0,San Diego Padres,4,3,June 4 2017,1
Tampa Bay Rays,1,Seattle Mariners,8,1,June 4 2017,7
Houston Astros,0,Texas Rangers,9,7,June 4 2017,2
New York Yankees,1,Toronto Blue Jays,5,2,June 4 2017,3
Philadelphia Phillies,0,Atlanta Braves,15,11,June 5 2017,4
Miami Marlins,1,Chicago Cubs,4,1,June 5 2017,3
St. Louis Cardinals,1,Cincinnati Reds,6,2,June 5 2017,4
Houston Astros,0,Kansas City Royals,10,7,June 5 2017,3
Washington Nationals,0,Los Angeles Dodgers,6,4,June 5 2017,2
San Francisco Giants,0,Milwaukee Brewers,9,7,June 5 2017,2
Toronto Blue Jays,1,Oakland Athletics,8,3,June 5 2017,5
San Diego Padres,1,Arizona D'Backs,12,2,June 6 2017,10
Philadelphia Phillies,0,Atlanta Braves,4,3,June 6 2017,1
Pittsburgh Pirates,1,Baltimore Orioles,11,5,June 6 2017,6
Miami Marlins,1,Chicago Cubs,12,2,June 6 2017,10
St. Louis Cardinals,1,Cincinnati Reds,14,1,June 6 2017,13
Cleveland Indians,1,Colorado Rockies,14,3,June 6 2017,11
Los Angeles Angels,0,Detroit Tigers,8,5,June 6 2017,3
Houston Astros,1,Kansas City Royals,16,7,June 6 2017,9
Washington Nationals,0,Los Angeles Dodgers,3,2,June 6 2017,1
San Francisco Giants,1,Milwaukee Brewers,7,2,June 6 2017,5
Boston Red Sox,0,New York Yankees,9,5,June 6 2017,4
Toronto Blue Jays,1,Oakland Athletics,5,1,June 6 2017,4
Minnesota Twins,1,Seattle Mariners,15,3,June 6 2017,12
Chicago White Sox,0,Tampa Bay Rays,6,4,June 6 2017,2
New York Mets,1,Texas Rangers,18,8,June 6 2017,10
San Diego Padres,1,Arizona D'Backs,11,4,June 7 2017,7
Philadelphia Phillies,1,Atlanta Braves,15,1,June 7 2017,14
Pittsburgh Pirates,1,Baltimore Orioles,15,6,June 7 2017,9
Miami Marlins,0,Chicago Cubs,11,6,June 7 2017,5
St. Louis Cardinals,1,Cincinnati Reds,10,4,June 7 2017,6
Cleveland Indians,1,Colorado Rockies,9,1,June 7 2017,8
Los Angeles Angels,1,Detroit Tigers,4,0,June 7 2017,4
Houston Astros,1,Kansas City Royals,12,5,June 7 2017,7
Washington Nationals,1,Los Angeles Dodgers,3,1,June 7 2017,2
San Francisco Giants,1,Milwaukee Brewers,9,3,June 7 2017,6
Boston Red Sox,1,New York Yankees,8,0,June 7 2017,8
Toronto Blue Jays,0,Oakland Athletics,12,7,June 7 2017,5
Minnesota Twins,1,Seattle Mariners,11,5,June 7 2017,6
Chicago White Sox,1,Tampa Bay Rays,4,1,June 7 2017,3
New York Mets,0,Texas Rangers,7,4,June 7 2017,3
San Diego Padres,1,Arizona D'Backs,18,3,June 8 2017,15
Philadelphia Phillies,1,Atlanta Braves,4,1,June 8 2017,3
Colorado Rockies,0,Chicago Cubs,5,4,June 8 2017,1
St. Louis Cardinals,1,Cincinnati Reds,7,2,June 8 2017,5
Los Angeles Angels,0,Detroit Tigers,15,11,June 8 2017,4
Houston Astros,0,Kansas City Royals,7,6,June 8 2017,1
San Francisco Giants,0,Milwaukee Brewers,14,9,June 8 2017,5
Boston Red Sox,1,New York Yankees,10,1,June 8 2017,9
Miami Marlins,0,Pittsburgh Pirates,8,7,June 8 2017,1
Minnesota Twins,0,Seattle Mariners,3,2,June 8 2017,1
Chicago White Sox,1,Tampa Bay Rays,12,5,June 8 2017,7
Baltimore Orioles,1,Washington Nationals,7,1,June 8 2017,6
Milwaukee Brewers,0,Arizona D'Backs,14,8,June 9 2017,6
New York Mets,1,Atlanta Braves,5,2,June 9 2017,3
Detroit Tigers,1,Boston Red Sox,8,3,June 9 2017,5
Colorado Rockies,0,Chicago Cubs,8,5,June 9 2017,3
Chicago White Sox,1,Cleveland Indians,10,3,June 9 2017,7
Los Angeles Angels,0,Houston Astros,13,9,June 9 2017,4
Cincinnati Reds,1,Los Angeles Dodgers,9,2,June 9 2017,7
Baltimore Orioles,1,New York Yankees,10,2,June 9 2017,8
Miami Marlins,0,Pittsburgh Pirates,19,12,June 9 2017,7
Kansas City Royals,1,San Diego Padres,9,3,June 9 2017,6
Toronto Blue Jays,1,Seattle Mariners,6,2,June 9 2017,4
Minnesota Twins,0,San Francisco Giants,4,4,June 9 2017,0
Philadelphia Phillies,1,St. Louis Cardinals,5,2,June 9 2017,3
Oakland Athletics,1,Tampa Bay Rays,17,4,June 9 2017,13
Texas Rangers,0,Washington Nationals,7,5,June 9 2017,2
Milwaukee Brewers,1,Arizona D'Backs,5,2,June 10 2017,3
New York Mets,0,Atlanta Braves,7,6,June 10 2017,1
New York Mets,0,Atlanta Braves,9,8,June 10 2017,1
Detroit Tigers,1,Boston Red Sox,14,3,June 10 2017,11
Colorado Rockies,0,Chicago Cubs,10,9,June 10 2017,1
Chicago White Sox,0,Cleveland Indians,8,5,June 10 2017,3
Los Angeles Angels,1,Houston Astros,4,1,June 10 2017,3
Cincinnati Reds,1,Los Angeles Dodgers,9,4,June 10 2017,5
Baltimore Orioles,1,New York Yankees,19,3,June 10 2017,16
Miami Marlins,1,Pittsburgh Pirates,13,6,June 10 2017,7
Kansas City Royals,0,San Diego Padres,18,12,June 10 2017,6
Toronto Blue Jays,0,Seattle Mariners,6,4,June 10 2017,2
Minnesota Twins,0,San Francisco Giants,5,3,June 10 2017,2
Philadelphia Phillies,1,St. Louis Cardinals,7,0,June 10 2017,7
Oakland Athletics,1,Tampa Bay Rays,11,5,June 10 2017,6
Oakland Athletics,0,Tampa Bay Rays,9,7,June 10 2017,2
Texas Rangers,0,Washington Nationals,9,6,June 10 2017,3
Milwaukee Brewers,1,Arizona D'Backs,12,1,June 11 2017,11
New York Mets,0,Atlanta Braves,3,2,June 11 2017,1
Detroit Tigers,0,Boston Red Sox,11,8,June 11 2017,3
Colorado Rockies,1,Chicago Cubs,12,5,June 11 2017,7
Chicago White Sox,1,Cleveland Indians,6,2,June 11 2017,4
Los Angeles Angels,0,Houston Astros,18,12,June 11 2017,6
Cincinnati Reds,1,Los Angeles Dodgers,16,7,June 11 2017,9
Baltimore Orioles,1,New York Yankees,17,3,June 11 2017,14
Miami Marlins,1,Pittsburgh Pirates,4,1,June 11 2017,3
Kansas City Royals,0,San Diego Padres,11,8,June 11 2017,3
Toronto Blue Jays,0,Seattle Mariners,4,4,June 11 2017,0
Minnesota Twins,1,San Francisco Giants,21,8,June 11 2017,13
Philadelphia Phillies,1,St. Louis Cardinals,11,5,June 11 2017,6
Oakland Athletics,1,Tampa Bay Rays,9,4,June 11 2017,5
Texas Rangers,0,Washington Nationals,6,5,June 11 2017,1
New York Yankees,0,Los Angeles Angels,8,5,June 12 2017,3
Philadelphia Phillies,1,Boston Red Sox,11,5,June 12 2017,6
Baltimore Orioles,1,Chicago White Sox,17,7,June 12 2017,10
Texas Rangers,0,Houston Astros,7,6,June 12 2017,1
Seattle Mariners,0,Minnesota Twins,17,14,June 12 2017,3
Chicago Cubs,1,New York Mets,7,1,June 12 2017,6
Colorado Rockies,1,Pittsburgh Pirates,9,2,June 12 2017,7
Cincinnati Reds,1,San Diego Padres,12,3,June 12 2017,9
Atlanta Braves,0,Washington Nationals,21,11,June 12 2017,10
New York Yankees,1,Los Angeles Angels,5,2,June 13 2017,3
Philadelphia Phillies,1,Boston Red Sox,7,3,June 13 2017,4
Baltimore Orioles,1,Chicago White Sox,7,1,June 13 2017,6
Los Angeles Dodgers,0,Cleveland Indians,12,7,June 13 2017,5
