Away,HW,Home,Total_Runs,awayRuns,date,homeRuns
St. Louis Cardinals,0,Philadelphia Phillies,0,0,May 29 2019,0
Toronto Blue Jays,0,Tampa Bay Rays,0,0,May 29 2019,0
Cleveland Indians,0,Boston Red Sox,0,0,May 29 2019,0
San Francisco Giants,0,Miami Marlins,0,0,May 29 2019,0
Washington Nationals,0,Atlanta Braves,0,0,May 29 2019,0
Chicago Cubs,0,Houston Astros,0,0,May 29 2019,0
Kansas City Royals,0,Chicago White Sox,0,0,May 29 2019,0
Arizona D'Backs,0,Colorado Rockies,0,0,May 29 2019,0
New York Mets,0,Los Angeles Dodgers,0,0,May 29 2019,0
St. Louis Cardinals,0,Philadelphia Phillies,0,0,May 30 2019,0
San Francisco Giants,0,Miami Marlins,0,0,May 30 2019,0
Arizona D'Backs,0,Colorado Rockies,0,0,May 30 2019,0
Boston Red Sox,0,New York Yankees,0,0,May 30 2019,0
Milwaukee Brewers,0,Pittsburgh Pirates,0,0,May 30 2019,0
Minnesota Twins,0,Tampa Bay Rays,0,0,May 30 2019,0
Kansas City Royals,0,Texas Rangers,0,0,May 30 2019,0
Cleveland Indians,0,Chicago White Sox,0,0,May 30 2019,0
Los Angeles Angels,0,Seattle Mariners,0,0,May 30 2019,0
New York Mets,0,Los Angeles Dodgers,0,0,May 30 2019,0
Boston Red Sox,0,New York Yankees,0,0,May 31 2019,0
San Francisco Giants,0,Baltimore Orioles,0,0,May 31 2019,0
Milwaukee Brewers,0,Pittsburgh Pirates,0,0,May 31 2019,0
Minnesota Twins,0,Tampa Bay Rays,0,0,May 31 2019,0
Washington Nationals,0,Cincinnati Reds,0,0,May 31 2019,0
Detroit Tigers,0,Atlanta Braves,0,0,May 31 2019,0
Kansas City Royals,0,Texas Rangers,0,0,May 31 2019,0
Cleveland Indians,0,Chicago White Sox,0,0,May 31 2019,0
Chicago Cubs,0,St. Louis Cardinals,0,0,May 31 2019,0
Toronto Blue Jays,0,Colorado Rockies,0,0,May 31 2019,0
New York Mets,0,Arizona D'Backs,0,0,May 31 2019,0
Houston Astros,0,Oakland Athletics,0,0,May 31 2019,0
Philadelphia Phillies,0,Los Angeles Dodgers,0,0,May 31 2019,0
Miami Marlins,0,San Diego Padres,0,0,May 31 2019,0
Los Angeles Angels,0,Seattle Mariners,0,0,May 31 2019,0
Minnesota Twins,0,Tampa Bay Rays,0,0,June 1 2019,0
Cleveland Indians,0,Chicago White Sox,0,0,June 1 2019,0
Kansas City Royals,0,Texas Rangers,0,0,June 1 2019,0
San Francisco Giants,0,Baltimore Orioles,0,0,June 1 2019,0
Milwaukee Brewers,0,Pittsburgh Pirates,0,0,June 1 2019,0
Detroit Tigers,0,Atlanta Braves,0,0,June 1 2019,0
Washington Nationals,0,Cincinnati Reds,0,0,June 1 2019,0
Chicago Cubs,0,St. Louis Cardinals,0,0,June 1 2019,0
Los Angeles Angels,0,Seattle Mariners,0,0,June 1 2019,0
Boston Red Sox,0,New York Yankees,0,0,June 1 2019,0
Toronto Blue Jays,0,Colorado Rockies,0,0,June 1 2019,0
Houston Astros,0,Oakland Athletics,0,0,June 1 2019,0
Miami Marlins,0,San Diego Padres,0,0,June 1 2019,0
Philadelphia Phillies,0,Los Angeles Dodgers,0,0,June 1 2019,0
New York Mets,0,Arizona D'Backs,0,0,June 1 2019,0
San Francisco Giants,0,Baltimore Orioles,0,0,June 2 2019,0
Washington Nationals,0,Cincinnati Reds,0,0,June 2 2019,0
Minnesota Twins,0,Tampa Bay Rays,0,0,June 2 2019,0
Detroit Tigers,0,Atlanta Braves,0,0,June 2 2019,0
Milwaukee Brewers,0,Pittsburgh Pirates,0,0,June 2 2019,0
Cleveland Indians,0,Chicago White Sox,0,0,June 2 2019,0
Chicago Cubs,0,St. Louis Cardinals,0,0,June 2 2019,0
Kansas City Royals,0,Texas Rangers,0,0,June 2 2019,0
Toronto Blue Jays,0,Colorado Rockies,0,0,June 2 2019,0
Houston Astros,0,Oakland Athletics,0,0,June 2 2019,0
Los Angeles Angels,0,Seattle Mariners,0,0,June 2 2019,0
New York Mets,0,Arizona D'Backs,0,0,June 2 2019,0
Philadelphia Phillies,0,Los Angeles Dodgers,0,0,June 2 2019,0
Miami Marlins,0,San Diego Padres,0,0,June 2 2019,0
Boston Red Sox,0,New York Yankees,0,0,June 2 2019,0
Los Angeles Angels,0,Chicago Cubs,0,0,June 3 2019,0
Los Angeles Dodgers,0,Arizona D'Backs,0,0,June 3 2019,0
Philadelphia Phillies,0,San Diego Padres,0,0,June 3 2019,0
Houston Astros,0,Seattle Mariners,0,0,June 3 2019,0
Chicago White Sox,0,Washington Nationals,0,0,June 4 2019,0
Atlanta Braves,0,Pittsburgh Pirates,0,0,June 4 2019,0
New York Yankees,0,Toronto Blue Jays,0,0,June 4 2019,0
San Francisco Giants,0,New York Mets,0,0,June 4 2019,0
Tampa Bay Rays,0,Detroit Tigers,0,0,June 4 2019,0
Minnesota Twins,0,Cleveland Indians,0,0,June 4 2019,0
Miami Marlins,0,Milwaukee Brewers,0,0,June 4 2019,0
Colorado Rockies,0,Chicago Cubs,0,0,June 4 2019,0
Baltimore Orioles,0,Texas Rangers,0,0,June 4 2019,0
Boston Red Sox,0,Kansas City Royals,0,0,June 4 2019,0
Cincinnati Reds,0,St. Louis Cardinals,0,0,June 4 2019,0
Los Angeles Dodgers,0,Arizona D'Backs,0,0,June 4 2019,0
Oakland Athletics,0,Los Angeles Angels,0,0,June 4 2019,0
Philadelphia Phillies,0,San Diego Padres,0,0,June 4 2019,0
Houston Astros,0,Seattle Mariners,0,0,June 4 2019,0
Chicago White Sox,0,Washington Nationals,0,0,June 5 2019,0
Los Angeles Dodgers,0,Arizona D'Backs,0,0,June 5 2019,0
Philadelphia Phillies,0,San Diego Padres,0,0,June 5 2019,0
Atlanta Braves,0,Pittsburgh Pirates,0,0,June 5 2019,0
New York Yankees,0,Toronto Blue Jays,0,0,June 5 2019,0
San Francisco Giants,0,New York Mets,0,0,June 5 2019,0
Tampa Bay Rays,0,Detroit Tigers,0,0,June 5 2019,0
Minnesota Twins,0,Cleveland Indians,0,0,June 5 2019,0
Miami Marlins,0,Milwaukee Brewers,0,0,June 5 2019,0
Baltimore Orioles,0,Texas Rangers,0,0,June 5 2019,0
Colorado Rockies,0,Chicago Cubs,0,0,June 5 2019,0
Boston Red Sox,0,Kansas City Royals,0,0,June 5 2019,0
Cincinnati Reds,0,St. Louis Cardinals,0,0,June 5 2019,0
Oakland Athletics,0,Los Angeles Angels,0,0,June 5 2019,0
Houston Astros,0,Seattle Mariners,0,0,June 5 2019,0
San Francisco Giants,0,New York Mets,0,0,June 6 2019,0
Atlanta Braves,0,Pittsburgh Pirates,0,0,June 6 2019,0
Tampa Bay Rays,0,Detroit Tigers,0,0,June 6 2019,0
Cincinnati Reds,0,St. Louis Cardinals,0,0,June 6 2019,0
Boston Red Sox,0,Kansas City Royals,0,0,June 6 2019,0
Miami Marlins,0,Milwaukee Brewers,0,0,June 6 2019,0
Colorado Rockies,0,Chicago Cubs,0,0,June 6 2019,0
Houston Astros,0,Seattle Mariners,0,0,June 6 2019,0
New York Yankees,0,Toronto Blue Jays,0,0,June 6 2019,0
Minnesota Twins,0,Cleveland Indians,0,0,June 6 2019,0
Baltimore Orioles,0,Texas Rangers,0,0,June 6 2019,0
Oakland Athletics,0,Los Angeles Angels,0,0,June 6 2019,0
Washington Nationals,0,San Diego Padres,0,0,June 6 2019,0
St. Louis Cardinals,0,Chicago Cubs,0,0,June 7 2019,0
Cincinnati Reds,0,Philadelphia Phillies,0,0,June 7 2019,0
Arizona D'Backs,0,Toronto Blue Jays,0,0,June 7 2019,0
Colorado Rockies,0,New York Mets,0,0,June 7 2019,0
Atlanta Braves,0,Miami Marlins,0,0,June 7 2019,0
Tampa Bay Rays,0,Boston Red Sox,0,0,June 7 2019,0
Minnesota Twins,0,Detroit Tigers,0,0,June 7 2019,0
New York Yankees,0,Cleveland Indians,0,0,June 7 2019,0
Oakland Athletics,0,Texas Rangers,0,0,June 7 2019,0
Baltimore Orioles,0,Houston Astros,0,0,June 7 2019,0
Pittsburgh Pirates,0,Milwaukee Brewers,0,0,June 7 2019,0
Chicago White Sox,0,Kansas City Royals,0,0,June 7 2019,0
Seattle Mariners,0,Los Angeles Angels,0,0,June 7 2019,0
Washington Nationals,0,San Diego Padres,0,0,June 7 2019,0
Los Angeles Dodgers,0,San Francisco Giants,0,0,June 7 2019,0
Tampa Bay Rays,0,Boston Red Sox,0,0,June 8 2019,0
Oakland Athletics,0,Texas Rangers,0,0,June 8 2019,0
Chicago White Sox,0,Kansas City Royals,0,0,June 8 2019,0
Arizona D'Backs,0,Toronto Blue Jays,0,0,June 8 2019,0
Cincinnati Reds,0,Philadelphia Phillies,0,0,June 8 2019,0
Pittsburgh Pirates,0,Milwaukee Brewers,0,0,June 8 2019,0
Atlanta Braves,0,Miami Marlins,0,0,June 8 2019,0
Baltimore Orioles,0,Houston Astros,0,0,June 8 2019,0
Minnesota Twins,0,Detroit Tigers,0,0,June 8 2019,0
New York Yankees,0,Cleveland Indians,0,0,June 8 2019,0
Tampa Bay Rays,0,Boston Red Sox,0,0,June 8 2019,0
Colorado Rockies,0,New York Mets,0,0,June 8 2019,0
St. Louis Cardinals,0,Chicago Cubs,0,0,June 8 2019,0
Los Angeles Dodgers,0,San Francisco Giants,0,0,June 8 2019,0
Oakland Athletics,0,Texas Rangers,0,0,June 8 2019,0
Seattle Mariners,0,Los Angeles Angels,0,0,June 8 2019,0
Washington Nationals,0,San Diego Padres,0,0,June 8 2019,0
Tampa Bay Rays,0,Boston Red Sox,0,0,June 9 2019,0
Cincinnati Reds,0,Philadelphia Phillies,0,0,June 9 2019,0
Arizona D'Backs,0,Toronto Blue Jays,0,0,June 9 2019,0
Colorado Rockies,0,New York Mets,0,0,June 9 2019,0
Atlanta Braves,0,Miami Marlins,0,0,June 9 2019,0
Minnesota Twins,0,Detroit Tigers,0,0,June 9 2019,0
New York Yankees,0,Cleveland Indians,0,0,June 9 2019,0
Baltimore Orioles,0,Houston Astros,0,0,June 9 2019,0
Pittsburgh Pirates,0,Milwaukee Brewers,0,0,June 9 2019,0
Chicago White Sox,0,Kansas City Royals,0,0,June 9 2019,0
St. Louis Cardinals,0,Chicago Cubs,0,0,June 9 2019,0
Oakland Athletics,0,Texas Rangers,0,0,June 9 2019,0
Los Angeles Dodgers,0,San Francisco Giants,0,0,June 9 2019,0
Seattle Mariners,0,Los Angeles Angels,0,0,June 9 2019,0
Washington Nationals,0,San Diego Padres,0,0,June 9 2019,0
New York Mets,0,New York Yankees,0,0,June 10 2019,0
Arizona D'Backs,0,Philadelphia Phillies,0,0,June 10 2019,0
Texas Rangers,0,Boston Red Sox,0,0,June 10 2019,0
St. Louis Cardinals,0,Miami Marlins,0,0,June 10 2019,0
Oakland Athletics,0,Tampa Bay Rays,0,0,June 10 2019,0
Pittsburgh Pirates,0,Atlanta Braves,0,0,June 10 2019,0
Washington Nationals,0,Chicago White Sox,0,0,June 10 2019,0
Chicago Cubs,0,Colorado Rockies,0,0,June 10 2019,0
Los Angeles Dodgers,0,Los Angeles Angels,0,0,June 10 2019,0
Toronto Blue Jays,0,Baltimore Orioles,0,0,June 11 2019,0
Arizona D'Backs,0,Philadelphia Phillies,0,0,June 11 2019,0
New York Mets,0,New York Yankees,0,0,June 11 2019,0
Oakland Athletics,0,Tampa Bay Rays,0,0,June 11 2019,0
Texas Rangers,0,Boston Red Sox,0,0,June 11 2019,0
Cincinnati Reds,0,Cleveland Indians,0,0,June 11 2019,0
St. Louis Cardinals,0,Miami Marlins,0,0,June 11 2019,0
Pittsburgh Pirates,0,Atlanta Braves,0,0,June 11 2019,0
Seattle Mariners,0,Minnesota Twins,0,0,June 11 2019,0
Milwaukee Brewers,0,Houston Astros,0,0,June 11 2019,0
Washington Nationals,0,Chicago White Sox,0,0,June 11 2019,0
Detroit Tigers,0,Kansas City Royals,0,0,June 11 2019,0
Chicago Cubs,0,Colorado Rockies,0,0,June 11 2019,0
San Diego Padres,0,San Francisco Giants,0,0,June 11 2019,0
Los Angeles Dodgers,0,Los Angeles Angels,0,0,June 11 2019,0
Oakland Athletics,0,Tampa Bay Rays,0,0,June 12 2019,0
Cincinnati Reds,0,Cleveland Indians,0,0,June 12 2019,0
Chicago Cubs,0,Colorado Rockies,0,0,June 12 2019,0
Toronto Blue Jays,0,Baltimore Orioles,0,0,June 12 2019,0
Arizona D'Backs,0,Philadelphia Phillies,0,0,June 12 2019,0
Texas Rangers,0,Boston Red Sox,0,0,June 12 2019,0
St. Louis Cardinals,0,Miami Marlins,0,0,June 12 2019,0
Pittsburgh Pirates,0,Atlanta Braves,0,0,June 12 2019,0
Seattle Mariners,0,Minnesota Twins,0,0,June 12 2019,0
Milwaukee Brewers,0,Houston Astros,0,0,June 12 2019,0
Detroit Tigers,0,Kansas City Royals,0,0,June 12 2019,0
San Diego Padres,0,San Francisco Giants,0,0,June 12 2019,0
Pittsburgh Pirates,0,Atlanta Braves,0,0,June 13 2019,0
Seattle Mariners,0,Minnesota Twins,0,0,June 13 2019,0
Arizona D'Backs,0,Washington Nationals,0,0,June 13 2019,0
Toronto Blue Jays,0,Baltimore Orioles,0,0,June 13 2019,0
Texas Rangers,0,Boston Red Sox,0,0,June 13 2019,0
St. Louis Cardinals,0,New York Mets,0,0,June 13 2019,0
Los Angeles Angels,0,Tampa Bay Rays,0,0,June 13 2019,0
Detroit Tigers,0,Kansas City Royals,0,0,June 13 2019,0
New York Yankees,0,Chicago White Sox,0,0,June 13 2019,0
San Diego Padres,0,Colorado Rockies,0,0,June 13 2019,0
Chicago Cubs,0,Los Angeles Dodgers,0,0,June 13 2019,0
Arizona D'Backs,0,Washington Nationals,0,0,June 14 2019,0
Boston Red Sox,0,Baltimore Orioles,0,0,June 14 2019,0
Los Angeles Angels,0,Tampa Bay Rays,0,0,June 14 2019,0
Texas Rangers,0,Cincinnati Reds,0,0,June 14 2019,0
St. Louis Cardinals,0,New York Mets,0,0,June 14 2019,0
Cleveland Indians,0,Detroit Tigers,0,0,June 14 2019,0
Pittsburgh Pirates,0,Miami Marlins,0,0,June 14 2019,0
Philadelphia Phillies,0,Atlanta Braves,0,0,June 14 2019,0
Toronto Blue Jays,0,Houston Astros,0,0,June 14 2019,0
Kansas City Royals,0,Minnesota Twins,0,0,June 14 2019,0
New York Yankees,0,Chicago White Sox,0,0,June 14 2019,0
San Diego Padres,0,Colorado Rockies,0,0,June 14 2019,0
Seattle Mariners,0,Oakland Athletics,0,0,June 14 2019,0
Chicago Cubs,0,Los Angeles Dodgers,0,0,June 14 2019,0
Milwaukee Brewers,0,San Francisco Giants,0,0,June 14 2019,0
Los Angeles Angels,0,Tampa Bay Rays,0,0,June 15 2019,0
Arizona D'Backs,0,Washington Nationals,0,0,June 15 2019,0
Boston Red Sox,0,Baltimore Orioles,0,0,June 15 2019,0
Milwaukee Brewers,0,San Francisco Giants,0,0,June 15 2019,0
Toronto Blue Jays,0,Houston Astros,0,0,June 15 2019,0
Pittsburgh Pirates,0,Miami Marlins,0,0,June 15 2019,0
Cleveland Indians,0,Detroit Tigers,0,0,June 15 2019,0
Texas Rangers,0,Cincinnati Reds,0,0,June 15 2019,0
New York Yankees,0,Chicago White Sox,0,0,June 15 2019,0
Kansas City Royals,0,Minnesota Twins,0,0,June 15 2019,0
St. Louis Cardinals,0,New York Mets,0,0,June 15 2019,0
Philadelphia Phillies,0,Atlanta Braves,0,0,June 15 2019,0
San Diego Padres,0,Colorado Rockies,0,0,June 15 2019,0
Seattle Mariners,0,Oakland Athletics,0,0,June 15 2019,0
Chicago Cubs,0,Los Angeles Dodgers,0,0,June 15 2019,0
Boston Red Sox,0,Baltimore Orioles,0,0,June 16 2019,0
Los Angeles Angels,0,Tampa Bay Rays,0,0,June 16 2019,0
Texas Rangers,0,Cincinnati Reds,0,0,June 16 2019,0
St. Louis Cardinals,0,New York Mets,0,0,June 16 2019,0
Cleveland Indians,0,Detroit Tigers,0,0,June 16 2019,0
Pittsburgh Pirates,0,Miami Marlins,0,0,June 16 2019,0
Philadelphia Phillies,0,Atlanta Braves,0,0,June 16 2019,0
Arizona D'Backs,0,Washington Nationals,0,0,June 16 2019,0
Toronto Blue Jays,0,Houston Astros,0,0,June 16 2019,0
Kansas City Royals,0,Minnesota Twins,0,0,June 16 2019,0
New York Yankees,0,Chicago White Sox,0,0,June 16 2019,0
San Diego Padres,0,Colorado Rockies,0,0,June 16 2019,0
Milwaukee Brewers,0,San Francisco Giants,0,0,June 16 2019,0
Seattle Mariners,0,Oakland Athletics,0,0,June 16 2019,0
Chicago Cubs,0,Los Angeles Dodgers,0,0,June 16 2019,0
Philadelphia Phillies,0,Washington Nationals,0,0,June 17 2019,0
Tampa Bay Rays,0,New York Yankees,0,0,June 17 2019,0
Los Angeles Angels,0,Toronto Blue Jays,0,0,June 17 2019,0
Houston Astros,0,Cincinnati Reds,0,0,June 17 2019,0
New York Mets,0,Atlanta Braves,0,0,June 17 2019,0
Cleveland Indians,0,Texas Rangers,0,0,June 17 2019,0
Boston Red Sox,0,Minnesota Twins,0,0,June 17 2019,0
Miami Marlins,0,St. Louis Cardinals,0,0,June 17 2019,0
Baltimore Orioles,0,Oakland Athletics,0,0,June 17 2019,0
Kansas City Royals,0,Seattle Mariners,0,0,June 17 2019,0
San Francisco Giants,0,Los Angeles Dodgers,0,0,June 17 2019,0
Milwaukee Brewers,0,San Diego Padres,0,0,June 17 2019,0
Philadelphia Phillies,0,Washington Nationals,0,0,June 18 2019,0
Detroit Tigers,0,Pittsburgh Pirates,0,0,June 18 2019,0
Tampa Bay Rays,0,New York Yankees,0,0,June 18 2019,0
Los Angeles Angels,0,Toronto Blue Jays,0,0,June 18 2019,0
Houston Astros,0,Cincinnati Reds,0,0,June 18 2019,0
New York Mets,0,Atlanta Braves,0,0,June 18 2019,0
Chicago White Sox,0,Chicago Cubs,0,0,June 18 2019,0
Cleveland Indians,0,Texas Rangers,0,0,June 18 2019,0
Boston Red Sox,0,Minnesota Twins,0,0,June 18 2019,0
Miami Marlins,0,St. Louis Cardinals,0,0,June 18 2019,0
Colorado Rockies,0,Arizona D'Backs,0,0,June 18 2019,0
Baltimore Orioles,0,Oakland Athletics,0,0,June 18 2019,0
Kansas City Royals,0,Seattle Mariners,0,0,June 18 2019,0
Milwaukee Brewers,0,San Diego Padres,0,0,June 18 2019,0
San Francisco Giants,0,Los Angeles Dodgers,0,0,June 18 2019,0
Houston Astros,0,Cincinnati Reds,0,0,June 19 2019,0
Tampa Bay Rays,0,New York Yankees,0,0,June 19 2019,0
Baltimore Orioles,0,Oakland Athletics,0,0,June 19 2019,0
Milwaukee Brewers,0,San Diego Padres,0,0,June 19 2019,0
Kansas City Royals,0,Seattle Mariners,0,0,June 19 2019,0
Detroit Tigers,0,Pittsburgh Pirates,0,0,June 19 2019,0
Philadelphia Phillies,0,Washington Nationals,0,0,June 19 2019,0
Los Angeles Angels,0,Toronto Blue Jays,0,0,June 19 2019,0
New York Mets,0,Atlanta Braves,0,0,June 19 2019,0
Chicago White Sox,0,Chicago Cubs,0,0,June 19 2019,0
Cleveland Indians,0,Texas Rangers,0,0,June 19 2019,0
Boston Red Sox,0,Minnesota Twins,0,0,June 19 2019,0
Miami Marlins,0,St. Louis Cardinals,0,0,June 19 2019,0
Colorado Rockies,0,Arizona D'Backs,0,0,June 19 2019,0
San Francisco Giants,0,Los Angeles Dodgers,0,0,June 19 2019,0
Cleveland Indians,0,Texas Rangers,0,0,June 20 2019,0
Colorado Rockies,0,Arizona D'Backs,0,0,June 20 2019,0
Philadelphia Phillies,0,Washington Nationals,0,0,June 20 2019,0
Houston Astros,0,New York Yankees,0,0,June 20 2019,0
Los Angeles Angels,0,Toronto Blue Jays,0,0,June 20 2019,0
Miami Marlins,0,St. Louis Cardinals,0,0,June 20 2019,0
New York Mets,0,Chicago Cubs,0,0,June 20 2019,0
Cincinnati Reds,0,Milwaukee Brewers,0,0,June 20 2019,0
Minnesota Twins,0,Kansas City Royals,0,0,June 20 2019,0
Tampa Bay Rays,0,Oakland Athletics,0,0,June 20 2019,0
San Francisco Giants,0,Los Angeles Dodgers,0,0,June 20 2019,0
Baltimore Orioles,0,Seattle Mariners,0,0,June 20 2019,0
New York Mets,0,Chicago Cubs,0,0,June 21 2019,0
Atlanta Braves,0,Washington Nationals,0,0,June 21 2019,0
San Diego Padres,0,Pittsburgh Pirates,0,0,June 21 2019,0
Miami Marlins,0,Philadelphia Phillies,0,0,June 21 2019,0
Houston Astros,0,New York Yankees,0,0,June 21 2019,0
Toronto Blue Jays,0,Boston Red Sox,0,0,June 21 2019,0
Detroit Tigers,0,Cleveland Indians,0,0,June 21 2019,0
Chicago White Sox,0,Texas Rangers,0,0,June 21 2019,0
Cincinnati Reds,0,Milwaukee Brewers,0,0,June 21 2019,0
Minnesota Twins,0,Kansas City Royals,0,0,June 21 2019,0
Los Angeles Angels,0,St. Louis Cardinals,0,0,June 21 2019,0
San Francisco Giants,0,Arizona D'Backs,0,0,June 21 2019,0
Tampa Bay Rays,0,Oakland Athletics,0,0,June 21 2019,0
Baltimore Orioles,0,Seattle Mariners,0,0,June 21 2019,0
Colorado Rockies,0,Los Angeles Dodgers,0,0,June 21 2019,0
Los Angeles Angels,0,St. Louis Cardinals,0,0,June 22 2019,0
Minnesota Twins,0,Kansas City Royals,0,0,June 22 2019,0
New York Mets,0,Chicago Cubs,0,0,June 22 2019,0
Miami Marlins,0,Philadelphia Phillies,0,0,June 22 2019,0
San Diego Padres,0,Pittsburgh Pirates,0,0,June 22 2019,0
Toronto Blue Jays,0,Boston Red Sox,0,0,June 22 2019,0
Tampa Bay Rays,0,Oakland Athletics,0,0,June 22 2019,0
Detroit Tigers,0,Cleveland Indians,0,0,June 22 2019,0
Cincinnati Reds,0,Milwaukee Brewers,0,0,June 22 2019,0
Baltimore Orioles,0,Seattle Mariners,0,0,June 22 2019,0
Atlanta Braves,0,Washington Nationals,0,0,June 22 2019,0
Houston Astros,0,New York Yankees,0,0,June 22 2019,0
Colorado Rockies,0,Los Angeles Dodgers,0,0,June 22 2019,0
Chicago White Sox,0,Texas Rangers,0,0,June 22 2019,0
San Francisco Giants,0,Arizona D'Backs,0,0,June 22 2019,0
Toronto Blue Jays,0,Boston Red Sox,0,0,June 23 2019,0
Miami Marlins,0,Philadelphia Phillies,0,0,June 23 2019,0
Detroit Tigers,0,Cleveland Indians,0,0,June 23 2019,0
Atlanta Braves,0,Washington Nationals,0,0,June 23 2019,0
San Diego Padres,0,Pittsburgh Pirates,0,0,June 23 2019,0
Houston Astros,0,New York Yankees,0,0,June 23 2019,0
Cincinnati Reds,0,Milwaukee Brewers,0,0,June 23 2019,0
Minnesota Twins,0,Kansas City Royals,0,0,June 23 2019,0
Los Angeles Angels,0,St. Louis Cardinals,0,0,June 23 2019,0
New York Mets,0,Chicago Cubs,0,0,June 23 2019,0
Chicago White Sox,0,Texas Rangers,0,0,June 23 2019,0
Tampa Bay Rays,0,Oakland Athletics,0,0,June 23 2019,0
Colorado Rockies,0,Los Angeles Dodgers,0,0,June 23 2019,0
Baltimore Orioles,0,Seattle Mariners,0,0,June 23 2019,0
San Francisco Giants,0,Arizona D'Backs,0,0,June 23 2019,0
Toronto Blue Jays,0,New York Yankees,0,0,June 24 2019,0
New York Mets,0,Philadelphia Phillies,0,0,June 24 2019,0
Chicago White Sox,0,Boston Red Sox,0,0,June 24 2019,0
Kansas City Royals,0,Cleveland Indians,0,0,June 24 2019,0
Atlanta Braves,0,Chicago Cubs,0,0,June 24 2019,0
Los Angeles Dodgers,0,Arizona D'Backs,0,0,June 24 2019,0
Colorado Rockies,0,San Francisco Giants,0,0,June 24 2019,0
New York Mets,0,Philadelphia Phillies,0,0,June 25 2019,0
San Diego Padres,0,Baltimore Orioles,0,0,June 25 2019,0
Toronto Blue Jays,0,New York Yankees,0,0,June 25 2019,0
Kansas City Royals,0,Cleveland Indians,0,0,June 25 2019,0
Chicago White Sox,0,Boston Red Sox,0,0,June 25 2019,0
Texas Rangers,0,Detroit Tigers,0,0,June 25 2019,0
Washington Nationals,0,Miami Marlins,0,0,June 25 2019,0
Atlanta Braves,0,Chicago Cubs,0,0,June 25 2019,0
Seattle Mariners,0,Milwaukee Brewers,0,0,June 25 2019,0
Pittsburgh Pirates,0,Houston Astros,0,0,June 25 2019,0
Tampa Bay Rays,0,Minnesota Twins,0,0,June 25 2019,0
Oakland Athletics,0,St. Louis Cardinals,0,0,June 25 2019,0
Los Angeles Dodgers,0,Arizona D'Backs,0,0,June 25 2019,0
Colorado Rockies,0,San Francisco Giants,0,0,June 25 2019,0
Cincinnati Reds,0,Los Angeles Angels,0,0,June 25 2019,0
Toronto Blue Jays,0,New York Yankees,0,0,June 26 2019,0
Chicago White Sox,0,Boston Red Sox,0,0,June 26 2019,0
Kansas City Royals,0,Cleveland Indians,0,0,June 26 2019,0
San Diego Padres,0,Baltimore Orioles,0,0,June 26 2019,0
Los Angeles Dodgers,0,Arizona D'Backs,0,0,June 26 2019,0
Colorado Rockies,0,San Francisco Giants,0,0,June 26 2019,0
New York Mets,0,Philadelphia Phillies,0,0,June 26 2019,0
Texas Rangers,0,Detroit Tigers,0,0,June 26 2019,0
Washington Nationals,0,Miami Marlins,0,0,June 26 2019,0
Oakland Athletics,0,St. Louis Cardinals,0,0,June 26 2019,0
Atlanta Braves,0,Chicago Cubs,0,0,June 26 2019,0
Cincinnati Reds,0,Los Angeles Angels,0,0,June 26 2019,0
Tampa Bay Rays,0,Minnesota Twins,0,0,June 26 2019,0
Seattle Mariners,0,Milwaukee Brewers,0,0,June 26 2019,0
Pittsburgh Pirates,0,Houston Astros,0,0,June 26 2019,0
New York Mets,0,Philadelphia Phillies,0,0,June 27 2019,0
Texas Rangers,0,Detroit Tigers,0,0,June 27 2019,0
Tampa Bay Rays,0,Minnesota Twins,0,0,June 27 2019,0
Pittsburgh Pirates,0,Houston Astros,0,0,June 27 2019,0
Seattle Mariners,0,Milwaukee Brewers,0,0,June 27 2019,0
Atlanta Braves,0,Chicago Cubs,0,0,June 27 2019,0
Washington Nationals,0,Miami Marlins,0,0,June 27 2019,0
Los Angeles Dodgers,0,Colorado Rockies,0,0,June 27 2019,0
Arizona D'Backs,0,San Francisco Giants,0,0,June 27 2019,0
Oakland Athletics,0,Los Angeles Angels,0,0,June 27 2019,0
Cleveland Indians,0,Baltimore Orioles,0,0,June 28 2019,0
Kansas City Royals,0,Toronto Blue Jays,0,0,June 28 2019,0
Texas Rangers,0,Tampa Bay Rays,0,0,June 28 2019,0
Atlanta Braves,0,New York Mets,0,0,June 28 2019,0
Philadelphia Phillies,0,Miami Marlins,0,0,June 28 2019,0
Washington Nationals,0,Detroit Tigers,0,0,June 28 2019,0
Chicago Cubs,0,Cincinnati Reds,0,0,June 28 2019,0
Seattle Mariners,0,Houston Astros,0,0,June 28 2019,0
Pittsburgh Pirates,0,Milwaukee Brewers,0,0,June 28 2019,0
Minnesota Twins,0,Chicago White Sox,0,0,June 28 2019,0
Los Angeles Dodgers,0,Colorado Rockies,0,0,June 28 2019,0
Oakland Athletics,0,Los Angeles Angels,0,0,June 28 2019,0
St. Louis Cardinals,0,San Diego Padres,0,0,June 28 2019,0
Arizona D'Backs,0,San Francisco Giants,0,0,June 28 2019,0
New York Yankees,0,Boston Red Sox,0,0,June 29 2019,0
Cleveland Indians,0,Baltimore Orioles,0,0,June 29 2019,0
Kansas City Royals,0,Toronto Blue Jays,0,0,June 29 2019,0
Chicago Cubs,0,Cincinnati Reds,0,0,June 29 2019,0
Texas Rangers,0,Tampa Bay Rays,0,0,June 29 2019,0
