Away,HW,Home,Total_Runs,awayRuns,date,homeRuns
Pittsburgh Pirates,1,Los Angeles Dodgers,13,6,April 28 2019,7
Baltimore Orioles,1,Minnesota Twins,5,1,April 28 2019,4
Milwaukee Brewers,1,New York Mets,7,2,April 28 2019,5
Miami Marlins,1,Philadelphia Phillies,6,1,April 28 2019,5
Texas Rangers,0,Seattle Mariners,15,14,April 28 2019,1
New York Yankees,0,San Francisco Giants,16,11,April 28 2019,5
Cincinnati Reds,1,St. Louis Cardinals,7,2,April 28 2019,5
Oakland Athletics,1,Toronto Blue Jays,9,4,April 28 2019,5
San Diego Padres,1,Washington Nationals,13,6,April 28 2019,7
St. Louis Cardinals,0,Washington Nationals,0,0,April 29 2019,0
Oakland Athletics,0,Boston Red Sox,0,0,April 29 2019,0
Cincinnati Reds,0,New York Mets,0,0,April 29 2019,0
San Diego Padres,0,Atlanta Braves,0,0,April 29 2019,0
Colorado Rockies,0,Milwaukee Brewers,0,0,April 29 2019,0
Houston Astros,0,Minnesota Twins,0,0,April 29 2019,0
Baltimore Orioles,0,Chicago White Sox,0,0,April 29 2019,0
Tampa Bay Rays,0,Kansas City Royals,0,0,April 29 2019,0
Los Angeles Dodgers,0,San Francisco Giants,0,0,April 29 2019,0
St. Louis Cardinals,0,Washington Nationals,0,0,April 30 2019,0
Detroit Tigers,0,Philadelphia Phillies,0,0,April 30 2019,0
Oakland Athletics,0,Boston Red Sox,0,0,April 30 2019,0
Cincinnati Reds,0,New York Mets,0,0,April 30 2019,0
Cleveland Indians,0,Miami Marlins,0,0,April 30 2019,0
San Diego Padres,0,Atlanta Braves,0,0,April 30 2019,0
Houston Astros,0,Minnesota Twins,0,0,April 30 2019,0
Colorado Rockies,0,Milwaukee Brewers,0,0,April 30 2019,0
Pittsburgh Pirates,0,Texas Rangers,0,0,April 30 2019,0
Baltimore Orioles,0,Chicago White Sox,0,0,April 30 2019,0
Tampa Bay Rays,0,Kansas City Royals,0,0,April 30 2019,0
New York Yankees,0,Arizona D'Backs,0,0,April 30 2019,0
Los Angeles Dodgers,0,San Francisco Giants,0,0,April 30 2019,0
Toronto Blue Jays,0,Los Angeles Angels,0,0,April 30 2019,0
Chicago Cubs,0,Seattle Mariners,0,0,April 30 2019,0
Oakland Athletics,0,Boston Red Sox,0,0,May 1 2019,0
Pittsburgh Pirates,0,Texas Rangers,0,0,May 1 2019,0
New York Yankees,0,Arizona D'Backs,0,0,May 1 2019,0
Chicago Cubs,0,Seattle Mariners,0,0,May 1 2019,0
St. Louis Cardinals,0,Washington Nationals,0,0,May 1 2019,0
Detroit Tigers,0,Philadelphia Phillies,0,0,May 1 2019,0
Cleveland Indians,0,Miami Marlins,0,0,May 1 2019,0
Cincinnati Reds,0,New York Mets,0,0,May 1 2019,0
San Diego Padres,0,Atlanta Braves,0,0,May 1 2019,0
Colorado Rockies,0,Milwaukee Brewers,0,0,May 1 2019,0
Houston Astros,0,Minnesota Twins,0,0,May 1 2019,0
Baltimore Orioles,0,Chicago White Sox,0,0,May 1 2019,0
Tampa Bay Rays,0,Kansas City Royals,0,0,May 1 2019,0
Los Angeles Dodgers,0,San Francisco Giants,0,0,May 1 2019,0
Toronto Blue Jays,0,Los Angeles Angels,0,0,May 1 2019,0
San Diego Padres,0,Atlanta Braves,0,0,May 2 2019,0
Cincinnati Reds,0,New York Mets,0,0,May 2 2019,0
Colorado Rockies,0,Milwaukee Brewers,0,0,May 2 2019,0
Houston Astros,0,Minnesota Twins,0,0,May 2 2019,0
Tampa Bay Rays,0,Kansas City Royals,0,0,May 2 2019,0
St. Louis Cardinals,0,Washington Nationals,0,0,May 2 2019,0
Boston Red Sox,0,Chicago White Sox,0,0,May 2 2019,0
Toronto Blue Jays,0,Los Angeles Angels,0,0,May 2 2019,0
St. Louis Cardinals,0,Chicago Cubs,0,0,May 3 2019,0
Tampa Bay Rays,0,Baltimore Orioles,0,0,May 3 2019,0
Oakland Athletics,0,Pittsburgh Pirates,0,0,May 3 2019,0
Washington Nationals,0,Philadelphia Phillies,0,0,May 3 2019,0
Minnesota Twins,0,New York Yankees,0,0,May 3 2019,0
Atlanta Braves,0,Miami Marlins,0,0,May 3 2019,0
Kansas City Royals,0,Detroit Tigers,0,0,May 3 2019,0
Seattle Mariners,0,Cleveland Indians,0,0,May 3 2019,0
San Francisco Giants,0,Cincinnati Reds,0,0,May 3 2019,0
Toronto Blue Jays,0,Texas Rangers,0,0,May 3 2019,0
New York Mets,0,Milwaukee Brewers,0,0,May 3 2019,0
Boston Red Sox,0,Chicago White Sox,0,0,May 3 2019,0
Arizona D'Backs,0,Colorado Rockies,0,0,May 3 2019,0
Los Angeles Dodgers,0,San Diego Padres,0,0,May 3 2019,0
Minnesota Twins,0,New York Yankees,0,0,May 4 2019,0
St. Louis Cardinals,0,Chicago Cubs,0,0,May 4 2019,0
Kansas City Royals,0,Detroit Tigers,0,0,May 4 2019,0
Seattle Mariners,0,Cleveland Indians,0,0,May 4 2019,0
Atlanta Braves,0,Miami Marlins,0,0,May 4 2019,0
Tampa Bay Rays,0,Baltimore Orioles,0,0,May 4 2019,0
Oakland Athletics,0,Pittsburgh Pirates,0,0,May 4 2019,0
Washington Nationals,0,Philadelphia Phillies,0,0,May 4 2019,0
New York Mets,0,Milwaukee Brewers,0,0,May 4 2019,0
Houston Astros,0,Los Angeles Angels,0,0,May 4 2019,0
San Francisco Giants,0,Cincinnati Reds,0,0,May 4 2019,0
Boston Red Sox,0,Chicago White Sox,0,0,May 4 2019,0
Toronto Blue Jays,0,Texas Rangers,0,0,May 4 2019,0
Arizona D'Backs,0,Colorado Rockies,0,0,May 4 2019,0
Los Angeles Dodgers,0,San Diego Padres,0,0,May 4 2019,0
Tampa Bay Rays,0,Baltimore Orioles,0,0,May 5 2019,0
Minnesota Twins,0,New York Yankees,0,0,May 5 2019,0
Kansas City Royals,0,Detroit Tigers,0,0,May 5 2019,0
Seattle Mariners,0,Cleveland Indians,0,0,May 5 2019,0
Atlanta Braves,0,Miami Marlins,0,0,May 5 2019,0
Oakland Athletics,0,Pittsburgh Pirates,0,0,May 5 2019,0
Washington Nationals,0,Philadelphia Phillies,0,0,May 5 2019,0
Boston Red Sox,0,Chicago White Sox,0,0,May 5 2019,0
New York Mets,0,Milwaukee Brewers,0,0,May 5 2019,0
Toronto Blue Jays,0,Texas Rangers,0,0,May 5 2019,0
Arizona D'Backs,0,Colorado Rockies,0,0,May 5 2019,0
San Francisco Giants,0,Cincinnati Reds,0,0,May 5 2019,0
Los Angeles Dodgers,0,San Diego Padres,0,0,May 5 2019,0
Houston Astros,0,Los Angeles Angels,0,0,May 5 2019,0
St. Louis Cardinals,0,Chicago Cubs,0,0,May 5 2019,0
San Francisco Giants,0,Cincinnati Reds,0,0,May 6 2019,0
Chicago White Sox,0,Cleveland Indians,0,0,May 6 2019,0
Seattle Mariners,0,New York Yankees,0,0,May 6 2019,0
Boston Red Sox,0,Baltimore Orioles,0,0,May 6 2019,0
Minnesota Twins,0,Toronto Blue Jays,0,0,May 6 2019,0
Arizona D'Backs,0,Tampa Bay Rays,0,0,May 6 2019,0
Washington Nationals,0,Milwaukee Brewers,0,0,May 6 2019,0
Miami Marlins,0,Chicago Cubs,0,0,May 6 2019,0
Philadelphia Phillies,0,St. Louis Cardinals,0,0,May 6 2019,0
Kansas City Royals,0,Houston Astros,0,0,May 6 2019,0
Atlanta Braves,0,Los Angeles Dodgers,0,0,May 6 2019,0
New York Mets,0,San Diego Padres,0,0,May 6 2019,0
Chicago White Sox,0,Cleveland Indians,0,0,May 7 2019,0
Seattle Mariners,0,New York Yankees,0,0,May 7 2019,0
Boston Red Sox,0,Baltimore Orioles,0,0,May 7 2019,0
Texas Rangers,0,Pittsburgh Pirates,0,0,May 7 2019,0
Minnesota Twins,0,Toronto Blue Jays,0,0,May 7 2019,0
Arizona D'Backs,0,Tampa Bay Rays,0,0,May 7 2019,0
Los Angeles Angels,0,Detroit Tigers,0,0,May 7 2019,0
Washington Nationals,0,Milwaukee Brewers,0,0,May 7 2019,0
Philadelphia Phillies,0,St. Louis Cardinals,0,0,May 7 2019,0
Miami Marlins,0,Chicago Cubs,0,0,May 7 2019,0
Kansas City Royals,0,Houston Astros,0,0,May 7 2019,0
San Francisco Giants,0,Colorado Rockies,0,0,May 7 2019,0
Cincinnati Reds,0,Oakland Athletics,0,0,May 7 2019,0
New York Mets,0,San Diego Padres,0,0,May 7 2019,0
Atlanta Braves,0,Los Angeles Dodgers,0,0,May 7 2019,0
Texas Rangers,0,Pittsburgh Pirates,0,0,May 8 2019,0
Washington Nationals,0,Milwaukee Brewers,0,0,May 8 2019,0
Arizona D'Backs,0,Tampa Bay Rays,0,0,May 8 2019,0
Philadelphia Phillies,0,St. Louis Cardinals,0,0,May 8 2019,0
New York Mets,0,San Diego Padres,0,0,May 8 2019,0
Chicago White Sox,0,Cleveland Indians,0,0,May 8 2019,0
Seattle Mariners,0,New York Yankees,0,0,May 8 2019,0
Boston Red Sox,0,Baltimore Orioles,0,0,May 8 2019,0
Minnesota Twins,0,Toronto Blue Jays,0,0,May 8 2019,0
Los Angeles Angels,0,Detroit Tigers,0,0,May 8 2019,0
Miami Marlins,0,Chicago Cubs,0,0,May 8 2019,0
Kansas City Royals,0,Houston Astros,0,0,May 8 2019,0
San Francisco Giants,0,Colorado Rockies,0,0,May 8 2019,0
Cincinnati Reds,0,Oakland Athletics,0,0,May 8 2019,0
Atlanta Braves,0,Los Angeles Dodgers,0,0,May 8 2019,0
Chicago White Sox,0,Cleveland Indians,0,0,May 9 2019,0
Los Angeles Angels,0,Detroit Tigers,0,0,May 9 2019,0
Miami Marlins,0,Chicago Cubs,0,0,May 9 2019,0
San Francisco Giants,0,Colorado Rockies,0,0,May 9 2019,0
Cincinnati Reds,0,Oakland Athletics,0,0,May 9 2019,0
Seattle Mariners,0,New York Yankees,0,0,May 9 2019,0
Pittsburgh Pirates,0,St. Louis Cardinals,0,0,May 9 2019,0
Texas Rangers,0,Houston Astros,0,0,May 9 2019,0
Atlanta Braves,0,Arizona D'Backs,0,0,May 9 2019,0
Washington Nationals,0,Los Angeles Dodgers,0,0,May 9 2019,0
Milwaukee Brewers,0,Chicago Cubs,0,0,May 10 2019,0
Los Angeles Angels,0,Baltimore Orioles,0,0,May 10 2019,0
Chicago White Sox,0,Toronto Blue Jays,0,0,May 10 2019,0
Seattle Mariners,0,Boston Red Sox,0,0,May 10 2019,0
Miami Marlins,0,New York Mets,0,0,May 10 2019,0
New York Yankees,0,Tampa Bay Rays,0,0,May 10 2019,0
Texas Rangers,0,Houston Astros,0,0,May 10 2019,0
Detroit Tigers,0,Minnesota Twins,0,0,May 10 2019,0
Philadelphia Phillies,0,Kansas City Royals,0,0,May 10 2019,0
Pittsburgh Pirates,0,St. Louis Cardinals,0,0,May 10 2019,0
San Diego Padres,0,Colorado Rockies,0,0,May 10 2019,0
Cleveland Indians,0,Oakland Athletics,0,0,May 10 2019,0
Atlanta Braves,0,Arizona D'Backs,0,0,May 10 2019,0
Washington Nationals,0,Los Angeles Dodgers,0,0,May 10 2019,0
Cincinnati Reds,0,San Francisco Giants,0,0,May 10 2019,0
Seattle Mariners,0,Boston Red Sox,0,0,May 11 2019,0
Detroit Tigers,0,Minnesota Twins,0,0,May 11 2019,0
Pittsburgh Pirates,0,St. Louis Cardinals,0,0,May 11 2019,0
Milwaukee Brewers,0,Chicago Cubs,0,0,May 11 2019,0
Chicago White Sox,0,Toronto Blue Jays,0,0,May 11 2019,0
Los Angeles Angels,0,Baltimore Orioles,0,0,May 11 2019,0
Cleveland Indians,0,Oakland Athletics,0,0,May 11 2019,0
New York Yankees,0,Tampa Bay Rays,0,0,May 11 2019,0
Miami Marlins,0,New York Mets,0,0,May 11 2019,0
Philadelphia Phillies,0,Kansas City Royals,0,0,May 11 2019,0
Texas Rangers,0,Houston Astros,0,0,May 11 2019,0
Detroit Tigers,0,Minnesota Twins,0,0,May 11 2019,0
San Diego Padres,0,Colorado Rockies,0,0,May 11 2019,0
Atlanta Braves,0,Arizona D'Backs,0,0,May 11 2019,0
Cincinnati Reds,0,San Francisco Giants,0,0,May 11 2019,0
Washington Nationals,0,Los Angeles Dodgers,0,0,May 11 2019,0
Los Angeles Angels,0,Baltimore Orioles,0,0,May 12 2019,0
Seattle Mariners,0,Boston Red Sox,0,0,May 12 2019,0
Chicago White Sox,0,Toronto Blue Jays,0,0,May 12 2019,0
New York Yankees,0,Tampa Bay Rays,0,0,May 12 2019,0
Miami Marlins,0,New York Mets,0,0,May 12 2019,0
Texas Rangers,0,Houston Astros,0,0,May 12 2019,0
Detroit Tigers,0,Minnesota Twins,0,0,May 12 2019,0
Pittsburgh Pirates,0,St. Louis Cardinals,0,0,May 12 2019,0
Philadelphia Phillies,0,Kansas City Royals,0,0,May 12 2019,0
San Diego Padres,0,Colorado Rockies,0,0,May 12 2019,0
Cincinnati Reds,0,San Francisco Giants,0,0,May 12 2019,0
Cleveland Indians,0,Oakland Athletics,0,0,May 12 2019,0
Washington Nationals,0,Los Angeles Dodgers,0,0,May 12 2019,0
Atlanta Braves,0,Arizona D'Backs,0,0,May 12 2019,0
Milwaukee Brewers,0,Chicago Cubs,0,0,May 12 2019,0
Baltimore Orioles,0,New York Yankees,0,0,May 13 2019,0
Milwaukee Brewers,0,Philadelphia Phillies,0,0,May 13 2019,0
Houston Astros,0,Detroit Tigers,0,0,May 13 2019,0
Los Angeles Angels,0,Minnesota Twins,0,0,May 13 2019,0
Cleveland Indians,0,Chicago White Sox,0,0,May 13 2019,0
Pittsburgh Pirates,0,Arizona D'Backs,0,0,May 13 2019,0
Oakland Athletics,0,Seattle Mariners,0,0,May 13 2019,0
Cleveland Indians,0,Chicago White Sox,0,0,May 14 2019,0
Baltimore Orioles,0,New York Yankees,0,0,May 14 2019,0
Chicago Cubs,0,Cincinnati Reds,0,0,May 14 2019,0
Milwaukee Brewers,0,Philadelphia Phillies,0,0,May 14 2019,0
New York Mets,0,Washington Nationals,0,0,May 14 2019,0
Colorado Rockies,0,Boston Red Sox,0,0,May 14 2019,0
Tampa Bay Rays,0,Miami Marlins,0,0,May 14 2019,0
Houston Astros,0,Detroit Tigers,0,0,May 14 2019,0
St. Louis Cardinals,0,Atlanta Braves,0,0,May 14 2019,0
Los Angeles Angels,0,Minnesota Twins,0,0,May 14 2019,0
Texas Rangers,0,Kansas City Royals,0,0,May 14 2019,0
Pittsburgh Pirates,0,Arizona D'Backs,0,0,May 14 2019,0
Toronto Blue Jays,0,San Francisco Giants,0,0,May 14 2019,0
Oakland Athletics,0,Seattle Mariners,0,0,May 14 2019,0
San Diego Padres,0,Los Angeles Dodgers,0,0,May 14 2019,0
Los Angeles Angels,0,Minnesota Twins,0,0,May 15 2019,0
Pittsburgh Pirates,0,Arizona D'Backs,0,0,May 15 2019,0
Toronto Blue Jays,0,San Francisco Giants,0,0,May 15 2019,0
Baltimore Orioles,0,New York Yankees,0,0,May 15 2019,0
Chicago Cubs,0,Cincinnati Reds,0,0,May 15 2019,0
Milwaukee Brewers,0,Philadelphia Phillies,0,0,May 15 2019,0
New York Mets,0,Washington Nationals,0,0,May 15 2019,0
Tampa Bay Rays,0,Miami Marlins,0,0,May 15 2019,0
Houston Astros,0,Detroit Tigers,0,0,May 15 2019,0
Colorado Rockies,0,Boston Red Sox,0,0,May 15 2019,0
St. Louis Cardinals,0,Atlanta Braves,0,0,May 15 2019,0
Texas Rangers,0,Kansas City Royals,0,0,May 15 2019,0
San Diego Padres,0,Los Angeles Dodgers,0,0,May 15 2019,0
New York Mets,0,Washington Nationals,0,0,May 16 2019,0
Milwaukee Brewers,0,Philadelphia Phillies,0,0,May 16 2019,0
Oakland Athletics,0,Detroit Tigers,0,0,May 16 2019,0
Texas Rangers,0,Kansas City Royals,0,0,May 16 2019,0
Baltimore Orioles,0,Cleveland Indians,0,0,May 16 2019,0
Chicago Cubs,0,Cincinnati Reds,0,0,May 16 2019,0
St. Louis Cardinals,0,Atlanta Braves,0,0,May 16 2019,0
Toronto Blue Jays,0,Chicago White Sox,0,0,May 16 2019,0
Pittsburgh Pirates,0,San Diego Padres,0,0,May 16 2019,0
Minnesota Twins,0,Seattle Mariners,0,0,May 16 2019,0
Chicago Cubs,0,Washington Nationals,0,0,May 17 2019,0
Colorado Rockies,0,Philadelphia Phillies,0,0,May 17 2019,0
Tampa Bay Rays,0,New York Yankees,0,0,May 17 2019,0
New York Mets,0,Miami Marlins,0,0,May 17 2019,0
Oakland Athletics,0,Detroit Tigers,0,0,May 17 2019,0
Baltimore Orioles,0,Cleveland Indians,0,0,May 17 2019,0
Los Angeles Dodgers,0,Cincinnati Reds,0,0,May 17 2019,0
Houston Astros,0,Boston Red Sox,0,0,May 17 2019,0
Milwaukee Brewers,0,Atlanta Braves,0,0,May 17 2019,0
St. Louis Cardinals,0,Texas Rangers,0,0,May 17 2019,0
Toronto Blue Jays,0,Chicago White Sox,0,0,May 17 2019,0
San Francisco Giants,0,Arizona D'Backs,0,0,May 17 2019,0
Kansas City Royals,0,Los Angeles Angels,0,0,May 17 2019,0
Pittsburgh Pirates,0,San Diego Padres,0,0,May 17 2019,0
Minnesota Twins,0,Seattle Mariners,0,0,May 17 2019,0
Tampa Bay Rays,0,New York Yankees,0,0,May 18 2019,0
Toronto Blue Jays,0,Chicago White Sox,0,0,May 18 2019,0
St. Louis Cardinals,0,Texas Rangers,0,0,May 18 2019,0
Colorado Rockies,0,Philadelphia Phillies,0,0,May 18 2019,0
Oakland Athletics,0,Detroit Tigers,0,0,May 18 2019,0
Los Angeles Dodgers,0,Cincinnati Reds,0,0,May 18 2019,0
Baltimore Orioles,0,Cleveland Indians,0,0,May 18 2019,0
New York Mets,0,Miami Marlins,0,0,May 18 2019,0
Chicago Cubs,0,Washington Nationals,0,0,May 18 2019,0
Houston Astros,0,Boston Red Sox,0,0,May 18 2019,0
Milwaukee Brewers,0,Atlanta Braves,0,0,May 18 2019,0
Pittsburgh Pirates,0,San Diego Padres,0,0,May 18 2019,0
Kansas City Royals,0,Los Angeles Angels,0,0,May 18 2019,0
Minnesota Twins,0,Seattle Mariners,0,0,May 18 2019,0
San Francisco Giants,0,Arizona D'Backs,0,0,May 18 2019,0
Tampa Bay Rays,0,New York Yankees,0,0,May 19 2019,0
Colorado Rockies,0,Philadelphia Phillies,0,0,May 19 2019,0
Houston Astros,0,Boston Red Sox,0,0,May 19 2019,0
New York Mets,0,Miami Marlins,0,0,May 19 2019,0
Baltimore Orioles,0,Cleveland Indians,0,0,May 19 2019,0
Los Angeles Dodgers,0,Cincinnati Reds,0,0,May 19 2019,0
Oakland Athletics,0,Detroit Tigers,0,0,May 19 2019,0
Milwaukee Brewers,0,Atlanta Braves,0,0,May 19 2019,0
Toronto Blue Jays,0,Chicago White Sox,0,0,May 19 2019,0
St. Louis Cardinals,0,Texas Rangers,0,0,May 19 2019,0
Kansas City Royals,0,Los Angeles Angels,0,0,May 19 2019,0
Pittsburgh Pirates,0,San Diego Padres,0,0,May 19 2019,0
Minnesota Twins,0,Seattle Mariners,0,0,May 19 2019,0
San Francisco Giants,0,Arizona D'Backs,0,0,May 19 2019,0
Chicago Cubs,0,Washington Nationals,0,0,May 19 2019,0
Boston Red Sox,0,Toronto Blue Jays,0,0,May 20 2019,0
Oakland Athletics,0,Cleveland Indians,0,0,May 20 2019,0
New York Yankees,0,Baltimore Orioles,0,0,May 20 2019,0
Washington Nationals,0,New York Mets,0,0,May 20 2019,0
Philadelphia Phillies,0,Chicago Cubs,0,0,May 20 2019,0
Seattle Mariners,0,Texas Rangers,0,0,May 20 2019,0
Chicago White Sox,0,Houston Astros,0,0,May 20 2019,0
Atlanta Braves,0,San Francisco Giants,0,0,May 20 2019,0
Minnesota Twins,0,Los Angeles Angels,0,0,May 20 2019,0
Arizona D'Backs,0,San Diego Padres,0,0,May 20 2019,0
Oakland Athletics,0,Cleveland Indians,0,0,May 21 2019,0
New York Yankees,0,Baltimore Orioles,0,0,May 21 2019,0
Philadelphia Phillies,0,Chicago Cubs,0,0,May 21 2019,0
Colorado Rockies,0,Pittsburgh Pirates,0,0,May 21 2019,0
Boston Red Sox,0,Toronto Blue Jays,0,0,May 21 2019,0
Los Angeles Dodgers,0,Tampa Bay Rays,0,0,May 21 2019,0
Washington Nationals,0,New York Mets,0,0,May 21 2019,0
Miami Marlins,0,Detroit Tigers,0,0,May 21 2019,0
Cincinnati Reds,0,Milwaukee Brewers,0,0,May 21 2019,0
Seattle Mariners,0,Texas Rangers,0,0,May 21 2019,0
Chicago White Sox,0,Houston Astros,0,0,May 21 2019,0
Kansas City Royals,0,St. Louis Cardinals,0,0,May 21 2019,0
Atlanta Braves,0,San Francisco Giants,0,0,May 21 2019,0
Minnesota Twins,0,Los Angeles Angels,0,0,May 21 2019,0
Arizona D'Backs,0,San Diego Padres,0,0,May 21 2019,0
Oakland Athletics,0,Cleveland Indians,0,0,May 22 2019,0
Cincinnati Reds,0,Milwaukee Brewers,0,0,May 22 2019,0
Kansas City Royals,0,St. Louis Cardinals,0,0,May 22 2019,0
Seattle Mariners,0,Texas Rangers,0,0,May 22 2019,0
Arizona D'Backs,0,San Diego Padres,0,0,May 22 2019,0
New York Yankees,0,Baltimore Orioles,0,0,May 22 2019,0
Colorado Rockies,0,Pittsburgh Pirates,0,0,May 22 2019,0
Boston Red Sox,0,Toronto Blue Jays,0,0,May 22 2019,0
Los Angeles Dodgers,0,Tampa Bay Rays,0,0,May 22 2019,0
Washington Nationals,0,New York Mets,0,0,May 22 2019,0
Miami Marlins,0,Detroit Tigers,0,0,May 22 2019,0
Philadelphia Phillies,0,Chicago Cubs,0,0,May 22 2019,0
Chicago White Sox,0,Houston Astros,0,0,May 22 2019,0
Minnesota Twins,0,Los Angeles Angels,0,0,May 22 2019,0
Atlanta Braves,0,San Francisco Giants,0,0,May 22 2019,0
Washington Nationals,0,New York Mets,0,0,May 23 2019,0
New York Yankees,0,Baltimore Orioles,0,0,May 23 2019,0
Colorado Rockies,0,Pittsburgh Pirates,0,0,May 23 2019,0
Boston Red Sox,0,Toronto Blue Jays,0,0,May 23 2019,0
Miami Marlins,0,Detroit Tigers,0,0,May 23 2019,0
Philadelphia Phillies,0,Chicago Cubs,0,0,May 23 2019,0
Atlanta Braves,0,San Francisco Giants,0,0,May 23 2019,0
Tampa Bay Rays,0,Cleveland Indians,0,0,May 23 2019,0
Chicago White Sox,0,Houston Astros,0,0,May 23 2019,0
Cincinnati Reds,0,Chicago Cubs,0,0,May 24 2019,0
Miami Marlins,0,Washington Nationals,0,0,May 24 2019,0
Los Angeles Dodgers,0,Pittsburgh Pirates,0,0,May 24 2019,0
San Diego Padres,0,Toronto Blue Jays,0,0,May 24 2019,0
Tampa Bay Rays,0,Cleveland Indians,0,0,May 24 2019,0
Detroit Tigers,0,New York Mets,0,0,May 24 2019,0
Chicago White Sox,0,Minnesota Twins,0,0,May 24 2019,0
Philadelphia Phillies,0,Milwaukee Brewers,0,0,May 24 2019,0
Boston Red Sox,0,Houston Astros,0,0,May 24 2019,0
New York Yankees,0,Kansas City Royals,0,0,May 24 2019,0
Atlanta Braves,0,St. Louis Cardinals,0,0,May 24 2019,0
Baltimore Orioles,0,Colorado Rockies,0,0,May 24 2019,0
Seattle Mariners,0,Oakland Athletics,0,0,May 24 2019,0
Texas Rangers,0,Los Angeles Angels,0,0,May 24 2019,0
Arizona D'Backs,0,San Francisco Giants,0,0,May 24 2019,0
Chicago White Sox,0,Minnesota Twins,0,0,May 25 2019,0
New York Yankees,0,Kansas City Royals,0,0,May 25 2019,0
Cincinnati Reds,0,Chicago Cubs,0,0,May 25 2019,0
San Diego Padres,0,Toronto Blue Jays,0,0,May 25 2019,0
Arizona D'Backs,0,San Francisco Giants,0,0,May 25 2019,0
Miami Marlins,0,Washington Nationals,0,0,May 25 2019,0
Seattle Mariners,0,Oakland Athletics,0,0,May 25 2019,0
Philadelphia Phillies,0,Milwaukee Brewers,0,0,May 25 2019,0
Detroit Tigers,0,New York Mets,0,0,May 25 2019,0
Tampa Bay Rays,0,Cleveland Indians,0,0,May 25 2019,0
Boston Red Sox,0,Houston Astros,0,0,May 25 2019,0
Los Angeles Dodgers,0,Pittsburgh Pirates,0,0,May 25 2019,0
Atlanta Braves,0,St. Louis Cardinals,0,0,May 25 2019,0
Baltimore Orioles,0,Colorado Rockies,0,0,May 25 2019,0
Texas Rangers,0,Los Angeles Angels,0,0,May 25 2019,0
San Diego Padres,0,Toronto Blue Jays,0,0,May 26 2019,0
Tampa Bay Rays,0,Cleveland Indians,0,0,May 26 2019,0
Detroit Tigers,0,New York Mets,0,0,May 26 2019,0
Miami Marlins,0,Washington Nationals,0,0,May 26 2019,0
Los Angeles Dodgers,0,Pittsburgh Pirates,0,0,May 26 2019,0
Chicago White Sox,0,Minnesota Twins,0,0,May 26 2019,0
Philadelphia Phillies,0,Milwaukee Brewers,0,0,May 26 2019,0
Boston Red Sox,0,Houston Astros,0,0,May 26 2019,0
New York Yankees,0,Kansas City Royals,0,0,May 26 2019,0
Cincinnati Reds,0,Chicago Cubs,0,0,May 26 2019,0
Baltimore Orioles,0,Colorado Rockies,0,0,May 26 2019,0
Arizona D'Backs,0,San Francisco Giants,0,0,May 26 2019,0
Seattle Mariners,0,Oakland Athletics,0,0,May 26 2019,0
Texas Rangers,0,Los Angeles Angels,0,0,May 26 2019,0
Atlanta Braves,0,St. Louis Cardinals,0,0,May 26 2019,0
Detroit Tigers,0,Baltimore Orioles,0,0,May 27 2019,0
San Diego Padres,0,New York Yankees,0,0,May 27 2019,0
Miami Marlins,0,Washington Nationals,0,0,May 27 2019,0
Pittsburgh Pirates,0,Cincinnati Reds,0,0,May 27 2019,0
Toronto Blue Jays,0,Tampa Bay Rays,0,0,May 27 2019,0
Chicago Cubs,0,Houston Astros,0,0,May 27 2019,0
Kansas City Royals,0,Chicago White Sox,0,0,May 27 2019,0
Arizona D'Backs,0,Colorado Rockies,0,0,May 27 2019,0
Cleveland Indians,0,Boston Red Sox,0,0,May 27 2019,0
Los Angeles Angels,0,Oakland Athletics,0,0,May 27 2019,0
Milwaukee Brewers,0,Minnesota Twins,0,0,May 27 2019,0
Pittsburgh Pirates,0,Cincinnati Reds,0,0,May 27 2019,0
New York Mets,0,Los Angeles Dodgers,0,0,May 27 2019,0
Texas Rangers,0,Seattle Mariners,0,0,May 27 2019,0
San Diego Padres,0,New York Yankees,0,0,May 28 2019,0
Pittsburgh Pirates,0,Cincinnati Reds,0,0,May 28 2019,0
Detroit Tigers,0,Baltimore Orioles,0,0,May 28 2019,0
St. Louis Cardinals,0,Philadelphia Phillies,0,0,May 28 2019,0
Toronto Blue Jays,0,Tampa Bay Rays,0,0,May 28 2019,0
Cleveland Indians,0,Boston Red Sox,0,0,May 28 2019,0
San Francisco Giants,0,Miami Marlins,0,0,May 28 2019,0
Washington Nationals,0,Atlanta Braves,0,0,May 28 2019,0
Chicago Cubs,0,Houston Astros,0,0,May 28 2019,0
Milwaukee Brewers,0,Minnesota Twins,0,0,May 28 2019,0
Kansas City Royals,0,Chicago White Sox,0,0,May 28 2019,0
Arizona D'Backs,0,Colorado Rockies,0,0,May 28 2019,0
Los Angeles Angels,0,Oakland Athletics,0,0,May 28 2019,0
Texas Rangers,0,Seattle Mariners,0,0,May 28 2019,0
New York Mets,0,Los Angeles Dodgers,0,0,May 28 2019,0
Pittsburgh Pirates,0,Cincinnati Reds,0,0,May 29 2019,0
San Diego Padres,0,New York Yankees,0,0,May 29 2019,0
Los Angeles Angels,0,Oakland Athletics,0,0,May 29 2019,0
Texas Rangers,0,Seattle Mariners,0,0,May 29 2019,0
Detroit Tigers,0,Baltimore Orioles,0,0,May 29 2019,0
