2P,2PA,2PCT,3P,3PA,3PAr,3PCT,AST,BLK,DEF-FT/FGA,DEF-TOV%,DEF-eFG%,DRB,DRB%,DRtg,FG,FGA,FGPCT,FTA,FTM,FTPCT,FTr,L,MOV,OFF-FT/FGA,OFF-TOV%,OFF-eFG%,ORB,ORB%,ORtg,PACE,PF,PL,PTS,PW,SOS,SRS,STL,TOV,TRB,W,gamesPlayed,team
122,267,.457,30,92,.256,.326,74,13,.224,16.0,.528,135,75.4,107.9,152,359,.423,83,71,.855,.231,3,-8.75,.198,13.7,.465,42,22.3,99.4,101.9,89,3,405,1,-1.24,-9.99,37,63,177,1,4,Atlanta Hawks
152,295,.515,60,167,.361,.359,114,23,.274,14.0,.528,166,75.5,111.8,212,462,.459,156,122,.782,.338,2,1.80,.264,13.8,.524,63,26.8,113.5,106.8,118,2,606,3,4.16,5.96,51,85,229,3,5,Brooklyn Nets
