Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Fri, Oct 30, 2015,Milwaukee Bucks,113,8:00 pm,Washington Wizards,118
Fri, Oct 30, 2015,Orlando Magic,136,7:00 pm,Oklahoma City Thunder,139
Fri, Oct 30, 2015,Philadelphia 76ers,71,7:00 pm,Utah Jazz,99
Fri, Oct 30, 2015,Phoenix Suns,110,10:30 pm,Portland Trail Blazers,92
Fri, Oct 30, 2015,Sacramento Kings,132,10:00 pm,Los Angeles Lakers,114
Fri, Oct 30, 2015,San Antonio Spurs,102,8:30 pm,Brooklyn Nets,75
Sat, Oct 31, 2015,Indiana Pacers,76,7:00 pm,Utah Jazz,97
Sat, Oct 31, 2015,Los Angeles Clippers,114,10:30 pm,Sacramento Kings,109
Sat, Oct 31, 2015,Memphis Grizzlies,101,8:00 pm,Brooklyn Nets,91
Sat, Oct 31, 2015,New Orleans Pelicans,120,7:30 pm,Golden State Warriors,134
Sat, Oct 31, 2015,Portland Trail Blazers,90,10:00 pm,Phoenix Suns,101
Sat, Oct 31, 2015,Washington Wizards,110,7:00 pm,New York Knicks,117
Sun, Nov 1, 2015,Boston Celtics,87,3:30 pm,San Antonio Spurs,95
