Away_3P,Away_3PA,Away_AST,Away_BLK_PCT,Away_FG,Away_FGA,Away_FTA,Away_FTM,Away_ORB,Away_ORB_PCT,Away_STL,Away_TOV_PCT,Away_TRB,Date,Home,Home_3P,Home_3PA,Home_AST,Home_BLK_PCT,Home_FG,Home_FGA,Home_FTA,Home_FTM,Home_ORB,Home_ORB_PCT,Home_STL,Home_TOV_PCT,Home_TRB,Injuries,Referees,Visitor,awayPts,homePts
11,24,18,4.8,35,74,17,14,3,8.8,13,13.8,17,Jan 31 2014,Brooklyn Nets,5,15,28,14.0,49,77,20,17,10,41.7,9,15.7,41,["Andre Roberson"|"Russell Westbrook"|"Brook Lopez"],["Joe Crawford"|"Tre Maddox"|"Zach Zarba"],Oklahoma City Thunder,95,120
2,19,21,3.7,38,80,36,29,12,29.3,10,4.0,37,Jan 31 2014,Dallas Mavericks,7,21,20,9.8,38,75,23,20,10,28.6,4,14.1,39,["DeMarcus Cousins"|"Shawn Marion"|"Gal Mekel"],["Steve Anderson"|"Tony Brothers"|"Mark Lindsay"],Sacramento Kings,107,103
8,21,27,9.4,36,80,14,10,12,27.9,9,22.5,49,Jan 31 2014,Denver Nuggets,8,21,24,11.9,37,85,20,18,9,19.6,10,13.0,40,["Dwight Buycks"|"Landry Fields"|"Danilo Gallinari"|"JaVale McGee"],["Ron Garretson"|"David Guthrie"|"Scott Twardoski"],Toronto Raptors,90,100
6,26,23,3.9,36,93,27,22,9,17.6,5,7.1,41,Jan 31 2014,Los Angeles Lakers,2,11,28,3.0,46,88,22,16,7,17.9,7,8.4,49,["Brendan Haywood"|"Jeffery Taylor"|"Kobe Bryant"|"Steve Nash"],["Monty McCutchen"|"Eli Roe"|"Scott Wall"],Charlotte Bobcats,100,110
6,22,18,5.9,39,84,7,6,9,23.7,5,13.9,46,Jan 31 2014,Minnesota Timberwolves,4,12,19,9.7,38,80,22,14,9,19.6,10,9.1,38,["Quincy Pondexter"|"Robbie Hummel"|"Nikola Pekovic"],["Dan Crawford"|"J.T. Orr"|"Josh Tiven"],Memphis Grizzlies,90,94
7,16,27,6.1,43,83,25,20,6,16.2,10,13.8,44,Jan 31 2014,Orlando Magic,10,21,23,10.4,39,87,24,14,12,24.0,8,13.3,43,["Carlos Delfino"|"Zaza Pachulia"],["Kane Fitzgerald"|"Leroy Richardson"|"Tom Washington"],Milwaukee Bucks,113,102
6,22,19,5.5,32,87,37,29,13,26.0,10,15.5,46,Jan 31 2014,Philadelphia 76ers,8,16,36,6.2,45,89,34,27,9,21.4,15,14.8,46,["Pero Antic"|"Al Horford"|"John Jenkins"|"Lorenzo Brown"|"Nerlens Noel"|"Jason Richardson"],["Brent Barnaky"|"Tony Brown"|"Michael Smith"],Atlanta Hawks,99,125
3,9,18,4.8,35,73,21,17,6,17.1,3,18.0,42,Jan 31 2014,Utah Jazz,10,26,17,7.8,33,88,24,19,14,28.0,9,7.5,43,["Festus Ezeli"|"Ognjen Kuzmic"|"Jermaine O'Neal"|"Derrick Favors"|"Marvin Williams"],["David Jones"|"Olandis Poole"|"Leon Wood"],Golden State Warriors,90,95
9,23,30,5.9,43,92,30,25,15,31.9,12,11.0,48,Feb 1 2014,Atlanta Hawks,6,16,25,10.1,37,84,39,33,14,29.8,9,14.4,46,["Robbie Hummel"|"Nikola Pekovic"|"Pero Antic"|"Al Horford"|"John Jenkins"],["Brian Forte"|"Marat Kogut"|"Jason Phillips"],Minnesota Timberwolves,120,113
7,25,23,11.8,41,92,40,24,23,42.6,12,12.7,58,Feb 1 2014,Detroit Pistons,5,21,17,3.0,38,89,23,15,13,27.1,12,16.1,44,["Lorenzo Brown"|"Nerlens Noel"|"Jason Richardson"|"Tony Mitchell"|"Peyton Siva"],["Mark Ayotte"|"James Capers"|"Pat Fraher"],Philadelphia 76ers,113,96
7,26,24,12.3,41,80,24,17,10,28.6,8,15.8,44,Feb 1 2014,Houston Rockets,8,30,23,7.4,38,87,10,8,7,17.1,8,14.9,32,["Carrick Felix"|"Sergey Karasev"|"Omer Asik"|"Isaiah Canaan"],["Derrick Collins"|"John Goble"|"Haywoode Workman"],Cleveland Cavaliers,106,92
3,15,17,9.3,31,73,37,32,12,36.4,7,20.5,46,Feb 1 2014,Indiana Pacers,7,23,15,12.1,34,77,23,21,6,15.0,15,14.7,27,["Brook Lopez"|"Andrew Bynum"|"Solomon Hill"],["Matt Boland"|"Eric Lewis"|"Ed Malloy"],Brooklyn Nets,97,96
2,12,25,11.8,38,74,37,24,14,34.1,7,10.9,45,Feb 1 2014,Los Angeles Clippers,10,30,19,1.6,29,81,28,19,15,32.6,5,10.5,42,["Jeremy Evans"|"Derrick Favors"|"Chris Paul"],["David Guthrie"|"Rodney Mott"|"Eli Roe"],Utah Jazz,102,87
6,10,22,11.3,38,79,22,17,13,32.5,4,11.9,48,Feb 1 2014,Memphis Grizzlies,9,23,15,4.3,30,76,25,21,11,23.9,8,13.0,38,["Carlos Delfino"|"John Henson"|"Mike Conley"|"Quincy Pondexter"],["Nick Buchert"|"Mike Callahan"|"Mark Lindsay"],Milwaukee Bucks,99,90
4,9,22,25.9,38,80,10,8,10,27.8,8,12.4,32,Feb 1 2014,New Orleans Pelicans,3,16,20,9.9,27,70,33,22,16,42.1,4,16.7,42,["Derrick Rose"|"Ryan Anderson"],["Eric Dalen"|"Tom Washington"|"Sean Wright"],Chicago Bulls,88,79
11,26,14,7.5,33,67,23,14,9,25.0,7,18.1,33,Feb 1 2014,New York Knicks,8,23,18,7.3,41,76,24,16,7,22.6,10,13.1,34,["James Jones"|"Roger Mason"|"Andrea Bargnani"|"Iman Shumpert"],["Scott Foster"|"Kevin Scott"|"Zach Zarba"],Miami Heat,91,106
7,21,13,7.1,39,80,23,20,9,23.7,5,12.6,51,Feb 1 2014,Phoenix Suns,8,23,19,8.5,33,79,29,21,5,10.6,7,8.0,34,["Brendan Haywood"|"Jeffery Taylor"|"Eric Bledsoe"|"Emeka Okafor"],["Curtis Blair"|"Courtney Kirkland"|"Ken Mauer"],Charlotte Bobcats,105,95
