Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Feb 6 2019,Brooklyn Nets,,7:30p,Denver Nuggets,
Feb 6 2019,Chicago Bulls,,8:00p,New Orleans Pelicans,
Feb 6 2019,Dallas Mavericks,,8:30p,Charlotte Hornets,
Feb 6 2019,Golden State Warriors,,10:30p,San Antonio Spurs,
Feb 6 2019,Milwaukee Bucks,,8:00p,Washington Wizards,
Feb 6 2019,Sacramento Kings,,10:00p,Houston Rockets,
Feb 6 2019,Utah Jazz,,9:00p,Phoenix Suns,
