Away_3P,Away_3PA,Away_AST,Away_BLK_PCT,Away_FG,Away_FGA,Away_FTA,Away_FTM,Away_ORB,Away_ORB_PCT,Away_STL,Away_TOV_PCT,Away_TRB,Date,Home,Home_3P,Home_3PA,Home_AST,Home_BLK_PCT,Home_FG,Home_FGA,Home_FTA,Home_FTM,Home_ORB,Home_ORB_PCT,Home_STL,Home_TOV_PCT,Home_TRB,Injuries,Referees,Visitor,awayPts,homePts
5,17,15,4.1,31,77,29,20,9,19.6,5,15.1,40,Nov 28 2017,Sacramento Kings,9,22,27,8.3,42,71,31,19,1,3.1,13,12.4,38,["Sterling Brown"|"Matthew Dellavedova"|"Jabari Parker"|"Mirza Teletovic"|"Jack Cooley"|"Harry Giles"|"Georgios Papagiannis"|"JaKarr Sampson"],["Scott Foster"|"Jason Goldenberg"|"James Williams"],Milwaukee Bucks,87,112
14,32,24,13.6,42,87,9,8,9,23.1,7,10.8,43,Nov 28 2017,Utah Jazz,7,34,13,7.3,28,78,16,14,12,26.1,6,16.7,42,["Wilson Chandler"|"Tyler Lydon"|"Paul Millsap"|"Monte Morris"|"Dante Exum"|"Rudy Gobert"|"Eric Griffin"|"Joe Johnson"],["Bennie Adams"|"Mike Callahan"|"Leon Wood"],Denver Nuggets,106,77
9,27,26,4.9,39,84,21,17,7,15.6,5,10.6,44,Nov 29 2017,Dallas Mavericks,11,29,25,1.8,42,90,25,14,14,27.5,5,12.2,52,["Jeremy Lin"|"Yakuba Ouattara"|"D'Angelo Russell"|"Jacob Wiley"|"Seth Curry"|"Dorian Finney-Smith"|"Josh McRoberts"|"Johnathan Motley"],["John Goble"|"Lauren Holtkamp"|"Eric Lewis"],Brooklyn Nets,104,109
13,28,31,9.7,51,89,21,16,5,14.7,11,16.2,44,Nov 29 2017,Detroit Pistons,7,22,21,6.6,39,84,28,22,8,17.0,11,16.5,37,["Derrick Jones"|"Brandon Knight"|"Alec Peters"|"Davon Reed"|"Alan Williams"|"Dwight Buycks"|"Jon Leuer"|"Luis Montero"],["Ron Garretson"|"Ben Taylor"|"Scott Twardoski"],Phoenix Suns,131,107
18,40,26,0.0,42,86,21,16,10,25.0,9,13.6,49,Nov 29 2017,Houston Rockets,7,28,18,15.2,42,88,6,6,6,13.3,9,13.4,36,["Ike Anigbogu"|"Alex Poythress"|"Glenn Robinson"|"Edmond Sumner"|"Demetrius Jackson"|"Chinanu Onuaku"|"Troy Williams"],["Pat Fraher"|"Courtney Kirkland"|"Michael Smith"],Indiana Pacers,118,97
9,24,30,7.8,47,95,25,20,7,15.9,12,13.8,34,Nov 29 2017,Los Angeles Lakers,12,30,30,5.6,47,94,28,21,12,30.8,10,17.1,49,["Chris Boucher"|"Quinn Cook"|"Damian Jones"|"David West"|"Vander Blue"|"Alex Caruso"|"Luol Deng"|"Kyle Kuzma"],["Kevin Cutler"|"Ed Malloy"|"Josh Tiven"],Golden State Warriors,123,127
14,35,27,3.4,39,84,11,10,8,19.0,8,15.3,28,Nov 29 2017,New Orleans Pelicans,9,23,30,2.0,47,81,19,17,10,33.3,10,16.0,44,["Anthony Brown"|"Justin Patton"|"Alexis Ajinca"|"Charles Cooke"|"Solomon Hill"|"Frank Jackson"|"Jalen Jones"],["Brent Barnaky"|"Ken Mauer"|"Scott Wall"],Minnesota Timberwolves,102,120
5,13,26,10.9,44,73,26,22,8,26.7,10,19.1,52,Nov 29 2017,New York Knicks,10,38,21,6.7,32,84,20,12,9,17.0,13,13.9,31,["A.J. Hammons"|"Rodney McGruder"|"Okaro White"|"Matt Williams"|"Isaiah Hicks"|"Luke Kornet"|"Joakim Noah"|"Frank Ntilikina"],["Jacyn Goble"|"David Guthrie"|"Rodney Mott"],Miami Heat,115,86
13,30,28,10.9,45,76,26,18,2,6.9,9,12.9,37,Nov 29 2017,Orlando Magic,12,32,17,10.9,38,96,30,20,21,37.5,8,10.6,48,["PJ Dozier"|"Daniel Hamilton"|"Kyle Singler"|"Jamel Artis"|"Khem Birch"|"Jonathan Isaac"|"Wesley Iwundu"|"Adreian Payne"],["Tyler Ford"|"Gediminas Petraitis"|"Sean Wright"],Oklahoma City Thunder,121,108
3,18,23,11.9,37,81,64,41,21,42.9,6,13.5,64,Nov 29 2017,Philadelphia 76ers,9,22,22,6.3,36,89,37,32,7,14.0,8,9.5,35,["Sheldon Mac"|"Devin Robinson"|"John Wall"|"Michael Young"|"Justin Anderson"|"Markelle Fultz"|"Jahlil Okafor"|"Jacob Pullen"],["Matt Boland"|"Mitchell Ervin"|"Bill Spooner"],Washington Wizards,118,113
8,20,22,9.1,38,75,24,20,5,16.1,9,8.6,32,Nov 29 2017,San Antonio Spurs,11,22,21,1.8,35,77,16,14,11,28.9,4,16.8,37,["Mario Chalmers"|"Mike Conley"|"Ivan Rabb"|"Wayne Selden"|"Brandan Wright"|"Matt Costello"|"Darrun Hilliard"|"Kawhi Leonard"|"Derrick White"],["James Capers"|"Derrick Collins"|"C.J. Washington"],Memphis Grizzlies,104,95
14,32,24,3.3,52,98,11,8,11,27.5,6,8.0,39,Nov 29 2017,Toronto Raptors,9,19,26,3.0,37,79,35,30,7,20.0,6,11.3,36,["Mangok Mathiang"|"Marcus Paige"|"Kemba Walker"|"Bruno Caboclo"|"Malcolm Miller"|"Delon Wright"],["Eric Dalen"|"Marc Davis"|"Aaron Smith"],Charlotte Hornets,126,113
12,31,24,10.0,41,79,24,20,8,22.2,9,16.0,29,Nov 30 2017,Atlanta Hawks,18,39,30,10.4,41,79,27,21,12,36.4,9,17.3,40,["London Perrantes"|"Derrick Rose"|"Iman Shumpert"|"Isaiah Thomas"|"Tristan Thompson"|"Nicolas Brussino"|"Dewayne Dedmon"|"Tyler Dorsey"|"Mike Muscala"],["Ray Acosta"|"Tony Brown"|"Nick Buchert"],Cleveland Cavaliers,114,121
12,29,25,13.5,40,79,20,16,7,18.9,7,15.4,40,Nov 30 2017,Boston Celtics,16,32,24,2.0,35,84,18,11,15,31.3,11,17.1,45,["Joel Embiid"|"Markelle Fultz"|"T.J. McConnell"|"Jahlil Okafor"|"Kadeem Allen"|"Jabari Bird"|"Gordon Hayward"],["Mark Ayotte"|"Ron Garretson"|"Derrick Stafford"],Philadelphia 76ers,108,97
12,31,22,6.9,38,83,31,23,11,24.4,7,11.0,44,Nov 30 2017,Denver Nuggets,9,24,25,7.7,44,82,21,13,6,15.4,4,10.8,40,["Ryan Arcidiacono"|"Zach LaVine"|"Nikola Mirotic"|"Cameron Payne"|"Wilson Chandler"|"Tyler Lydon"|"Paul Millsap"|"Monte Morris"],["Justin Van Duyne"|"Tom Washington"|"James Williams"],Chicago Bulls,111,110
10,29,23,12.0,38,70,30,21,10,30.3,8,18.6,36,Nov 30 2017,Los Angeles Clippers,17,35,38,4.9,49,85,14,11,10,27.8,13,12.5,33,["Dante Exum"|"Rudy Gobert"|"Eric Griffin"|"Rodney Hood"|"Joe Johnson"|"Raul Neto"|"Patrick Beverley"|"Blake Griffin"|"Milos Teodosic"],["Ed Malloy"|"J.T. Orr"|"Josh Tiven"],Utah Jazz,107,126
6,23,17,4.5,35,83,17,15,10,25.0,5,17.4,50,Nov 30 2017,Portland Trail Blazers,6,20,19,8.3,42,87,15,13,5,11.1,11,8.8,35,["Sterling Brown"|"Matthew Dellavedova"|"Jabari Parker"|"Mirza Teletovic"|"Wade Baldwin"|"Caleb Swanigan"|"C.J. Wilcox"],["Bennie Adams"|"Mike Callahan"|"Leon Wood"],Milwaukee Bucks,91,103
13,36,30,3.0,42,90,13,9,8,18.6,8,7.7,38,Dec 1 2017,Chicago Bulls,6,18,29,18.5,45,85,14,11,8,21.1,5,11.6,43,["Harry Giles"|"Justin Jackson"|"Georgios Papagiannis"|"Malachi Richardson"|"Ryan Arcidiacono"|"Zach LaVine"|"Nikola Mirotic"|"Cameron Payne"],["Brent Barnaky"|"Kevin Scott"|"Bill Spooner"],Sacramento Kings,106,107
5,15,19,14.0,30,74,18,14,8,18.2,8,16.3,38,Dec 1 2017,Memphis Grizzlies,11,27,20,8.5,31,70,32,22,7,18.9,8,13.4,43,["Matt Costello"|"Darrun Hilliard"|"Kawhi Leonard"|"Derrick White"|"Mike Conley"|"Ivan Rabb"|"Wayne Selden"|"Kobi Simmons"],["Pat Fraher"|"Scott Wall"|"Sean Wright"],San Antonio Spurs,79,95
14,35,25,6.8,39,80,21,13,9,23.1,8,19.0,39,Dec 1 2017,Miami Heat,5,20,21,11.1,38,79,21,19,10,25.0,9,20.0,40,["Mangok Mathiang"|"Marcus Paige"|"Kemba Walker"|"A.J. Hammons"|"Rodney McGruder"|"Derrick Walton"|"Okaro White"|"Matt Williams"],["Ken Mauer"|"Leroy Richardson"|"Michael Smith"],Charlotte Hornets,105,100
8,26,28,13.5,41,79,22,21,13,39.4,7,16.9,42,Dec 1 2017,Oklahoma City Thunder,12,24,26,9.4,39,76,21,17,6,17.1,7,15.8,26,["Anthony Brown"|"Justin Patton"|"PJ Dozier"|"Daniel Hamilton"|"Kyle Singler"],["John Goble"|"Courtney Kirkland"|"Brett Nansel"],Minnesota Timberwolves,111,107
11,28,23,6.3,44,96,18,13,13,27.1,9,11.9,35,Dec 1 2017,Orlando Magic,12,24,46,16.2,55,88,11,11,7,24.1,9,17.0,42,["Chris Boucher"|"Quinn Cook"|"Andre Iguodala"|"Damian Jones"|"Jamel Artis"|"Jonathan Isaac"|"Adreian Payne"|"Terrence Ross"],["Curtis Blair"|"Scott Foster"|"Eric Lewis"],Golden State Warriors,112,133
10,32,29,10.5,48,97,21,14,12,27.9,6,10.1,47,Dec 1 2017,Toronto Raptors,8,26,21,7.7,45,102,22,17,15,30.0,7,8.2,46,["Ike Anigbogu"|"Alex Poythress"|"Glenn Robinson"|"Edmond Sumner"|"Bruno Caboclo"|"Malcolm Miller"|"Lucas Nogueira"|"Delon Wright"],["Matt Boland"|"Tony Brothers"|"Gediminas Petraitis"],Indiana Pacers,120,115
12,30,25,5.3,42,85,25,18,8,18.2,7,6.8,46,Dec 1 2017,Utah Jazz,15,30,28,12.7,42,87,15,9,6,13.6,4,9.7,42,["Alexis Ajinca"|"Charles Cooke"|"Solomon Hill"|"Frank Jackson"|"Jalen Jones"|"Dante Exum"|"Rudy Gobert"|"Eric Griffin"|"Rodney Hood"|"Joe Johnson"|"Raul Neto"],["Marat Kogut"|"Monty McCutchen"|"Derek Richardson"],New Orleans Pelicans,114,108
7,21,28,12.2,43,89,19,16,16,36.4,12,10.2,49,Dec 1 2017,Washington Wizards,9,30,20,7.4,35,79,19,12,4,10.8,7,14.7,32,["Dwight Buycks"|"Jon Leuer"|"Luis Montero"|"Sheldon Mac"|"Devin Robinson"|"John Wall"|"Michael Young"],["Mark Ayotte"|"Mark Lindsay"|"Rodney Mott"],Detroit Pistons,109,91
