Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Feb 26 2019,Denver Nuggets,,10:30p,Oklahoma City Thunder,
Feb 26 2019,New York Knicks,,7:30p,Orlando Magic,
Feb 26 2019,Toronto Raptors,,8:00p,Boston Celtics,
