Away_3P,Away_3PA,Away_AST,Away_BLK_PCT,Away_FG,Away_FGA,Away_FTA,Away_FTM,Away_ORB,Away_ORB_PCT,Away_STL,Away_TOV_PCT,Away_TRB,Date,Home,Home_3P,Home_3PA,Home_AST,Home_BLK_PCT,Home_FG,Home_FGA,Home_FTA,Home_FTM,Home_ORB,Home_ORB_PCT,Home_STL,Home_TOV_PCT,Home_TRB,Injuries,Referees,Visitor,awayPts,homePts
13,31,20,6.9,37,84,26,19,11,24.4,6,12.8,38,Jan 9 2018,Oklahoma City Thunder,10,23,19,3.8,43,81,26,21,8,22.9,10,14.0,42,["Wade Baldwin"|"Damian Lillard"|"Caleb Swanigan"|"C.J. Wilcox"|"PJ Dozier"|"Daniel Hamilton"|"Andre Roberson"],["Karl Lane"|"Ed Malloy"|"Justin Van Duyne"],Portland Trail Blazers,106,117
7,21,15,16.0,35,90,15,12,7,13.7,7,4.9,37,Jan 9 2018,Toronto Raptors,4,22,18,20.3,39,97,10,8,20,40.0,2,11.4,64,["A.J. Hammons"|"Rodney McGruder"|"Dion Waiters"|"Okaro White"|"Bruno Caboclo"|"Kyle Lowry"|"Malcolm Miller"],["Matt Boland"|"Tony Brown"|"Scott Twardoski"],Miami Heat,89,90
12,37,19,2.8,27,74,15,14,2,4.4,11,17.4,35,Jan 10 2018,Brooklyn Nets,10,21,24,10.8,48,93,12,8,11,25.0,10,11.7,54,["Reggie Jackson"|"Jon Leuer"|"Luis Montero"|"DeMarre Carroll"|"Jeremy Lin"|"D'Angelo Russell"|"Isaiah Whitehead"|"Jacob Wiley"],["Derrick Collins"|"Jason Goldenberg"|"Bill Spooner"],Detroit Pistons,80,114
10,26,16,10.6,43,84,30,15,4,10.0,6,10.2,43,Jan 10 2018,Charlotte Hornets,15,36,23,12.1,39,83,28,22,3,7.1,7,7.7,39,["Seth Curry"|"Dorian Finney-Smith"|"Johnathan Motley"|"Nerlens Noel"|"Dwayne Bacon"|"Mangok Mathiang"|"Marcus Paige"],["Bennie Adams"|"Curtis Blair"|"Brian Forte"],Dallas Mavericks,111,115
9,37,27,11.3,38,95,20,12,14,26.9,13,10.4,40,Jan 10 2018,Denver Nuggets,12,27,25,6.9,40,80,18,18,6,18.8,6,15.4,44,["Luke Babbitt"|"DeAndre' Bembry"|"Josh Magette"|"Juan Hernangomez"|"Tyler Lydon"|"Paul Millsap"|"Monte Morris"],["Mark Lindsay"|"Kevin Scott"|"Aaron Smith"],Atlanta Hawks,97,110
8,23,26,8.6,38,79,26,22,4,10.3,9,15.0,33,Jan 10 2018,Golden State Warriors,11,24,24,5.4,46,94,28,22,11,27.5,9,11.6,46,["Patrick Beverley"|"Danilo Gallinari"|"Austin Rivers"|"Chris Boucher"|"Quinn Cook"|"Stephen Curry"|"Damian Jones"|"Klay Thompson"],["Ken Mauer"|"Ben Taylor"|"Josh Tiven"],Los Angeles Clippers,106,125
12,38,25,8.8,45,100,25,19,17,33.3,7,10.5,49,Jan 10 2018,Houston Rockets,9,26,21,9.7,40,83,32,23,6,15.8,5,11.0,40,["Wade Baldwin"|"Caleb Swanigan"|"C.J. Wilcox"|"James Harden"|"Nene Hilario"|"Demetrius Jackson"|"Zhou Qi"|"Troy Williams"],["Scott Foster"|"Courtney Kirkland"|"Dedric Taylor"],Portland Trail Blazers,121,112
1,18,13,5.9,43,87,29,19,12,27.9,7,12.3,45,Jan 10 2018,Indiana Pacers,13,30,25,8.7,43,81,21,15,6,15.4,6,14.3,37,["A.J. Hammons"|"Rodney McGruder"|"Dion Waiters"|"Okaro White"|"Ike Anigbogu"|"Glenn Robinson"|"Edmond Sumner"|"Myles Turner"],["Mitchell Ervin"|"Gediminas Petraitis"|"Derrick Stafford"],Miami Heat,106,114
5,19,21,11.9,37,88,32,26,14,31.1,7,8.1,50,Jan 10 2018,Memphis Grizzlies,11,35,20,10.1,34,77,34,23,9,20.0,5,11.5,40,["Alexis Ajinca"|"Tony Allen"|"Charles Cooke"|"Solomon Hill"|"Frank Jackson"|"Mike Conley"|"Vince Hunter"|"Chandler Parsons"|"Kobi Simmons"],["Marc Davis"|"Brett Nansel"|"Michael Smith"],New Orleans Pelicans,105,102
4,19,20,14.8,45,82,25,16,11,29.7,4,13.1,47,Jan 10 2018,Milwaukee Bucks,8,29,26,6.3,39,90,18,17,8,18.2,6,7.6,34,["Jamel Artis"|"Khem Birch"|"Jonathan Isaac"|"Adreian Payne"|"Terrence Ross"|"Nikola Vucevic"|"Xavier Munford"|"Jabari Parker"|"Mirza Teletovic"],["Mike Callahan"|"Tre Maddox"|"Scott Wall"],Orlando Magic,110,103
7,20,22,9.1,39,80,27,19,11,26.2,11,13.2,45,Jan 10 2018,Minnesota Timberwolves,6,25,13,3.3,32,80,24,18,10,22.7,9,16.6,41,["PJ Dozier"|"Daniel Hamilton"|"Andre Roberson"|"Anthony Brown"|"Justin Patton"],["Mark Ayotte"|"Marat Kogut"|"Sean Wright"],Oklahoma City Thunder,104,88
10,22,24,13.8,48,96,21,13,11,22.4,5,14.6,51,Jan 10 2018,New York Knicks,15,33,21,6.8,45,98,20,17,10,20.0,10,13.0,48,["Ryan Arcidiacono"|"Antonio Blakeney"|"Zach LaVine"|"Cameron Payne"|"Damyean Dotson"|"Tim Hardaway"|"Isaiah Hicks"|"Luke Kornet"],["Matt Boland"|"Scott Twardoski"|"James Williams"],Chicago Bulls,119,122
10,25,25,1.7,41,78,17,12,9,24.3,8,21.2,45,Jan 10 2018,Washington Wizards,11,33,23,5.7,43,92,13,10,11,23.4,15,10.9,39,["Dante Exum"|"Rudy Gobert"|"Erik McCree"|"Raul Neto"|"Sheldon Mac"|"Chris McCullough"],["Brent Barnaky"|"Tony Brothers"|"Lauren Holtkamp"],Utah Jazz,104,107
13,38,22,7.1,36,87,14,8,12,24.0,15,13.9,47,Jan 11 2018,Los Angeles Lakers,8,20,21,10.2,31,76,15,11,7,16.7,6,19.5,45,["Rudy Gay"|"Danny Green"|"Darrun Hilliard"|"Kawhi Leonard"|"Vander Blue"|"Thomas Bryant"|"Alex Caruso"|"Luol Deng"],["Mark Lindsay"|"Aaron Smith"|"Tom Washington"],San Antonio Spurs,93,81
11,28,20,7.4,38,82,18,16,3,7.9,12,17.4,37,Jan 11 2018,Philadelphia 76ers,13,35,24,3.7,43,89,19,15,11,24.4,11,15.6,46,["Kadeem Allen"|"Jabari Bird"|"Gordon Hayward"|"Markelle Fultz"|"Furkan Korkmaz"|"James Michael McAdoo"|"James Young"],["David Guthrie"|"Rodney Mott"|"Leon Wood"],Boston Celtics,103,114
8,26,23,5.7,42,85,28,23,10,24.4,9,13.4,44,Jan 11 2018,Sacramento Kings,13,31,28,8.5,43,84,30,22,8,19.0,9,14.9,39,["Patrick Beverley"|"Danilo Gallinari"|"Brice Johnson"|"Austin Rivers"|"Jack Cooley"|"Harry Giles"|"Frank Mason"|"Georgios Papagiannis"|"Malachi Richardson"|"JaKarr Sampson"],["Bill Kennedy"|"Derek Richardson"|"Kevin Scott"],Los Angeles Clippers,115,121
18,42,31,11.1,53,106,13,9,18,40.9,3,7.5,63,Jan 11 2018,Toronto Raptors,6,26,18,6.3,34,89,30,25,9,16.7,3,8.1,35,["John Holland"|"London Perrantes"|"Derrick Rose"|"Iman Shumpert"|"Ante Zizic"|"Bruno Caboclo"|"Kyle Lowry"|"Alfonzo McKinnie"],["Curtis Blair"|"James Capers"|"Derrick Collins"],Cleveland Cavaliers,133,99
11,28,21,5.7,37,80,26,20,8,21.1,6,16.4,46,Jan 12 2018,Atlanta Hawks,13,34,29,1.9,40,87,26,17,13,25.5,8,12.5,43,["Jeremy Lin"|"D'Angelo Russell"|"Isaiah Whitehead"|"Jacob Wiley"|"Marco Belinelli"|"DeAndre' Bembry"|"Josh Magette"],["Tony Brown"|"Leroy Richardson"|"Michael Smith"],Brooklyn Nets,105,110
9,27,17,4.8,32,78,34,26,8,17.8,8,11.4,46,Jan 12 2018,Charlotte Hornets,12,35,19,15.7,28,77,23,20,8,17.4,5,13.8,45,["Dante Exum"|"Rudy Gobert"|"Erik McCree"|"Raul Neto"|"Dwayne Bacon"|"Mangok Mathiang"|"Marcus Paige"|"Cody Zeller"],["Nick Buchert"|"Jason Goldenberg"|"Bill Spooner"],Utah Jazz,99,88
7,22,15,5.7,27,70,32,26,12,30.0,8,14.3,47,Jan 12 2018,Denver Nuggets,7,24,17,10.4,30,77,14,11,8,18.6,8,14.4,36,["Mike Conley"|"Vince Hunter"|"Chandler Parsons"|"Kobi Simmons"|"Gary Harris"|"Tyler Lydon"|"Paul Millsap"|"Monte Morris"],["Mark Ayotte"|"Kane Fitzgerald"|"Justin Van Duyne"],Memphis Grizzlies,87,78
10,21,16,7.8,39,85,12,9,6,14.0,5,13.4,44,Jan 12 2018,Indiana Pacers,7,34,19,7.8,37,85,19,14,9,19.1,12,10.5,46,["John Holland"|"London Perrantes"|"Derrick Rose"|"Iman Shumpert"|"Ante Zizic"|"Ben Moore"|"Glenn Robinson"|"Edmond Sumner"|"Myles Turner"],["Bennie Adams"|"Jacyn Goble"|"Jason Phillips"],Cleveland Cavaliers,97,95
11,28,21,9.4,36,85,12,11,8,19.5,9,11.7,33,Jan 12 2018,Milwaukee Bucks,5,15,28,5.3,44,79,18,15,10,28.6,7,11.2,43,["Chris Boucher"|"Omri Casspi"|"Stephen Curry"|"Damian Jones"|"Xavier Munford"|"Jabari Parker"|"Mirza Teletovic"],["Kevin Cutler"|"Lauren Holtkamp"|"Ed Malloy"],Golden State Warriors,94,108
10,27,33,6.8,49,95,16,10,16,37.2,12,10.5,43,Jan 12 2018,Minnesota Timberwolves,12,24,25,8.8,45,83,9,6,9,25.0,6,15.5,36,["Damyean Dotson"|"Isaiah Hicks"|"Luke Kornet"|"Ramon Sessions"|"Anthony Brown"|"Justin Patton"],["Mike Callahan"|"Tre Maddox"|"Jonathan Sterling"],New York Knicks,118,108
7,19,26,10.2,45,82,23,22,9,26.5,7,16.3,43,Jan 12 2018,New Orleans Pelicans,12,42,24,9.5,45,101,14,11,14,29.2,13,9.3,39,["Wade Baldwin"|"Caleb Swanigan"|"Evan Turner"|"C.J. Wilcox"|"Alexis Ajinca"|"Tony Allen"|"Charles Cooke"|"Solomon Hill"|"Frank Jackson"],["Sean Corbin"|"Mitchell Ervin"|"Derrick Stafford"],Portland Trail Blazers,119,113
