Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Mar 25 2019,Memphis Grizzlies,,8:00p,Oklahoma City Thunder,
Mar 25 2019,Orlando Magic,,7:00p,Philadelphia 76ers,
Mar 25 2019,Portland Trail Blazers,,10:00p,Brooklyn Nets,
Mar 25 2019,Utah Jazz,,9:00p,Phoenix Suns,
