Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Feb 24 2019,Denver Nuggets,,5:00p,Los Angeles Clippers,
Feb 24 2019,New York Knicks,,7:30p,San Antonio Spurs,
Feb 24 2019,Toronto Raptors,,3:30p,Orlando Magic,
