Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Mar 2 2019,Cleveland Cavaliers,,5:00p,Detroit Pistons,
Mar 2 2019,Dallas Mavericks,,8:30p,Memphis Grizzlies,
Mar 2 2019,Denver Nuggets,,9:00p,New Orleans Pelicans,
Mar 2 2019,Indiana Pacers,,7:00p,Orlando Magic,
Mar 2 2019,Miami Heat,,7:30p,Brooklyn Nets,
Mar 2 2019,Philadelphia 76ers,,8:30p,Golden State Warriors,
Mar 2 2019,Phoenix Suns,,9:00p,Los Angeles Lakers,
Mar 2 2019,San Antonio Spurs,,8:30p,Oklahoma City Thunder,
Mar 2 2019,Utah Jazz,,9:00p,Milwaukee Bucks,
