Away_3P,Away_3PA,Away_AST,Away_BLK_PCT,Away_FG,Away_FGA,Away_FTA,Away_FTM,Away_ORB,Away_ORB_PCT,Away_STL,Away_TOV_PCT,Away_TRB,Date,Home,Home_3P,Home_3PA,Home_AST,Home_BLK_PCT,Home_FG,Home_FGA,Home_FTA,Home_FTM,Home_ORB,Home_ORB_PCT,Home_STL,Home_TOV_PCT,Home_TRB,Injuries,Referees,Visitor,awayPts,homePts
9,32,19,7.1,45,96,22,19,10,23.3,4,7.8,55,Mar 29 2019,Atlanta Hawks,9,38,20,10.9,38,94,14,13,8,15.1,5,9.1,41,["CJ McCollum"|"Jusuf Nurkic"|"Miles Plumlee"|"Alex Poythress"|"Taurean Waller-Prince"|"Omari Spellman"],["Brent Barnaky"|"Jason Phillips"|"Aaron Smith"],Portland Trail Blazers,98,118
12,27,27,3.4,42,90,23,16,14,28.0,9,10.7,41,Mar 29 2019,Boston Celtics,13,27,27,7.9,44,86,17,13,7,20.6,8,13.0,43,["Alize Johnson"|"Victor Oladipo"|"Davon Reed"|"PJ Dozier"|"R.J. Hunter"|"Greg Monroe"|"Guerschon Yabusele"],["Tony Brown"|"Marc Davis"|"Leroy Richardson"],Indiana Pacers,114,112
15,39,26,3.8,42,88,17,16,8,19.5,7,11.2,37,Mar 29 2019,Los Angeles Lakers,18,38,34,4.1,51,91,12,9,11,27.5,7,11.9,44,["Joe Chealey"|"J.P. Macura"|"Tony Parker"|"Cody Zeller"|"Lonzo Ball"|"Tyson Chandler"|"Josh Hart"|"Brandon Ingram"],["Ron Garretson"|"Michael Smith"|"Tom Washington"],Charlotte Hornets,129,115
18,40,27,4.6,46,98,28,20,8,15.4,11,11.3,45,Mar 29 2019,Minnesota Timberwolves,14,38,25,5.2,45,103,34,27,15,28.8,7,11.9,59,["Marcus Derrickson"|"Jacob Evans"|"Damian Jones"|"Damion Lee"|"Robert Covington"|"Luol Deng"|"Derrick Rose"|"Jeff Teague"],["Mike Callahan"|"Marat Kogut"|"Leon Wood"],Golden State Warriors,131,130
14,33,30,1.6,48,85,6,5,7,22.6,6,12.0,39,Mar 29 2019,Oklahoma City Thunder,8,27,19,9.6,43,88,16,11,11,25.6,5,12.0,35,["Brandon Goodwin"|"Tyler Lydon"|"Michael Porter"|"Thomas Welsh"|"Jawun Evans"|"Donte Grantham"|"Andre Roberson"],["Courtney Kirkland"|"Ed Malloy"|"Justin Van Duyne"],Denver Nuggets,105,115
15,37,32,5.5,48,98,22,13,11,22.9,11,10.0,41,Mar 29 2019,Utah Jazz,14,32,26,11.5,48,87,18,18,8,21.1,6,15.9,45,["Trevor Ariza"|"Dwight Howard"|"Devin Robinson"|"John Wall"|"Tony Bradley"|"Tyler Cavanaugh"|"Dante Exum"|"Naz Mitrou-Long"],["Pat Fraher"|"Karl Lane"|"Scott Twardoski"],Washington Wizards,128,124
