Away_3P,Away_3PA,Away_AST,Away_BLK_PCT,Away_FG,Away_FGA,Away_FTA,Away_FTM,Away_ORB,Away_ORB_PCT,Away_STL,Away_TOV_PCT,Away_TRB,Date,Home,Home_3P,Home_3PA,Home_AST,Home_BLK_PCT,Home_FG,Home_FGA,Home_FTA,Home_FTM,Home_ORB,Home_ORB_PCT,Home_STL,Home_TOV_PCT,Home_TRB,Injuries,Referees,Visitor,awayPts,homePts
16,36,24,7.8,41,92,14,8,13,28.9,3,12.5,48,Mar 25 2018,Toronto Raptors,8,18,17,8.9,44,95,27,21,12,25.5,7,7.0,44,["Patrick Beverley"|"Avery Bradley"|"Danilo Gallinari"|"Tyrone Wallace"|"C.J. Williams"|"Nigel Hayes"|"Alfonzo McKinnie"|"Malcolm Miller"|"Malachi Richardson"],["Matt Boland"|"Sean Corbin"|"Bill Spooner"],Los Angeles Clippers,106,117
6,19,25,10.6,37,87,23,17,14,29.2,10,12.6,46,Mar 25 2018,Washington Wizards,6,22,26,8.8,41,88,15,13,10,23.8,10,12.9,44,["Ron Baker"|"Damyean Dotson"|"Joakim Noah"|"Kyle O'Quinn"|"Kristaps Porzingis"|"Chris McCullough"|"Devin Robinson"|"John Wall"],["Mike Callahan"|"Mark Lindsay"|"Dedric Taylor"],New York Knicks,97,101
11,28,25,5.3,51,93,28,24,11,26.8,5,11.7,43,Mar 26 2018,Charlotte Hornets,9,30,25,1.5,54,105,11,11,11,25.6,6,8.3,41,["Ron Baker"|"Damyean Dotson"|"Joakim Noah"|"Kyle O'Quinn"|"Kristaps Porzingis"|"Michael Carter-Williams"|"Mangok Mathiang"|"Marcus Paige"|"Cody Zeller"],["John Goble"|"Marat Kogut"|"Tre Maddox"],New York Knicks,137,128
13,33,21,3.2,44,100,15,11,10,19.6,4,6.2,50,Mar 26 2018,Detroit Pistons,6,23,29,10.4,40,85,25,20,6,13.0,3,9.4,47,["Alex Caruso"|"Luol Deng"|"Josh Hart"|"Isaiah Thomas"|"Kay Felder"|"Reggie Hearn"|"Jon Leuer"|"Jameer Nelson"],["Nick Buchert"|"James Capers"|"Brett Nansel"],Los Angeles Lakers,112,106
8,24,21,11.3,33,79,24,19,7,20.0,7,13.5,37,Mar 26 2018,Minnesota Timberwolves,15,31,25,7.3,40,84,9,6,7,18.9,8,12.9,35,["Mike Conley"|"Tyreke Evans"|"Myke Henry"|"Ivan Rabb"|"Cole Aldrich"|"Jimmy Butler"|"Derrick Rose"],["Kevin Cutler"|"Bill Kennedy"|"Aaron Smith"],Memphis Grizzlies,93,101
13,29,35,11.5,46,91,25,18,14,33.3,6,14.3,53,Mar 26 2018,Philadelphia 76ers,11,32,27,11.3,36,84,34,21,9,18.8,10,13.2,37,["Kenneth Faried"|"Gary Harris"|"Tyler Lydon"|"Monte Morris"|"Justin Anderson"|"Demetrius Jackson"|"Timothe Luwawu-Cabarrot"],["Scott Foster"|"Rodney Mott"|"J.T. Orr"],Denver Nuggets,123,104
12,35,18,8.6,36,81,19,10,11,24.4,8,14.4,47,Mar 26 2018,Phoenix Suns,14,29,24,6.5,37,87,14,14,10,21.7,10,11.4,44,["Gordon Hayward"|"Kyrie Irving"|"Marcus Smart"|"Daniel Theis"|"Devin Booker"|"Tyson Chandler"|"Brandon Knight"|"T.J. Warren"],["Jason Phillips"|"Ben Taylor"|"Leon Wood"],Boston Celtics,94,102
5,17,21,15.0,35,86,9,6,17,36.2,4,15.1,51,Mar 27 2018,Golden State Warriors,6,21,22,2.9,39,81,12,8,8,19.0,10,10.4,38,["Ike Anigbogu"|"Ben Moore"|"Alex Poythress"|"Edmond Sumner"|"Chris Boucher"|"Omri Casspi"|"Stephen Curry"|"Kevin Durant"|"Draymond Green"|"Klay Thompson"],["Curtis Blair"|"Ron Garretson"|"Ed Malloy"],Indiana Pacers,81,92
18,57,28,11.5,41,93,21,18,9,19.1,15,8.9,46,Mar 27 2018,Houston Rockets,8,37,17,2.8,34,89,17,10,13,26.0,8,15.7,51,["Antonio Blakeney"|"Kris Dunn"|"Zach LaVine"|"Paul Zipser"|"Markel Brown"|"James Harden"|"Luc Mbah a Moute"|"Le'Bryan Nash"],["Tom Washington"|"Haywoode Workman"|"Gary Zielinski"],Chicago Bulls,118,86
15,28,23,6.7,40,86,18,10,8,18.2,8,12.2,41,Mar 27 2018,Los Angeles Clippers,6,23,24,19.0,38,83,23,16,8,19.5,12,14.7,44,["Malcolm Brogdon"|"Matthew Dellavedova"|"Thon Maker"|"Xavier Munford"|"Patrick Beverley"|"Avery Bradley"|"Danilo Gallinari"],["Pat Fraher"|"Ben Taylor"|"Sean Wright"],Milwaukee Bucks,105,98
