Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Mar 10 2019,Atlanta Hawks,,6:00p,New Orleans Pelicans,
Mar 10 2019,Dallas Mavericks,,7:00p,Houston Rockets,
Mar 10 2019,Detroit Pistons,,12:00p,Chicago Bulls,
Mar 10 2019,Golden State Warriors,,8:30p,Phoenix Suns,
Mar 10 2019,Memphis Grizzlies,,6:00p,Orlando Magic,
Mar 10 2019,Miami Heat,,3:30p,Toronto Raptors,
Mar 10 2019,Minnesota Timberwolves,,8:00p,New York Knicks,
Mar 10 2019,Philadelphia 76ers,,3:30p,Indiana Pacers,
Mar 10 2019,San Antonio Spurs,,8:00p,Milwaukee Bucks,
