Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Mar 7 2019,Milwaukee Bucks,,8:00p,Indiana Pacers,
Mar 7 2019,Portland Trail Blazers,,10:30p,Oklahoma City Thunder,
