Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Feb 21 2019,Brooklyn Nets,,7:30p,Portland Trail Blazers,
Feb 21 2019,Cleveland Cavaliers,,7:00p,Phoenix Suns,
Feb 21 2019,Golden State Warriors,,10:30p,Sacramento Kings,
Feb 21 2019,Los Angeles Lakers,,10:30p,Houston Rockets,
Feb 21 2019,Milwaukee Bucks,,8:00p,Boston Celtics,
Feb 21 2019,Philadelphia 76ers,,7:00p,Miami Heat,
