Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Feb 5 2019,Charlotte Hornets,,7:00p,Los Angeles Clippers,
Feb 5 2019,Cleveland Cavaliers,,7:00p,Boston Celtics,
Feb 5 2019,Indiana Pacers,,7:00p,Los Angeles Lakers,
Feb 5 2019,Memphis Grizzlies,,8:00p,Minnesota Timberwolves,
Feb 5 2019,New York Knicks,,7:30p,Detroit Pistons,
Feb 5 2019,Oklahoma City Thunder,,8:00p,Orlando Magic,
Feb 5 2019,Philadelphia 76ers,,8:00p,Toronto Raptors,
Feb 5 2019,Portland Trail Blazers,,10:30p,Miami Heat,
