Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Feb 7 2019,Atlanta Hawks,,7:30p,Toronto Raptors,
Feb 7 2019,Boston Celtics,,8:00p,Los Angeles Lakers,
Feb 7 2019,Indiana Pacers,,7:00p,Los Angeles Clippers,
Feb 7 2019,Oklahoma City Thunder,,8:00p,Memphis Grizzlies,
Feb 7 2019,Orlando Magic,,7:00p,Minnesota Timberwolves,
Feb 7 2019,Portland Trail Blazers,,10:30p,San Antonio Spurs,
