Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Feb 9 2019,Atlanta Hawks,,7:30p,Charlotte Hornets,
Feb 9 2019,Boston Celtics,,8:00p,Los Angeles Clippers,
Feb 9 2019,Chicago Bulls,,8:00p,Washington Wizards,
Feb 9 2019,Houston Rockets,,8:30p,Oklahoma City Thunder,
Feb 9 2019,Indiana Pacers,,7:00p,Cleveland Cavaliers,
Feb 9 2019,Memphis Grizzlies,,8:00p,New Orleans Pelicans,
Feb 9 2019,Milwaukee Bucks,,9:00p,Orlando Magic,
Feb 9 2019,New York Knicks,,7:30p,Toronto Raptors,
Feb 9 2019,Utah Jazz,,5:00p,San Antonio Spurs,
