Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Mar 19 2019,Atlanta Hawks,,7:30p,Houston Rockets,
Mar 19 2019,Charlotte Hornets,,7:00p,Philadelphia 76ers,
Mar 19 2019,Los Angeles Clippers,,10:30p,Indiana Pacers,
Mar 19 2019,Milwaukee Bucks,,8:00p,Los Angeles Lakers,
Mar 19 2019,Minnesota Timberwolves,,8:00p,Golden State Warriors,
Mar 19 2019,Sacramento Kings,,10:00p,Brooklyn Nets,
