Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Mar 21 2019,Atlanta Hawks,,7:30p,Utah Jazz,
Mar 21 2019,Charlotte Hornets,,7:00p,Minnesota Timberwolves,
Mar 21 2019,Golden State Warriors,,10:30p,Indiana Pacers,
Mar 21 2019,Phoenix Suns,,10:00p,Detroit Pistons,
Mar 21 2019,Sacramento Kings,,10:00p,Dallas Mavericks,
Mar 21 2019,Washington Wizards,,7:00p,Denver Nuggets,
