Away_3P,Away_3PA,Away_AST,Away_BLK_PCT,Away_FG,Away_FGA,Away_FTA,Away_FTM,Away_ORB,Away_ORB_PCT,Away_STL,Away_TOV_PCT,Away_TRB,Date,Home,Home_3P,Home_3PA,Home_AST,Home_BLK_PCT,Home_FG,Home_FGA,Home_FTA,Home_FTM,Home_ORB,Home_ORB_PCT,Home_STL,Home_TOV_PCT,Home_TRB,Injuries,Referees,Visitor,awayPts,homePts
8,23,24,14.0,36,79,27,21,5,11.6,7,12.5,45,Jan 21 2019,Washington Wizards,11,34,22,5.4,31,77,18,14,2,4.8,5,16.7,40,["Andre Drummond"|"Henry Ellenson"|"Ish Smith"|"Isaiah Whitehead"|"Dwight Howard"|"Markieff Morris"|"Devin Robinson"|"John Wall"],["Eric Dalen"|"Mitchell Ervin"|"James Williams"],Detroit Pistons,101,87
10,34,21,10.9,38,81,29,20,9,25.0,5,10.5,48,Jan 22 2019,Dallas Mavericks,10,36,19,8.5,33,91,29,22,14,26.4,4,6.3,41,["Angel Delgado"|"Danilo Gallinari"|"Luc Mbah a Moute"|"Milos Teodosic"|"Kostas Antetokounmpo"|"J.J. Barea"|"Daryl Macon"|"Ray Spalding"],["Nick Buchert"|"Justin Van Duyne"|"Sean Wright"],Los Angeles Clippers,106,98
11,23,26,6.8,43,85,33,26,9,22.0,16,9.1,37,Jan 22 2019,Oklahoma City Thunder,10,36,21,4.8,43,95,22,18,20,41.7,7,15.4,52,["Anfernee Simons"|"Gary Trent"|"Deonte Burton"|"Donte Grantham"|"Andre Roberson"],["Rodney Mott"|"Ashley Moyer-Gleich"|"Josh Tiven"],Portland Trail Blazers,123,114
7,34,23,14.8,37,87,18,10,5,10.2,6,12.0,34,Jan 22 2019,Phoenix Suns,15,42,30,1.9,45,103,19,13,20,40.8,7,11.2,64,["Robert Covington"|"Tyus Jones"|"Jeff Teague"|"Deandre Ayton"|"Jawun Evans"|"Richaun Holmes"|"George King"],["Kevin Cutler"|"J.B. DeRosa"|"Eric Lewis"],Minnesota Timberwolves,91,118
16,40,25,7.1,40,91,35,24,12,26.7,7,13.1,46,Jan 22 2019,Toronto Raptors,7,21,29,13.7,41,91,22,16,10,22.7,8,12.2,43,["Wenyen Gabriel"|"Skal Labissiere"|"Zach Randolph"|"Troy Williams"|"OG Anunoby"|"Kawhi Leonard"|"Jonas Valanciunas"],["Kane Fitzgerald"|"Brett Nansel"|"Michael Smith"],Sacramento Kings,120,105
12,25,25,8.8,45,86,23,21,9,23.7,12,12.7,43,Jan 23 2019,Boston Celtics,13,30,20,6.6,38,87,20,14,15,30.6,4,17.3,44,["John Henson"|"Kevin Love"|"Larry Nance"|"David Nwaba"|"J.R. Smith"|"Tristan Thompson"|"Jabari Bird"|"PJ Dozier"|"Al Horford"|"R.J. Hunter"|"Kyrie Irving"],["Matt Boland"|"Ron Garretson"|"Jason Goldenberg"],Cleveland Cavaliers,123,103
10,32,20,3.6,43,90,23,18,12,27.9,7,13.8,45,Jan 23 2019,Brooklyn Nets,11,34,22,19.0,38,89,28,23,11,25.0,7,11.4,42,["Troy Caupain"|"Melvin Frazier"|"Amile Jefferson"|"Timofey Mozgov"|"Allen Crabbe"|"Caris LeVert"|"Dzanan Musa"|"Alan Williams"],["Tony Brown"|"Marc Davis"|"Phenizee Ransom"],Orlando Magic,114,110
8,26,20,12.0,35,79,27,23,7,16.7,7,14.2,37,Jan 23 2019,Chicago Bulls,15,40,31,3.8,45,90,21,16,16,34.8,11,14.6,51,["Jaylen Adams"|"Kent Bazemore"|"Kevin Huerter"|"Miles Plumlee"|"Alex Poythress"|"Rawle Alkins"|"Carmelo Anthony"|"Wendell Carter"|"Brandon Sampson"|"Denzel Valentine"],["Ray Acosta"|"Gediminas Petraitis"|"Josh Tiven"],Atlanta Hawks,101,121
9,26,27,13.2,40,92,25,21,12,25.5,6,5.5,48,Jan 23 2019,Indiana Pacers,12,39,28,7.6,38,92,23,18,10,21.7,2,8.1,45,["OG Anunoby"|"Chris Boucher"|"Malachi Richardson"|"Jonas Valanciunas"|""|"Ike Anigbogu"|"Davon Reed"|"Edmond Sumner"],["Mike Callahan"|"Brian Forte"|"C.J. Washington"],Toronto Raptors,110,106
9,31,25,6.4,38,81,24,22,6,15.8,8,9.8,38,Jan 23 2019,Memphis Grizzlies,12,30,23,4.0,41,77,31,24,5,13.5,8,9.0,37,["Dwayne Bacon"|"Joe Chealey"|"J.P. Macura"|"Cody Zeller"|"Kyle Anderson"|"Dillon Brooks"|"Joakim Noah"|"Chandler Parsons"],["Marat Kogut"|"Ken Mauer"|"Haywoode Workman"],Charlotte Hornets,107,118
8,28,23,4.8,39,83,22,13,12,26.1,3,13.1,40,Jan 23 2019,Miami Heat,7,22,23,5.5,45,85,21,14,7,20.0,5,6.9,41,["Angel Delgado"|"Danilo Gallinari"|"Luc Mbah a Moute"|"Milos Teodosic"|"Goran Dragic"|"Yante Maten"|"Duncan Robinson"],["Derrick Collins"|"Derek Richardson"|"Zach Zarba"],Los Angeles Clippers,99,111
6,22,20,18.0,42,91,9,4,8,16.7,3,11.2,49,Jan 23 2019,New Orleans Pelicans,13,39,24,4.3,36,89,19,13,9,18.0,5,8.5,49,["Andre Drummond"|"Henry Ellenson"|"Kalin Lucas"|"Ish Smith"|"Isaiah Whitehead"|"Trevon Bluiett"|"Anthony Davis"|"Kenrich Williams"],["Courtney Kirkland"|"Aaron Smith"|"Scott Wall"],Detroit Pistons,94,98
11,30,15,15.2,37,81,30,25,10,25.6,5,16.0,48,Jan 23 2019,New York Knicks,11,44,10,19.6,37,90,38,29,15,28.3,15,10.1,44,["Clint Capela"|"Isaiah Hartenstein"|"Danuel House"|"Chris Paul"|"Kadeem Allen"|"Isaiah Hicks"|"Luke Kornet"|"Kristaps Porzingis"],["Brent Barnaky"|"Pat Fraher"|"Natalie Sago"],Houston Rockets,110,114
17,36,35,9.1,47,93,14,11,13,29.5,9,10.0,42,Jan 23 2019,Philadelphia 76ers,13,27,24,10.5,47,82,15,13,5,14.7,8,14.5,36,["Davis Bertans"|"Drew Eubanks"|"Ben Moore"|"Dejounte Murray"|"Jimmy Butler"|"Markelle Fultz"|"Haywood Highsmith"|"Shake Milton"|"Justin Patton"|"Zhaire Smith"],["Curtis Blair"|"Mitchell Ervin"|"Tom Washington"],San Antonio Spurs,122,120
19,46,28,11.5,38,88,27,19,12,24.0,7,11.5,40,Jan 23 2019,Utah Jazz,8,27,20,21.4,42,88,20,16,12,30.0,7,12.6,50,["Brandon Goodwin"|"Michael Porter"|"Isaiah Thomas"|"Jarred Vanderbilt"|"Thomas Welsh"|"Tony Bradley"|"Dante Exum"|"Raul Neto"|"Thabo Sefolosha"],["J.B. DeRosa"|"Tyler Ford"|"Jason Phillips"],Denver Nuggets,114,108
8,28,28,7.2,44,87,14,9,9,21.4,5,16.9,39,Jan 24 2019,Los Angeles Lakers,10,33,24,5.1,44,102,25,22,22,42.3,8,9.6,55,["Robert Covington"|"Tyus Jones"|"C.J. Williams"|"Lonzo Ball"|"Isaac Bonga"|"Alex Caruso"|"LeBron James"|"Johnathan Williams"],["Mark Ayotte"|"Justin Van Duyne"|"Sean Wright"],Minnesota Timberwolves,105,120
14,32,33,3.1,50,101,16,8,14,29.2,8,11.5,57,Jan 24 2019,Oklahoma City Thunder,10,36,34,8.7,49,101,12,8,8,15.7,7,10.1,42,["Trevon Bluiett"|"Anthony Davis"|"Nikola Mirotic"|"Deonte Burton"|"Donte Grantham"|"Andre Roberson"],["Eric Dalen"|"Eric Lewis"|"Tre Maddox"],New Orleans Pelicans,122,116
13,38,19,5.9,36,88,27,21,9,18.8,9,13.8,39,Jan 24 2019,Phoenix Suns,12,26,25,16.0,44,94,20,20,14,31.8,8,13.5,53,["Anfernee Simons"|"Gary Trent"|"Deandre Ayton"|"Jawun Evans"|"Richaun Holmes"|"George King"|"T.J. Warren"],["Matt Myers"|"Kevin Scott"|"James Williams"],Portland Trail Blazers,106,120
15,42,29,2.9,44,95,21,15,9,17.6,7,8.8,36,Jan 24 2019,Washington Wizards,7,20,34,11.3,50,88,21,19,8,22.9,5,13.4,50,["Jacob Evans"|"Jonas Jerebko"|"Damian Jones"|"Dwight Howard"|"Markieff Morris"|"Devin Robinson"|"John Wall"],["James Capers"|"Rodney Mott"|"Leroy Richardson"],Golden State Warriors,118,126
9,33,19,3.6,34,84,47,32,18,40.0,5,15.4,60,Jan 25 2019,Brooklyn Nets,8,31,17,21.6,37,87,26,17,6,12.5,12,7.5,33,["Kadeem Allen"|"Isaiah Hicks"|"Luke Kornet"|"Emmanuel Mudiay"|"Kristaps Porzingis"|"Allen Crabbe"|"Caris LeVert"|"Dzanan Musa"|"Alan Williams"],["Mike Callahan"|"Scott Twardoski"|"C.J. Washington"],New York Knicks,109,99
10,35,20,8.2,40,102,12,11,12,21.1,11,6.9,49,Jan 25 2019,Chicago Bulls,8,21,27,6.0,38,82,29,22,5,11.9,3,14.4,50,["Angel Delgado"|"Danilo Gallinari"|"Luc Mbah a Moute"|"Milos Teodosic"|"Rawle Alkins"|"Carmelo Anthony"|"Wendell Carter"|"Brandon Sampson"|"Denzel Valentine"],["Scott Foster"|"Jason Goldenberg"|"J.T. Orr"],Los Angeles Clippers,101,106
