Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Tue Jan 22 2019,Dallas Mavericks,,8:30p,Los Angeles Clippers,
Tue Jan 22 2019,Oklahoma City Thunder,,8:00p,Portland Trail Blazers,
Tue Jan 22 2019,Phoenix Suns,,9:00p,Minnesota Timberwolves,
Tue Jan 22 2019,Toronto Raptors,,7:00p,Sacramento Kings,
