Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Jan 24 2019,Los Angeles Lakers,,10:30p,Minnesota Timberwolves,
Jan 24 2019,Oklahoma City Thunder,,8:00p,New Orleans Pelicans,
Jan 24 2019,Phoenix Suns,,9:00p,Portland Trail Blazers,
Jan 24 2019,Washington Wizards,,8:00p,Golden State Warriors,
