Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Jan 30 2019,Boston Celtics,,7:30p,Charlotte Hornets,
Jan 30 2019,Miami Heat,,7:30p,Chicago Bulls,
Jan 30 2019,Minnesota Timberwolves,,8:00p,Memphis Grizzlies,
Jan 30 2019,New Orleans Pelicans,,8:00p,Denver Nuggets,
Jan 30 2019,New York Knicks,,7:30p,Dallas Mavericks,
Jan 30 2019,Portland Trail Blazers,,10:30p,Utah Jazz,
Jan 30 2019,Sacramento Kings,,10:00p,Atlanta Hawks,
Jan 30 2019,Washington Wizards,,8:00p,Indiana Pacers,
