Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Feb 3 2019,Boston Celtics,,2:00p,Oklahoma City Thunder,
Feb 3 2019,New York Knicks,,1:00p,Memphis Grizzlies,
Feb 3 2019,Toronto Raptors,,3:00p,Los Angeles Clippers,
