Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Mar 31 2019,Atlanta Hawks,,12:30p,Milwaukee Bucks,
Mar 31 2019,Denver Nuggets,,8:00p,Washington Wizards,
Mar 31 2019,Golden State Warriors,,8:30p,Charlotte Hornets,
Mar 31 2019,Los Angeles Clippers,,10:30p,Memphis Grizzlies,
Mar 31 2019,New Orleans Pelicans,,6:00p,Los Angeles Lakers,
Mar 31 2019,Oklahoma City Thunder,,3:30p,Dallas Mavericks,
Mar 31 2019,San Antonio Spurs,,7:00p,Sacramento Kings,
