Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Feb 22 2019,Atlanta Hawks,,7:30p,Detroit Pistons,
Feb 22 2019,Charlotte Hornets,,7:00p,Washington Wizards,
Feb 22 2019,Dallas Mavericks,,8:30p,Denver Nuggets,
Feb 22 2019,Indiana Pacers,,7:00p,New Orleans Pelicans,
Feb 22 2019,Memphis Grizzlies,,8:00p,Los Angeles Clippers,
Feb 22 2019,New York Knicks,,7:30p,Minnesota Timberwolves,
Feb 22 2019,Oklahoma City Thunder,,9:30p,Utah Jazz,
Feb 22 2019,Orlando Magic,,7:00p,Chicago Bulls,
Feb 22 2019,Toronto Raptors,,7:00p,San Antonio Spurs,
