Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Jan 29 2019,Brooklyn Nets,,7:30p,Chicago Bulls,
Jan 29 2019,Cleveland Cavaliers,,7:00p,Washington Wizards,
Jan 29 2019,Detroit Pistons,,7:00p,Milwaukee Bucks,
Jan 29 2019,Houston Rockets,,8:00p,New Orleans Pelicans,
Jan 29 2019,Los Angeles Lakers,,10:30p,Philadelphia 76ers,
Jan 29 2019,Orlando Magic,,7:00p,Oklahoma City Thunder,
Jan 29 2019,San Antonio Spurs,,8:30p,Phoenix Suns,
