Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Jan 28 2019,Boston Celtics,,7:30p,Brooklyn Nets,
Jan 28 2019,Charlotte Hornets,,7:00p,New York Knicks,
Jan 28 2019,Indiana Pacers,,7:00p,Golden State Warriors,
Jan 28 2019,Los Angeles Clippers,,10:30p,Atlanta Hawks,
Jan 28 2019,Memphis Grizzlies,,8:00p,Denver Nuggets,
