Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Jan 31 2019,Detroit Pistons,,7:00p,Dallas Mavericks,
Jan 31 2019,Golden State Warriors,,10:30p,Philadelphia 76ers,
Jan 31 2019,Los Angeles Clippers,,10:30p,Los Angeles Lakers,
Jan 31 2019,Orlando Magic,,7:00p,Indiana Pacers,
Jan 31 2019,San Antonio Spurs,,8:30p,Brooklyn Nets,
Jan 31 2019,Toronto Raptors,,8:00p,Milwaukee Bucks,
