Away_3P,Away_3PA,Away_AST,Away_BLK_PCT,Away_FG,Away_FGA,Away_FTA,Away_FTM,Away_ORB,Away_ORB_PCT,Away_STL,Away_TOV_PCT,Away_TRB,Date,Home,Home_3P,Home_3PA,Home_AST,Home_BLK_PCT,Home_FG,Home_FGA,Home_FTA,Home_FTM,Home_ORB,Home_ORB_PCT,Home_STL,Home_TOV_PCT,Home_TRB,Injuries,Referees,Visitor,awayPts,homePts
9,25,28,7.7,47,97,15,14,16,34.0,7,9.6,60,Nov 27 2018,Denver Nuggets,5,35,19,11.1,34,87,18,12,8,15.4,5,11.2,39,["Isaac Bonga"|"Alex Caruso"|"Rajon Rondo"|"Johnathan Williams"|"Will Barton"|"Michael Porter"|"Isaiah Thomas"|"Jarred Vanderbilt"|"Thomas Welsh"],["James Capers"|"Tre Maddox"|"Brett Nansel"],Los Angeles Lakers,117,85
7,24,20,10.9,38,80,45,32,7,15.9,5,11.5,48,Nov 27 2018,Detroit Pistons,9,27,16,8.9,36,91,32,27,13,24.1,5,11.0,50,["Isaiah Hicks"|"Luke Kornet"|"Courtney Lee"|"Kristaps Porzingis"|"Lance Thomas"|"Henry Ellenson"|"Keenan Evans"|"Luke Kennard"|"Zach Lofton"],["John Goble"|"Leroy Richardson"|"Scott Wall"],New York Knicks,115,108
10,29,27,13.9,43,85,21,18,11,28.9,9,12.1,35,Nov 27 2018,Memphis Grizzlies,18,33,25,8.9,42,69,28,20,4,14.3,5,15.6,31,["Chris Boucher"|"Jordan Loyd"|"Greg Monroe"|"Norman Powell"|"Dillon Brooks"|"Jevon Carter"|"D.J. Stephens"|"Yuta Watanabe"],["Karl Lane"|"Josh Tiven"|"Scott Twardoski"],Toronto Raptors,114,122
13,38,22,6.1,40,87,30,20,11,23.4,20,16.6,43,Nov 27 2018,Miami Heat,12,31,22,14.3,38,80,32,27,10,23.8,13,20.3,46,["Jaylen Adams"|"Tyler Dorsey"|"Daniel Hamilton"|"Alex Poythress"|"Goran Dragic"|"Tyler Johnson"|"Yante Maten"|"Dion Waiters"],["Tyler Ford"|"Jacyn Goble"|"Tom Washington"],Atlanta Hawks,113,115
10,30,20,9.4,41,92,18,12,12,24.0,8,7.4,45,Nov 27 2018,Phoenix Suns,11,26,25,9.7,38,90,29,22,17,34.0,8,10.5,55,["Alize Johnson"|"Victor Oladipo"|"Davon Reed"|"George King"|"De'Anthony Melton"],["Eric Dalen"|"Ken Mauer"|"James Williams"],Indiana Pacers,104,109
11,30,11,9.3,30,86,28,20,14,25.9,12,16.9,48,Nov 28 2018,Brooklyn Nets,9,28,17,10.7,39,82,21,14,8,19.0,10,17.2,48,["Tony Bradley"|"Alec Burks"|"Tyler Cavanaugh"|"Naz Mitrou-Long"|"Treveon Graham"|"Caris LeVert"|"Theo Pinson"|"Alan Williams"],["Brian Forte"|"Michael Smith"|"Dedric Taylor"],Utah Jazz,91,101
4,20,20,10.2,38,83,37,28,5,11.6,15,12.4,44,Nov 28 2018,Charlotte Hornets,11,44,20,12.7,32,93,22,19,16,29.1,11,15.6,54,["Jaylen Adams"|"Tyler Dorsey"|"Jeremy Lin"|"Alex Poythress"|"Bismack Biyombo"|"Joe Chealey"|"J.P. Macura"],["Tony Brown"|"Mitchell Ervin"|"Jason Phillips"],Atlanta Hawks,108,94
13,45,28,9.8,40,87,23,15,15,35.7,10,14.1,38,Nov 28 2018,Houston Rockets,17,34,27,16.7,46,85,24,19,10,30.3,10,12.8,37,["Kostas Antetokounmpo"|"Daryl Macon"|"Dirk Nowitzki"|"Ray Spalding"|"Carmelo Anthony"|"Vince Edwards"|"Nene Hilario"|"Brandon Knight"|"Zhou Qi"],["Matt Boland"|"Marc Davis"|"Leon Wood"],Dallas Mavericks,108,128
11,21,21,11.1,40,86,32,24,18,40.0,6,17.3,56,Nov 28 2018,Los Angeles Clippers,8,26,20,9.2,39,89,18,13,7,15.6,17,14.2,34,["Isaiah Canaan"|"George King"|"De'Anthony Melton"|"Angel Delgado"|"Luc Mbah a Moute"|"Johnathan Motley"|"Jerome Robinson"],["Brent Barnaky"|"Justin Van Duyne"|"Zach Zarba"],Phoenix Suns,115,99
12,35,29,15.4,43,87,24,18,8,18.2,6,11.0,48,Nov 28 2018,Milwaukee Bucks,11,37,28,5.8,40,89,29,22,9,18.4,9,9.8,45,["Rawle Alkins"|"Kris Dunn"|"Lauri Markkanen"|"Bobby Portis"|"Tyler Ulis"|"Denzel Valentine"|"Matthew Dellavedova"|"Trevon Duval"|"John Henson"|"D.J. Wilson"|"Christian Wood"],["Nick Buchert"|"Jason Goldenberg"|"Sean Wright"],Chicago Bulls,116,113
18,41,33,10.0,50,99,15,10,13,27.7,12,7.0,48,Nov 28 2018,Minnesota Timberwolves,8,27,23,13.8,34,87,13,13,12,25.5,1,16.3,46,["Drew Eubanks"|"Pau Gasol"|"Ben Moore"|"Dejounte Murray"|"Lonnie Walker"|"Keita Bates-Diop"|"Jerryd Bayless"|"Jared Terrell"|"C.J. Williams"],["Marat Kogut"|"Ed Malloy"|"Aaron Smith"],San Antonio Spurs,128,89
11,36,24,8.9,46,95,28,22,17,39.5,10,15.7,64,Nov 28 2018,New Orleans Pelicans,13,39,26,3.4,41,95,16,9,12,20.3,12,13.6,38,["Dwight Howard"|"Jordan McRae"|"Okaro White"|"Trevon Bluiett"|"Frank Jackson"|"Elfrid Payton"],["Tony Brothers"|"Ben Taylor"|"Scott Twardoski"],Washington Wizards,125,104
