Away_3P,Away_3PA,Away_AST,Away_BLK_PCT,Away_FG,Away_FGA,Away_FTA,Away_FTM,Away_ORB,Away_ORB_PCT,Away_STL,Away_TOV_PCT,Away_TRB,Date,Home,Home_3P,Home_3PA,Home_AST,Home_BLK_PCT,Home_FG,Home_FGA,Home_FTA,Home_FTM,Home_ORB,Home_ORB_PCT,Home_STL,Home_TOV_PCT,Home_TRB,Injuries,Referees,Visitor,awayPts,homePts
14,30,28,19.3,48,93,21,18,7,17.5,6,8.9,45,Jan 8 2019,Los Angeles Clippers,12,33,20,7.9,36,90,29,25,10,20.8,5,9.7,43,["Joe Chealey"|"J.P. Macura"|"Cody Zeller"|"Angel Delgado"|"Luc Mbah a Moute"|"Jerome Robinson"|"Milos Teodosic"],["Tony Brothers"|"Kevin Cutler"|"C.J. Washington"],Charlotte Hornets,128,109
8,31,24,13.3,38,83,25,15,9,20.5,9,6.0,38,Jan 8 2019,Miami Heat,9,27,32,3.8,41,87,17,12,15,34.1,2,14.5,50,["Will Barton"|"Gary Harris"|"Michael Porter"|"Isaiah Thomas"|"Jarred Vanderbilt"|"Thomas Welsh"|"Goran Dragic"|"Yante Maten"|"Duncan Robinson"],["Curtis Blair"|"Evan Scott"|"James Williams"],Denver Nuggets,99,103
12,30,22,8.5,43,85,26,19,10,27.0,4,14.2,43,Jan 8 2019,Oklahoma City Thunder,11,31,25,7.3,38,90,40,32,15,31.3,9,8.5,42,["Keita Bates-Diop"|"Robert Covington"|"C.J. Williams"|"Alex Abrines"|"Deonte Burton"|"Donte Grantham"|"Andre Roberson"],["Kane Fitzgerald"|"Phenizee Ransom"|"Ben Taylor"],Minnesota Timberwolves,117,119
17,33,39,3.8,49,88,25,17,13,31.7,10,16.1,49,Jan 8 2019,Philadelphia 76ers,14,32,26,5.5,42,84,21,17,6,14.3,14,14.6,34,["Dwight Howard"|"Jordan McRae"|"Markieff Morris"|"John Wall"|"Markelle Fultz"|"Justin Patton"|"J.J. Redick"|"Zhaire Smith"],["Brent Barnaky"|"Ed Malloy"|"Brett Nansel"],Washington Wizards,132,115
10,25,31,13.7,45,88,19,15,9,22.5,18,16.5,37,Jan 8 2019,Phoenix Suns,15,29,26,7.9,38,80,29,20,12,30.0,11,21.2,43,["Marvin Bagley"|"Wenyen Gabriel"|"Zach Randolph"|"Iman Shumpert"|"Troy Williams"|"Devin Booker"|"Jawun Evans"|"George King"],["Mark Ayotte"|"Eric Dalen"|"Scott Twardoski"],Sacramento Kings,115,111
10,32,26,11.7,37,80,27,20,6,14.0,18,16.4,39,Jan 8 2019,Toronto Raptors,10,27,22,4.2,40,87,16,11,13,28.3,12,21.7,50,["Jaylen Adams"|"Kent Bazemore"|"Miles Plumlee"|"Alex Poythress"|"Taurean Waller-Prince"|"Danny Green"|"Malachi Richardson"|"Jonas Valanciunas"],["John Goble"|"Ashley Moyer-Gleich"|"Gediminas Petraitis"],Atlanta Hawks,104,101
14,32,32,11.1,50,88,24,21,9,25.0,7,11.7,48,Jan 9 2019,Boston Celtics,9,28,26,0.0,39,91,33,21,12,23.5,6,9.4,39,["Ike Anigbogu"|"Davon Reed"|"Myles Turner"|"Aron Baynes"|"Jabari Bird"|"PJ Dozier"],["Tyler Ford"|"John Goble"|"Justin Van Duyne"],Indiana Pacers,135,108
10,30,21,14.1,43,95,26,20,18,34.6,10,14.5,54,Jan 9 2019,Brooklyn Nets,6,35,17,9.2,36,99,25,22,18,33.3,8,14.7,52,["Jaylen Adams"|"Kent Bazemore"|"Miles Plumlee"|"Alex Poythress"|"Taurean Waller-Prince"|"Allen Crabbe"|"Rondae Hollis-Jefferson"|"Caris LeVert"|"Dzanan Musa"|"Theo Pinson"],["Mitchell Ervin"|"Ken Mauer"|"Jonathan Sterling"],Atlanta Hawks,116,100
12,34,21,8.5,30,70,45,32,8,21.1,7,17.5,42,Jan 9 2019,Dallas Mavericks,7,25,22,22.2,36,84,21,15,7,17.1,10,13.9,37,["Devin Booker"|"Jawun Evans"|"George King"|"Kostas Antetokounmpo"|"Daryl Macon"|"Dirk Nowitzki"|"Dennis Smith"|"Ray Spalding"],["Derrick Collins"|"Marc Davis"|"Natalie Sago"],Phoenix Suns,104,94
18,48,19,10.9,32,85,32,27,14,26.4,4,15.4,46,Jan 9 2019,Houston Rockets,8,27,26,13.5,44,91,24,20,10,23.8,11,11.3,49,["Donte DiVincenzo"|"Trevon Duval"|"Jaylen Morris"|"Christian Wood"|"Carmelo Anthony"|"Vince Edwards"|"Eric Gordon"|"Isaiah Hartenstein"|"Chris Paul"],["Ray Acosta"|"Ben Taylor"|"Tom Washington"],Milwaukee Bucks,109,116
8,23,30,14.3,46,82,18,13,9,25.7,5,13.5,47,Jan 9 2019,Los Angeles Lakers,14,44,23,3.4,39,86,14,8,7,15.6,8,8.9,33,["Henry Ellenson"|"Keenan Evans"|"Zach Lofton"|"Ish Smith"|"Isaac Bonga"|"Alex Caruso"|"LeBron James"|"Rajon Rondo"|"Johnathan Williams"],["Mike Callahan"|"Rodney Mott"|"Haywoode Workman"],Detroit Pistons,113,100
8,33,22,14.3,37,90,20,14,9,16.7,6,8.3,52,Jan 9 2019,Memphis Grizzlies,11,27,14,3.5,30,83,23,15,8,15.7,4,12.3,53,["Rudy Gay"|"Chimezie Metu"|"Ben Moore"|"Dejounte Murray"|"Lonnie Walker"|"Dillon Brooks"|"Chandler Parsons"|"Jarnell Stokes"],["Jacyn Goble"|"J.T. Orr"|"Josh Tiven"],San Antonio Spurs,96,86
12,29,33,12.1,46,84,39,36,11,33.3,7,13.7,44,Jan 9 2019,New Orleans Pelicans,14,30,27,5.5,42,88,30,26,9,21.4,7,11.4,31,["John Henson"|"Kevin Love"|"Larry Nance"|"David Nwaba"|"J.R. Smith"|"Trevon Bluiett"|"Cheick Diallo"|"E'Twaun Moore"],["Tony Brown"|"Nate Green"|"James Williams"],Cleveland Cavaliers,140,124
11,26,28,9.9,47,83,21,19,6,18.2,6,14.8,43,Jan 9 2019,Portland Trail Blazers,9,22,22,5.3,43,93,19,17,10,21.3,5,10.6,37,["Rawle Alkins"|"Brandon Sampson"|"Denzel Valentine"|"Wade Baldwin"|"Caleb Swanigan"],["Scott Foster"|"Jason Goldenberg"|"Tre Maddox"],Chicago Bulls,124,112
12,33,24,6.0,41,84,14,12,4,10.5,5,12.6,44,Jan 9 2019,Utah Jazz,13,33,17,7.8,33,83,20,14,7,14.9,6,10.7,41,["Troy Caupain"|"Melvin Frazier"|"Amile Jefferson"|"Timofey Mozgov"|"Grayson Allen"|"Tony Bradley"|"Dante Exum"|"Ricky Rubio"|"Thabo Sefolosha"],["Courtney Kirkland"|"Aaron Smith"|"Scott Wall"],Orlando Magic,106,93
13,27,26,3.4,47,87,21,16,11,27.5,16,15.8,39,Jan 9 2019,Washington Wizards,8,27,23,5.0,37,86,31,24,17,37.8,12,19.4,46,["Markelle Fultz"|"Haywood Highsmith"|"Justin Patton"|"Zhaire Smith"|"Dwight Howard"|"Markieff Morris"|"John Wall"],["Marat Kogut"|"Derek Richardson"|"Zach Zarba"],Philadelphia 76ers,123,106
11,28,29,12.7,50,99,13,10,15,33.3,7,7.9,53,Jan 10 2019,Denver Nuggets,6,24,21,8.5,38,87,26,18,8,17.4,4,10.9,38,["Angel Delgado"|"Luc Mbah a Moute"|"Jerome Robinson"|"Milos Teodosic"|"Will Barton"|"Michael Porter"|"Isaiah Thomas"|"Jarred Vanderbilt"|"Thomas Welsh"],["James Capers"|"Eric Dalen"|"Jason Goldenberg"],Los Angeles Clippers,121,100
18,39,33,7.3,46,96,8,5,10,26.3,7,7.4,51,Jan 10 2019,Miami Heat,12,34,20,14.0,36,89,17,15,9,18.0,5,9.4,37,["Aron Baynes"|"Jabari Bird"|"PJ Dozier"|"R.J. Hunter"|"Goran Dragic"|"Yante Maten"|"Duncan Robinson"],["J.B. DeRosa"|"Karl Lane"|"Ed Malloy"],Boston Celtics,115,99
