Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Sat Jan 26 2019,Boston Celtics,,8:30p,Golden State Warriors,
Sat Jan 26 2019,Denver Nuggets,,9:00p,Philadelphia 76ers,
Sat Jan 26 2019,Memphis Grizzlies,,8:00p,Indiana Pacers,
Sat Jan 26 2019,New Orleans Pelicans,,6:00p,San Antonio Spurs,
Sat Jan 26 2019,Portland Trail Blazers,,10:00p,Atlanta Hawks,
