Away_3P,Away_3PA,Away_AST,Away_BLK_PCT,Away_FG,Away_FGA,Away_FTA,Away_FTM,Away_ORB,Away_ORB_PCT,Away_STL,Away_TOV_PCT,Away_TRB,Date,Home,Home_3P,Home_3PA,Home_AST,Home_BLK_PCT,Home_FG,Home_FGA,Home_FTA,Home_FTM,Home_ORB,Home_ORB_PCT,Home_STL,Home_TOV_PCT,Home_TRB,Injuries,Referees,Visitor,awayPts,homePts
14,41,21,5.3,44,96,26,17,14,28.6,6,13.0,57,Dec 11 2016,Phoenix Suns,16,40,24,7.3,38,97,35,28,14,24.6,12,8.9,49,["Tyreke Evans"|"Quincy Pondexter"|"Derrick Jones"|"T.J. Warren"],["Bennie Adams"|"Brett Nansel"|"Gary Zielinski"],New Orleans Pelicans,119,120
12,26,22,12.1,45,77,12,10,8,25.8,9,9.9,34,Dec 12 2016,Dallas Mavericks,7,25,19,5.9,35,83,18,15,20,43.5,6,15.0,43,["Malik Beasley"|"Gary Harris"|"J.J. Barea"|"Dirk Nowitzki"],["Bill Kennedy"|"Michael Smith"|"Dedric Taylor"],Denver Nuggets,112,92
17,43,23,8.3,42,91,36,21,11,23.9,10,11.6,39,Dec 12 2016,Houston Rockets,7,20,21,8.3,42,80,36,27,6,17.6,9,16.5,41,["Justin Hamilton"|"Chris McCullough"|"Chinanu Onuaku"|"Kyle Wiltjer"],["Steve Anderson"|"James Capers"|"Josh Tiven"],Brooklyn Nets,122,118
17,36,24,19.0,43,88,10,7,5,11.9,4,10.6,42,Dec 12 2016,Indiana Pacers,10,26,16,7.7,28,84,32,28,9,19.6,8,11.7,46,["Aaron Harrison"|"Christian Wood"|"Rakeem Christmas"|"Monta Ellis"],["Curtis Blair"|"Tony Brown"|"Sean Wright"],Charlotte Hornets,110,94
11,23,26,12.1,42,89,28,26,13,31.0,9,10.6,38,Dec 12 2016,Los Angeles Clippers,10,21,25,10.6,44,87,25,22,13,34.2,6,13.3,42,["Festus Ezeli"|"Tim Quarterman"|"Brice Johnson"|"Diamond Stone"],["Nick Buchert"|"Tyler Ford"|"Jason Phillips"],Portland Trail Blazers,121,120
9,26,25,4.9,45,88,19,13,11,28.9,6,10.2,47,Dec 12 2016,Miami Heat,5,23,17,1.6,39,84,22,18,10,21.7,8,13.0,37,["Danuel House"|"Ian Mahinmi"|"Sheldon Mac"|"Chris Bosh"|"Dion Waiters"],["Eric Dalen"|"Mitchell Ervin"|"Tom Washington"],Washington Wizards,112,101
10,23,23,9.8,47,84,21,12,13,37.1,16,18.4,47,Dec 12 2016,Sacramento Kings,10,23,18,4.9,33,84,21,16,17,33.3,12,16.9,39,["Tarik Black"|"Jose Calderon"|"Skal Labissiere"|"Georgios Papagiannis"|"Malachi Richardson"],["Matt Boland"|"Monty McCutchen"|"Aaron Smith"],Los Angeles Lakers,116,92
14,25,26,3.1,42,81,28,24,14,35.9,7,13.0,46,Dec 12 2016,Toronto Raptors,4,24,27,5.4,42,89,17,12,12,27.3,8,10.2,37,["Khris Middleton"|"Steve Novak"|"Jared Sullinger"|"Delon Wright"],["Kane Fitzgerald"|"Courtney Kirkland"|"Kevin Scott"],Milwaukee Bucks,122,100
11,28,29,7.5,45,89,21,19,13,36.1,6,13.2,45,Dec 13 2016,Atlanta Hawks,15,34,36,8.2,51,87,20,14,5,13.5,8,8.6,28,["Nikola Vucevic"|"C.J. Wilcox"|"Mike Scott"|"Tiago Splitter"],["Ken Mauer"|"Josh Tiven"|"Justin Van Duyne"],Orlando Magic,120,131
4,15,20,9.2,38,87,19,14,13,27.7,7,8.6,42,Dec 13 2016,Chicago Bulls,6,21,24,11.1,38,86,22,17,14,32.6,3,12.8,48,["John Lucas III"|"Nikola Pekovic"|"Michael Carter-Williams"|"Rajon Rondo"],["Ed Malloy"|"Ben Taylor"|"James Williams"],Minnesota Timberwolves,94,99
12,31,21,6.3,37,81,23,17,10,23.8,8,15.7,46,Dec 13 2016,Cleveland Cavaliers,4,22,19,12.0,35,86,15,12,11,23.4,10,13.9,43,["Mike Conley"|"Chandler Parsons"|"Brandan Wright"|"Kyrie Irving"|"Mo Williams"],["Marc Davis"|"Kevin Scott"|"Scott Twardoski"],Memphis Grizzlies,103,86
14,35,26,18.0,39,82,21,17,6,14.3,12,15.7,45,Dec 13 2016,New Orleans Pelicans,14,34,30,10.6,42,95,19,15,9,18.8,6,10.4,45,["James Michael McAdoo"|"Zaza Pachulia"|"Tyreke Evans"|"Quincy Pondexter"],["Brent Barnaky"|"Jacyn Goble"|"Zach Zarba"],Golden State Warriors,109,113
9,30,13,9.1,38,93,33,28,16,33.3,9,13.7,61,Dec 13 2016,Phoenix Suns,7,20,23,6.3,38,97,38,28,11,19.6,10,10.3,43,["Maurice Ndour"|"Marshall Plumlee"|"Derrick Jones"|"T.J. Warren"],["Derrick Collins"|"Scott Foster"|"Aaron Smith"],New York Knicks,113,111
8,23,23,15.0,43,80,27,20,8,22.9,11,13.2,37,Dec 13 2016,Portland Trail Blazers,8,27,18,3.5,33,87,28,21,16,35.6,10,17.5,43,["Josh Huestis"|"Cameron Payne"|"Al-Farouq Aminu"|"Festus Ezeli"],["Matt Boland"|"Bill Spooner"|"Leon Wood"],Oklahoma City Thunder,114,95
11,35,19,6.3,33,86,40,30,19,38.0,7,12.6,61,Dec 14 2016,Brooklyn Nets,6,27,11,11.8,35,91,34,21,18,30.0,8,8.6,49,["Tarik Black"|"Jose Calderon"|"Jeremy Lin"|"Chris McCullough"],["Kane Fitzgerald"|"John Goble"|"C.J. Washington"],Los Angeles Lakers,107,97
8,25,19,5.6,32,78,16,13,6,13.0,13,11.5,30,Dec 14 2016,Dallas Mavericks,5,17,18,3.8,36,71,22,18,10,29.4,4,19.1,50,["Reggie Bullock"|"Henry Ellenson"|"Michael Gbinije"|"J.J. Barea"|"Dirk Nowitzki"],["Brent Barnaky"|"Curtis Blair"|"Sean Wright"],Detroit Pistons,85,95
22,42,40,8.3,50,85,16,10,8,22.2,8,14.8,47,Dec 14 2016,Houston Rockets,11,32,27,16.3,39,92,11,9,12,23.5,8,13.4,40,["Rudy Gay"|"Ben McLemore"|"Georgios Papagiannis"|"Chinanu Onuaku"],["Mark Ayotte"|"Sean Corbin"|"Karl Lane"],Sacramento Kings,132,98
