Away_3P,Away_3PA,Away_AST,Away_BLK_PCT,Away_FG,Away_FGA,Away_FTA,Away_FTM,Away_ORB,Away_ORB_PCT,Away_STL,Away_TOV_PCT,Away_TRB,Date,Home,Home_3P,Home_3PA,Home_AST,Home_BLK_PCT,Home_FG,Home_FGA,Home_FTA,Home_FTM,Home_ORB,Home_ORB_PCT,Home_STL,Home_TOV_PCT,Home_TRB,Injuries,Referees,Visitor,awayPts,homePts
7,22,22,7.8,34,87,18,8,8,16.0,13,15.2,41,Nov 2 2016,Los Angeles Clippers,5,20,14,6.2,34,84,20,12,10,23.3,8,18.5,52,["Josh Huestis"|"Cameron Payne"|"Brice Johnson"|"Paul Pierce"],["Tre Maddox"|"Rodney Mott"|"Tom Washington"],Oklahoma City Thunder,83,85
8,27,20,10.6,33,94,20,15,13,25.5,12,14.2,52,Nov 2 2016,Memphis Grizzlies,11,34,17,13.4,30,81,16,12,5,11.4,8,19.3,43,["Tyreke Evans"|"Quincy Pondexter"|"Chandler Parsons"|"Brandan Wright"],["Ron Garretson"|"Karl Lane"|"Josh Tiven"],New Orleans Pelicans,89,83
8,20,18,12.2,37,85,25,17,7,16.7,10,14.3,34,Nov 2 2016,New York Knicks,15,40,25,12.3,42,89,27,19,19,41.3,12,15.8,54,["Patrick Beverley"|"Chinanu Onuaku"|"Willy Hernangomez"|"Marshall Plumlee"],["Tony Brothers"|"Nick Buchert"|"Aaron Smith"],Houston Rockets,99,118
5,16,15,7.4,44,103,30,25,14,24.6,10,9.4,59,Nov 2 2016,Phoenix Suns,12,33,25,9.2,42,101,21,19,10,18.2,8,11.3,53,["Festus Ezeli"|"Tim Quarterman"|"John Jenkins"|"Derrick Jones"],["Brent Barnaky"|"Marc Davis"|"Scott Twardoski"],Portland Trail Blazers,118,115
12,25,18,5.9,35,77,26,15,7,18.9,6,11.9,41,Nov 2 2016,Utah Jazz,7,26,18,7.7,33,77,10,8,6,15.0,4,12.8,36,["A.J. Hammons"|"Devin Harris"|"Alec Burks"|"Gordon Hayward"],["Bennie Adams"|"Eric Dalen"|"Zach Zarba"],Dallas Mavericks,97,81
3,10,21,9.6,42,72,24,16,6,18.2,8,19.5,36,Nov 2 2016,Washington Wizards,10,25,21,3.2,43,77,25,17,4,11.8,16,12.9,31,["Jared Sullinger"|"Delon Wright"|"Danuel House"|"Ian Mahinmi"],["Matt Boland"|"Lauren Holtkamp"|"Derrick Stafford"],Toronto Raptors,103,113
14,34,24,9.4,41,84,37,32,7,19.4,6,7.4,42,Nov 3 2016,Cleveland Cavaliers,11,32,25,12.0,46,96,22,19,10,22.2,4,7.0,39,["Jae Crowder"|"Al Horford"|"Kelly Olynyk"|"Kay Felder"|"Mo Williams"],["Curtis Blair"|"Matt Boland"|"Ed Malloy"],Boston Celtics,128,122
14,30,27,23.3,46,89,20,16,15,34.9,9,13.3,46,Nov 3 2016,Golden State Warriors,10,27,20,10.2,35,87,28,16,13,29.5,8,13.9,41,["Josh Huestis"|"Cameron Payne"|"Damian Jones"|"Patrick McCaw"],["Brent Barnaky"|"Marc Davis"|"Brian Forte"],Oklahoma City Thunder,122,96
12,27,32,10.3,47,82,24,19,12,35.3,10,18.5,41,Nov 3 2016,Milwaukee Bucks,10,23,29,7.3,38,81,27,21,10,25.6,14,18.4,32,["Rakeem Christmas"|"Rodney Stuckey"|"Khris Middleton"|"Steve Novak"],["Kevin Cutler"|"Kane Fitzgerald"|"Bill Spooner"],Indiana Pacers,125,107
9,22,20,6.8,35,88,25,20,14,27.5,8,13.9,43,Nov 3 2016,Minnesota Timberwolves,6,22,24,3.0,39,81,25,18,7,19.4,10,17.9,44,["Will Barton"|"Gary Harris"|"Nikola Pekovic"|"Ricky Rubio"],["Mike Callahan"|"Mark Lindsay"|"Brett Nansel"],Denver Nuggets,99,102
10,30,24,6.5,38,84,23,16,13,31.7,5,12.9,44,Nov 3 2016,Orlando Magic,7,18,17,1.9,38,80,17,11,11,26.2,8,13.8,39,["Darren Collison"|"Georgios Papagiannis"|"Malachi Richardson"|"Jodie Meeks"|"Stephen Zimmerman"],["James Capers"|"Tyler Ford"|"Courtney Kirkland"],Sacramento Kings,102,94
9,36,20,7.1,35,87,21,16,7,14.3,12,13.5,46,Nov 4 2016,Brooklyn Nets,10,30,24,5.9,36,86,24,17,7,15.2,7,14.2,49,["Roy Hibbert"|"Jeremy Lamb"|"Caris LeVert"|"Jeremy Lin"|"Greivis Vasquez"],["Tony Brown"|"Jason Phillips"|"Scott Wall"],Charlotte Hornets,95,99
8,23,15,5.9,37,84,27,22,15,34.1,4,11.1,42,Nov 4 2016,Chicago Bulls,9,21,32,3.3,46,89,21,16,11,28.9,7,4.8,40,["Marshall Plumlee"|"Lance Thomas"|"Michael Carter-Williams"|"R.J. Hunter"],["Mark Ayotte"|"Dan Crawford"|"Pat Fraher"],New York Knicks,104,117
10,28,18,6.1,34,83,20,17,7,16.7,5,11.6,44,Nov 4 2016,Dallas Mavericks,12,31,21,5.5,36,80,26,21,7,15.9,9,13.3,42,["Festus Ezeli"|"Tim Quarterman"|"Andrew Bogut"|"Devin Harris"],["Derrick Collins"|"Karl Lane"|"Sean Wright"],Portland Trail Blazers,95,105
