Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Mar 28 2019,Detroit Pistons,,7:00p,Orlando Magic,
Mar 28 2019,Houston Rockets,,8:00p,Denver Nuggets,
Mar 28 2019,Miami Heat,,7:30p,Dallas Mavericks,
Mar 28 2019,Milwaukee Bucks,,8:00p,Los Angeles Clippers,
Mar 28 2019,New Orleans Pelicans,,8:00p,Sacramento Kings,
Mar 28 2019,New York Knicks,,7:30p,Toronto Raptors,
Mar 28 2019,Philadelphia 76ers,,7:00p,Brooklyn Nets,
Mar 28 2019,San Antonio Spurs,,8:30p,Cleveland Cavaliers,
