Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Mar 5 2019,Golden State Warriors,,10:30p,Boston Celtics,
Mar 5 2019,Indiana Pacers,,7:00p,Chicago Bulls,
Mar 5 2019,Memphis Grizzlies,,8:00p,Portland Trail Blazers,
Mar 5 2019,Minnesota Timberwolves,,8:00p,Oklahoma City Thunder,
Mar 5 2019,Philadelphia 76ers,,7:00p,Orlando Magic,
Mar 5 2019,Toronto Raptors,,8:00p,Houston Rockets,
