Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Feb 10 2019,Atlanta Hawks,,7:30p,Orlando Magic,
Feb 10 2019,Dallas Mavericks,,3:00p,Portland Trail Blazers,
Feb 10 2019,Golden State Warriors,,8:30p,Miami Heat,
Feb 10 2019,Philadelphia 76ers,,3:30p,Los Angeles Lakers,
Feb 10 2019,Sacramento Kings,,6:00p,Phoenix Suns,
