Away_3P,Away_3PA,Away_AST,Away_BLK_PCT,Away_FG,Away_FGA,Away_FTA,Away_FTM,Away_ORB,Away_ORB_PCT,Away_STL,Away_TOV_PCT,Away_TRB,Date,Home,Home_3P,Home_3PA,Home_AST,Home_BLK_PCT,Home_FG,Home_FGA,Home_FTA,Home_FTM,Home_ORB,Home_ORB_PCT,Home_STL,Home_TOV_PCT,Home_TRB,Injuries,Referees,Visitor,awayPts,homePts
14,35,26,5.1,39,88,16,10,9,18.4,4,12.8,43,Nov 14 2017,Brooklyn Nets,9,27,15,5.7,39,86,27,22,9,20.9,8,12.5,49,["Kadeem Allen"|"Jabari Bird"|"Gordon Hayward"|"Jeremy Lin"|"Yakuba Ouattara"|"D'Angelo Russell"|"Jacob Wiley"],["Kevin Cutler"|"Ken Mauer"|"James Williams"],Boston Celtics,102,109
10,34,18,7.5,33,81,18,15,5,11.4,7,14.4,40,Nov 14 2017,Dallas Mavericks,6,26,18,14.9,35,79,27,21,8,18.6,9,11.7,47,["Matt Costello"|"Darrun Hilliard"|"Kawhi Leonard"|"Tony Parker"|"Derrick White"|"Seth Curry"|"Dorian Finney-Smith"|"Devin Harris"|"Josh McRoberts"|"Johnathan Motley"],["Mike Callahan"|"Kevin Scott"|"Scott Wall"],San Antonio Spurs,91,97
12,39,21,8.3,33,79,41,35,14,31.1,4,16.4,48,Nov 14 2017,Houston Rockets,14,30,28,10.0,41,78,42,33,5,12.8,11,11.1,36,["Lorenzo Brown"|"Bruno Caboclo"|"Malcolm Miller"|"Norman Powell"|"Chinanu Onuaku"|"Briante Weber"|"Troy Williams"],["Bennie Adams"|"Sean Corbin"|"Brett Nansel"],Toronto Raptors,113,129
16,32,40,10.0,50,79,16,10,9,33.3,9,17.3,53,Nov 15 2017,Atlanta Hawks,6,28,18,4.3,31,88,20,12,11,20.0,12,11.0,29,["Vince Carter"|"Jack Cooley"|"Harry Giles"|"JaKarr Sampson"|"DeAndre' Bembry"|"Nicolas Brussino"|"Tyler Dorsey"|"Josh Magette"|"Mike Muscala"|"Miles Plumlee"],["Tony Brothers"|"Derrick Collins"|"Brett Nansel"],Sacramento Kings,126,80
6,26,21,8.8,41,86,28,19,8,18.6,7,11.7,41,Nov 15 2017,Charlotte Hornets,13,38,25,6.7,42,95,20,18,16,32.7,9,11.1,51,["John Holland"|"London Perrantes"|"Derrick Rose"|"Isaiah Thomas"|"Tristan Thompson"|"Treveon Graham"|"Mangok Mathiang"|"Marcus Paige"|"Julyan Stone"],["Eric Dalen"|"Courtney Kirkland"|"Derrick Stafford"],Cleveland Cavaliers,107,115
3,27,18,11.1,42,109,27,22,22,33.3,7,6.9,57,Nov 15 2017,Los Angeles Lakers,7,32,27,18.3,42,86,30,24,8,18.6,7,13.9,52,["Jerryd Bayless"|"Markelle Fultz"|"James Michael McAdoo"|"Jacob Pullen"|"Nik Stauskas"|"Alex Caruso"|"Luol Deng"|"Josh Hart"|"Ivica Zubac"],["Marc Davis"|"Eric Lewis"|"Michael Smith"],Philadelphia 76ers,109,115
8,32,29,16.4,44,86,22,17,11,26.2,5,12.8,43,Nov 15 2017,Memphis Grizzlies,12,24,29,11.1,43,85,20,18,5,13.5,6,11.3,36,["Ike Anigbogu"|"Glenn Robinson"|"Edmond Sumner"|"Mike Conley"|"Vince Hunter"|"Ivan Rabb"|"Kobi Simmons"],["Bill Kennedy"|"Rodney Mott"|"Jonathan Sterling"],Indiana Pacers,113,116
13,30,15,5.1,32,78,19,16,12,29.3,3,16.4,42,Nov 15 2017,Miami Heat,9,19,9,4.2,32,78,31,29,11,26.8,8,11.6,40,["Sheldon Mac"|"Devin Robinson"|"Michael Young"|"A.J. Hammons"|"Rodney McGruder"|"Derrick Walton"|"Matt Williams"],["Scott Foster"|"Leroy Richardson"|"Leon Wood"],Washington Wizards,93,102
8,22,24,33.3,38,78,20,15,11,28.2,10,14.7,43,Nov 15 2017,Milwaukee Bucks,15,37,23,5.4,30,85,23,20,17,34.7,7,14.4,45,["Dwight Buycks"|"Henry Ellenson"|"Luis Montero"|"Sterling Brown"|"Matthew Dellavedova"|"Jabari Parker"|"Mirza Teletovic"],["John Goble"|"Ben Taylor"|"Justin Van Duyne"],Detroit Pistons,99,95
9,18,27,7.3,39,87,16,11,11,25.6,9,6.0,41,Nov 15 2017,Minnesota Timberwolves,7,24,20,5.8,33,79,15,13,13,30.2,4,15.7,45,["Matt Costello"|"Darrun Hilliard"|"Kawhi Leonard"|"Tony Parker"|"Derrick White"|"Anthony Brown"|"Justin Patton"],["Tony Brown"|"Mark Lindsay"|"J.T. Orr"],San Antonio Spurs,98,86
10,27,31,7.1,46,91,14,14,10,24.4,13,12.6,32,Nov 15 2017,New Orleans Pelicans,16,34,27,9.4,45,76,20,19,6,21.4,8,19.8,37,["Lorenzo Brown"|"Bruno Caboclo"|"Malcolm Miller"|"Norman Powell"|"Alexis Ajinca"|"Omer Asik"|"Solomon Hill"|"Frank Jackson"],["Brian Forte"|"Kevin Scott"|"Haywoode Workman"],Toronto Raptors,116,125
9,21,18,11.4,38,81,25,21,12,30.0,4,10.7,45,Nov 15 2017,New York Knicks,17,35,19,16.7,34,79,17,16,9,21.4,5,13.1,37,["Dante Exum"|"Rudy Gobert"|"Eric Griffin"|"Joe Johnson"|"Nate Wolters"|"Ron Baker"|"Isaiah Hicks"|"Luke Kornet"|"Joakim Noah"],["Mark Ayotte"|"Jacyn Goble"|"Monty McCutchen"],Utah Jazz,106,101
8,30,15,4.3,26,72,37,32,11,25.6,7,12.8,48,Nov 15 2017,Oklahoma City Thunder,11,29,16,4.8,26,75,20,16,6,14.0,7,13.4,38,["Ryan Arcidiacono"|"Zach LaVine"|"Nikola Mirotic"|"David Nwaba"|"Cameron Payne"|"Steven Adams"|"PJ Dozier"|"Kyle Singler"],["Lauren Holtkamp"|"Josh Tiven"|"Sean Wright"],Chicago Bulls,92,79
