Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Feb 12 2019,Atlanta Hawks,,7:30p,Los Angeles Lakers,
Feb 12 2019,Golden State Warriors,,10:30p,Utah Jazz,
Feb 12 2019,Memphis Grizzlies,,8:00p,San Antonio Spurs,
Feb 12 2019,New Orleans Pelicans,,8:00p,Orlando Magic,
Feb 12 2019,Philadelphia 76ers,,8:00p,Boston Celtics,
