Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Feb 14 2019,Atlanta Hawks,,7:30p,New York Knicks,
Feb 14 2019,New Orleans Pelicans,,8:00p,Oklahoma City Thunder,
Feb 14 2019,Orlando Magic,,7:00p,Charlotte Hornets,
