Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Mar 1 2019,Atlanta Hawks,,7:30p,Chicago Bulls,
Mar 1 2019,Boston Celtics,,8:00p,Washington Wizards,
Mar 1 2019,Brooklyn Nets,,7:30p,Charlotte Hornets,
Mar 1 2019,Los Angeles Lakers,,10:30p,Milwaukee Bucks,
Mar 1 2019,Phoenix Suns,,9:00p,New Orleans Pelicans,
Mar 1 2019,Sacramento Kings,,10:00p,Los Angeles Clippers,
Mar 1 2019,Toronto Raptors,,8:00p,Portland Trail Blazers,
