Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Mar 12 2019,Chicago Bulls,,8:00p,Los Angeles Lakers,
Mar 12 2019,Dallas Mavericks,,8:00p,San Antonio Spurs,
Mar 12 2019,Denver Nuggets,,10:30p,Minnesota Timberwolves,
Mar 12 2019,Indiana Pacers,,7:00p,New York Knicks,
Mar 12 2019,Los Angeles Clippers,,10:30p,Portland Trail Blazers,
Mar 12 2019,New Orleans Pelicans,,8:00p,Milwaukee Bucks,
Mar 12 2019,Philadelphia 76ers,,7:00p,Cleveland Cavaliers,
