Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Mar 22 2019,Cleveland Cavaliers,,7:30p,Los Angeles Clippers,
Mar 22 2019,Houston Rockets,,8:00p,San Antonio Spurs,
Mar 22 2019,Los Angeles Lakers,,10:30p,Brooklyn Nets,
Mar 22 2019,Milwaukee Bucks,,8:30p,Miami Heat,
Mar 22 2019,New York Knicks,,7:30p,Denver Nuggets,
Mar 22 2019,Orlando Magic,,7:00p,Memphis Grizzlies,
Mar 22 2019,Toronto Raptors,,7:30p,Oklahoma City Thunder,
