Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Mar 15 2019,Detroit Pistons,,7:00p,Los Angeles Lakers,
Mar 15 2019,Houston Rockets,,8:00p,Phoenix Suns,
Mar 15 2019,Los Angeles Clippers,,10:30p,Chicago Bulls,
Mar 15 2019,Miami Heat,,8:00p,Milwaukee Bucks,
Mar 15 2019,New Orleans Pelicans,,8:00p,Portland Trail Blazers,
Mar 15 2019,Philadelphia 76ers,,7:00p,Sacramento Kings,
Mar 15 2019,San Antonio Spurs,,8:30p,New York Knicks,
Mar 15 2019,Washington Wizards,,7:00p,Charlotte Hornets,
