Date,HW,Home,Home_Diff,Home_Pts,Start_Time,Total_Pts,Visitor,Visitor_Pts
Nov 28 2018,1,Oklahoma City Thunder,17,100,8:00p,183,Cleveland Cavaliers,83
Nov 28 2018,1,Philadelphia 76ers,26,117,7:00p,208,New York Knicks,91
Nov 28 2018,1,Portland Trail Blazers,3,115,10:00p,227,Orlando Magic,112
Nov 29 2018,1,Los Angeles Lakers,8,104,10:30p,200,Indiana Pacers,96
Nov 29 2018,0,Sacramento Kings,-12,121,10:30p,254,Los Angeles Clippers,133
Nov 29 2018,1,Toronto Raptors,3,131,8:00p,259,Golden State Warriors,128
Nov 30 2018,1,Boston Celtics,33,128,7:00p,223,Cleveland Cavaliers,95
Nov 30 2018,0,Brooklyn Nets,-6,125,7:30p,256,Memphis Grizzlies,131
Nov 30 2018,0,Charlotte Hornets,-8,111,7:00p,230,Utah Jazz,119
Nov 30 2018,1,Detroit Pistons,19,107,7:00p,195,Chicago Bulls,88
Nov 30 2018,1,Los Angeles Lakers,11,114,10:30p,217,Dallas Mavericks,103
Nov 30 2018,1,Miami Heat,5,106,8:00p,207,New Orleans Pelicans,101
Nov 30 2018,1,Oklahoma City Thunder,15,124,8:00p,233,Atlanta Hawks,109
Nov 30 2018,1,Philadelphia 76ers,25,123,7:00p,221,Washington Wizards,98
Nov 30 2018,0,Phoenix Suns,-14,85,9:00p,184,Orlando Magic,99
Nov 30 2018,0,Portland Trail Blazers,-1,112,10:30p,225,Denver Nuggets,113
Nov 30 2018,0,San Antonio Spurs,-31,105,8:00p,241,Houston Rockets,136
Dec 1 2018,0,Cleveland Cavaliers,-11,95,8:00p,201,Toronto Raptors,106
Dec 1 2018,1,Detroit Pistons,9,111,7:00p,213,Golden State Warriors,102
Dec 1 2018,1,Houston Rockets,16,121,8:00p,226,Chicago Bulls,105
Dec 1 2018,0,Minnesota Timberwolves,-9,109,8:00p,227,Boston Celtics,118
Dec 1 2018,1,New York Knicks,2,136,5:00p,270,Milwaukee Bucks,134
Dec 1 2018,1,Sacramento Kings,1,111,10:00p,221,Indiana Pacers,110
Dec 1 2018,1,Washington Wizards,14,102,7:00p,190,Brooklyn Nets,88
Dec 2 2018,0,Charlotte Hornets,-10,109,5:00p,228,New Orleans Pelicans,119
Dec 2 2018,1,Dallas Mavericks,4,114,7:00p,224,Los Angeles Clippers,110
Dec 2 2018,1,Los Angeles Lakers,24,120,3:30p,216,Phoenix Suns,96
Dec 2 2018,1,Miami Heat,2,102,6:00p,202,Utah Jazz,100
Dec 2 2018,1,Philadelphia 76ers,8,103,6:00p,198,Memphis Grizzlies,95
Dec 2 2018,1,San Antonio Spurs,13,131,7:00p,249,Portland Trail Blazers,118
Dec 3 2018,0,Atlanta Hawks,-17,111,7:30p,239,Golden State Warriors,128
Dec 3 2018,0,Brooklyn Nets,-2,97,7:30p,196,Cleveland Cavaliers,99
Dec 3 2018,0,Detroit Pistons,-27,83,7:00p,193,Oklahoma City Thunder,110
Dec 3 2018,1,Minnesota Timberwolves,12,103,8:00p,194,Houston Rockets,91
Dec 3 2018,0,New Orleans Pelicans,-3,126,8:00p,255,Los Angeles Clippers,129
Dec 3 2018,0,New York Knicks,-3,107,7:30p,217,Washington Wizards,110
Dec 3 2018,0,Toronto Raptors,-3,103,7:30p,209,Denver Nuggets,106
Dec 4 2018,1,Dallas Mavericks,9,111,8:30p,213,Portland Trail Blazers,102
Dec 4 2018,1,Indiana Pacers,6,96,7:00p,186,Chicago Bulls,90
Dec 4 2018,0,Miami Heat,-15,90,7:30p,195,Orlando Magic,105
Dec 4 2018,0,Phoenix Suns,-17,105,9:00p,227,Sacramento Kings,122
Dec 4 2018,1,Utah Jazz,34,139,9:00p,244,San Antonio Spurs,105
Dec 5 2018,0,Atlanta Hawks,-14,117,7:30p,248,Washington Wizards,131
Dec 5 2018,0,Brooklyn Nets,-2,112,7:30p,226,Oklahoma City Thunder,114
Dec 5 2018,0,Cleveland Cavaliers,-24,105,7:00p,234,Golden State Warriors,129
Dec 5 2018,1,Los Angeles Lakers,8,121,10:30p,234,San Antonio Spurs,113
Dec 5 2018,1,Memphis Grizzlies,10,96,8:00p,182,Los Angeles Clippers,86
Dec 5 2018,1,Milwaukee Bucks,23,115,8:00p,207,Detroit Pistons,92
Dec 5 2018,1,Minnesota Timberwolves,17,121,8:00p,225,Charlotte Hornets,104
Dec 5 2018,1,New Orleans Pelicans,26,132,8:00p,238,Dallas Mavericks,106
Dec 5 2018,0,Orlando Magic,-6,118,7:00p,242,Denver Nuggets,124
Dec 5 2018,1,Toronto Raptors,11,113,8:00p,215,Philadelphia 76ers,102
Dec 6 2018,1,Boston Celtics,28,128,8:00p,228,New York Knicks,100
Dec 6 2018,1,Portland Trail Blazers,22,108,10:00p,194,Phoenix Suns,86
Dec 6 2018,1,Utah Jazz,27,118,10:30p,209,Houston Rockets,91
Dec 7 2018,1,Brooklyn Nets,1,106,7:30p,211,Toronto Raptors,105
Dec 7 2018,1,Chicago Bulls,2,114,8:00p,226,Oklahoma City Thunder,112
Dec 7 2018,1,Charlotte Hornets,6,113,7:00p,220,Denver Nuggets,107
Dec 7 2018,0,Cleveland Cavaliers,-19,110,7:30p,239,Sacramento Kings,129
Dec 7 2018,0,Detroit Pistons,-6,111,7:00p,228,Philadelphia 76ers,117
Dec 7 2018,0,Milwaukee Bucks,-10,95,9:30p,200,Golden State Warriors,105
Dec 7 2018,0,New Orleans Pelicans,-4,103,8:00p,210,Memphis Grizzlies,107
Dec 7 2018,0,Orlando Magic,-22,90,7:00p,202,Indiana Pacers,112
Dec 7 2018,0,Phoenix Suns,-17,98,9:00p,213,Miami Heat,115
Dec 7 2018,1,San Antonio Spurs,13,133,8:30p,253,Los Angeles Lakers,120
Dec 8 2018,1,Atlanta Hawks,8,106,7:30p,204,Denver Nuggets,98
Dec 8 2018,0,Chicago Bulls,-56,77,8:00p,210,Boston Celtics,133
Dec 8 2018,1,Cleveland Cavaliers,15,116,7:30p,217,Washington Wizards,101
Dec 8 2018,1,Dallas Mavericks,3,107,6:00p,211,Houston Rockets,104
Dec 8 2018,1,Indiana Pacers,10,107,7:00p,204,Sacramento Kings,97
Dec 8 2018,0,Los Angeles Clippers,-23,98,10:30p,219,Miami Heat,121
Dec 8 2018,0,Memphis Grizzlies,-23,88,8:00p,199,Los Angeles Lakers,111
Dec 8 2018,0,New York Knicks,-8,104,7:30p,216,Brooklyn Nets,112
Dec 8 2018,1,Portland Trail Blazers,8,113,10:00p,218,Minnesota Timberwolves,105
Dec 9 2018,0,Detroit Pistons,-8,108,3:30p,224,New Orleans Pelicans,116
Dec 9 2018,0,New York Knicks,-12,107,7:30p,226,Charlotte Hornets,119
Dec 9 2018,1,San Antonio Spurs,13,110,7:00p,207,Utah Jazz,97
Dec 9 2018,0,Toronto Raptors,-5,99,6:00p,203,Milwaukee Bucks,104
Dec 10 2018,1,Boston Celtics,13,113,7:30p,213,New Orleans Pelicans,100
Dec 10 2018,0,Chicago Bulls,-19,89,8:00p,197,Sacramento Kings,108
Dec 10 2018,1,Dallas Mavericks,25,101,8:30p,177,Orlando Magic,76
Dec 10 2018,1,Denver Nuggets,6,105,9:00p,204,Memphis Grizzlies,99
Dec 10 2018,1,Golden State Warriors,8,116,10:30p,224,Minnesota Timberwolves,108
Dec 10 2018,1,Indiana Pacers,8,109,7:00p,210,Washington Wizards,101
Dec 10 2018,1,Los Angeles Lakers,3,108,10:30p,213,Miami Heat,105
Dec 10 2018,1,Milwaukee Bucks,16,108,8:00p,200,Cleveland Cavaliers,92
Dec 10 2018,1,Oklahoma City Thunder,9,122,8:00p,235,Utah Jazz,113
Dec 10 2018,1,Philadelphia 76ers,14,116,7:00p,218,Detroit Pistons,102
Dec 10 2018,0,Phoenix Suns,-4,119,9:00p,242,Los Angeles Clippers,123
Dec 11 2018,1,Houston Rockets,7,111,8:00p,215,Portland Trail Blazers,104
Dec 11 2018,0,Los Angeles Clippers,-24,99,10:30p,222,Toronto Raptors,123
Dec 11 2018,1,San Antonio Spurs,25,111,8:30p,197,Phoenix Suns,86
Dec 12 2018,1,Charlotte Hornets,1,108,7:00p,215,Detroit Pistons,107
Dec 12 2018,1,Cleveland Cavaliers,7,113,7:00p,219,New York Knicks,106
Dec 12 2018,1,Dallas Mavericks,7,114,8:30p,221,Atlanta Hawks,107
Dec 12 2018,0,Golden State Warriors,-20,93,10:30p,206,Toronto Raptors,113
Dec 12 2018,1,Indiana Pacers,16,113,7:00p,210,Milwaukee Bucks,97
Dec 12 2018,1,Memphis Grizzlies,9,92,8:00p,175,Portland Trail Blazers,83
Dec 12 2018,1,New Orleans Pelicans,4,118,8:00p,232,Oklahoma City Thunder,114
Dec 12 2018,0,Philadelphia 76ers,-3,124,7:00p,251,Brooklyn Nets,127
Dec 12 2018,1,Sacramento Kings,11,141,10:00p,271,Minnesota Timberwolves,130
Dec 12 2018,1,Utah Jazz,27,111,9:00p,195,Miami Heat,84
Dec 12 2018,0,Washington Wizards,-5,125,7:00p,255,Boston Celtics,130
Dec 13 2018,1,Houston Rockets,15,126,8:00p,237,Los Angeles Lakers,111
Dec 13 2018,1,Orlando Magic,6,97,9:30p,188,Chicago Bulls,91
Dec 13 2018,1,Phoenix Suns,10,99,10:30p,188,Dallas Mavericks,89
Dec 13 2018,1,San Antonio Spurs,38,125,8:30p,212,Los Angeles Clippers,87
Dec 14 2018,1,Boston Celtics,21,129,7:00p,237,Atlanta Hawks,108
Dec 14 2018,1,Brooklyn Nets,7,125,7:30p,243,Washington Wizards,118
Dec 14 2018,0,Charlotte Hornets,-2,124,7:00p,250,New York Knicks,126
Dec 14 2018,0,Cleveland Cavaliers,-12,102,7:30p,216,Milwaukee Bucks,114
Dec 14 2018,1,Denver Nuggets,11,109,10:00p,207,Oklahoma City Thunder,98
Dec 14 2018,0,Memphis Grizzlies,-3,97,8:00p,197,Miami Heat,100
Dec 14 2018,0,Philadelphia 76ers,-12,101,7:30p,214,Indiana Pacers,113
Dec 14 2018,1,Portland Trail Blazers,6,128,10:00p,250,Toronto Raptors,122
Dec 14 2018,0,Sacramento Kings,-5,125,10:00p,255,Golden State Warriors,130
Dec 15 2018,0,Charlotte Hornets,-28,100,7:00p,228,Los Angeles Lakers,128
Dec 15 2018,1,Detroit Pistons,9,113,7:00p,217,Boston Celtics,104
Dec 15 2018,0,Memphis Grizzlies,-8,97,8:00p,202,Houston Rockets,105
Dec 15 2018,1,Oklahoma City Thunder,6,110,9:00p,214,Los Angeles Clippers,104
Dec 15 2018,1,Orlando Magic,7,96,5:00p,185,Utah Jazz,89
Dec 15 2018,1,Phoenix Suns,8,107,9:00p,206,Minnesota Timberwolves,99
Dec 15 2018,0,San Antonio Spurs,-5,93,8:30p,191,Chicago Bulls,98
Dec 16 2018,1,Brooklyn Nets,17,144,3:00p,271,Atlanta Hawks,127
Dec 16 2018,0,Cleveland Cavaliers,-23,105,3:30p,233,Philadelphia 76ers,128
Dec 16 2018,0,Dallas Mavericks,-7,113,7:00p,233,Sacramento Kings,120
Dec 16 2018,1,Denver Nuggets,9,95,8:00p,181,Toronto Raptors,86
Dec 16 2018,1,Indiana Pacers,11,110,5:00p,209,New York Knicks,99
Dec 16 2018,0,New Orleans Pelicans,-6,96,7:00p,198,Miami Heat,102
Dec 16 2018,1,Washington Wizards,18,128,6:00p,238,Los Angeles Lakers,110
Dec 17 2018,0,Detroit Pistons,-3,104,7:00p,211,Milwaukee Bucks,107
Dec 17 2018,1,Golden State Warriors,17,110,10:30p,203,Memphis Grizzlies,93
Dec 17 2018,1,Houston Rockets,5,102,8:00p,199,Utah Jazz,97
Dec 17 2018,0,Los Angeles Clippers,-4,127,10:30p,258,Portland Trail Blazers,131
Dec 17 2018,1,Minnesota Timberwolves,27,132,8:00p,237,Sacramento Kings,105
Dec 17 2018,0,New York Knicks,-18,110,7:30p,238,Phoenix Suns,128
Dec 17 2018,1,Oklahoma City Thunder,25,121,8:00p,217,Chicago Bulls,96
Dec 17 2018,1,San Antonio Spurs,27,123,8:30p,219,Philadelphia 76ers,96
Dec 18 2018,1,Atlanta Hawks,8,118,7:30p,228,Washington Wizards,110
Dec 18 2018,1,Brooklyn Nets,5,115,7:30p,225,Los Angeles Lakers,110
Dec 18 2018,1,Denver Nuggets,8,126,9:00p,244,Dallas Mavericks,118
Dec 18 2018,0,Indiana Pacers,-1,91,7:00p,183,Cleveland Cavaliers,92
Dec 19 2018,0,Boston Celtics,-8,103,7:30p,214,Phoenix Suns,111
Dec 19 2018,0,Chicago Bulls,-3,93,8:00p,189,Brooklyn Nets,96
Dec 19 2018,1,Charlotte Hornets,11,110,7:00p,209,Cleveland Cavaliers,99
Dec 19 2018,1,Houston Rockets,18,136,8:00p,254,Washington Wizards,118
Dec 19 2018,1,Milwaukee Bucks,8,123,8:00p,238,New Orleans Pelicans,115
Dec 19 2018,0,Minnesota Timberwolves,-6,123,8:00p,252,Detroit Pistons,129
Dec 19 2018,0,Orlando Magic,-39,90,7:00p,219,San Antonio Spurs,129
Dec 19 2018,1,Philadelphia 76ers,22,131,7:00p,240,New York Knicks,109
Dec 19 2018,1,Portland Trail Blazers,7,99,10:00p,191,Memphis Grizzlies,92
Dec 19 2018,0,Sacramento Kings,-19,113,10:00p,245,Oklahoma City Thunder,132
Dec 19 2018,1,Toronto Raptors,3,99,7:30p,195,Indiana Pacers,96
Dec 19 2018,1,Utah Jazz,5,108,9:00p,211,Golden State Warriors,103
Dec 20 2018,1,Los Angeles Clippers,4,125,10:30p,246,Dallas Mavericks,121
Dec 20 2018,1,Miami Heat,2,101,8:00p,200,Houston Rockets,99
Dec 21 2018,0,Boston Celtics,-13,107,8:00p,227,Milwaukee Bucks,120
Dec 21 2018,0,Brooklyn Nets,-8,106,7:30p,220,Indiana Pacers,114
Dec 21 2018,1,Chicago Bulls,10,90,8:00p,170,Orlando Magic,80
Dec 21 2018,1,Charlotte Hornets,12,98,7:00p,184,Detroit Pistons,86
Dec 21 2018,1,Los Angeles Lakers,8,112,10:30p,216,New Orleans Pelicans,104
Dec 21 2018,0,New York Knicks,-7,107,7:30p,221,Atlanta Hawks,114
Dec 21 2018,0,Portland Trail Blazers,-30,90,10:00p,210,Utah Jazz,120
Dec 21 2018,1,Sacramento Kings,3,102,10:00p,201,Memphis Grizzlies,99
Dec 21 2018,1,San Antonio Spurs,26,124,8:30p,222,Minnesota Timberwolves,98
Dec 21 2018,1,Toronto Raptors,16,126,7:00p,236,Cleveland Cavaliers,110
Dec 22 2018,1,Golden State Warriors,4,120,8:30p,236,Dallas Mavericks,116
Dec 22 2018,1,Houston Rockets,7,108,8:00p,209,San Antonio Spurs,101
Dec 22 2018,1,Los Angeles Clippers,21,132,5:00p,243,Denver Nuggets,111
Dec 22 2018,1,Miami Heat,7,94,8:00p,181,Milwaukee Bucks,87
Dec 22 2018,1,Philadelphia 76ers,25,126,7:30p,227,Toronto Raptors,101
Dec 22 2018,0,Utah Jazz,-1,106,9:00p,213,Oklahoma City Thunder,107
Dec 22 2018,1,Washington Wizards,3,149,7:00p,295,Phoenix Suns,146
Dec 23 2018,1,Boston Celtics,16,119,6:00p,222,Charlotte Hornets,103
Dec 23 2018,1,Brooklyn Nets,8,111,6:00p,214,Phoenix Suns,103
Dec 23 2018,0,Cleveland Cavaliers,-20,92,6:00p,204,Chicago Bulls,112
Dec 23 2018,0,Detroit Pistons,-3,95,4:00p,193,Atlanta Hawks,98
Dec 23 2018,1,Golden State Warriors,2,129,8:30p,256,Los Angeles Clippers,127
Dec 23 2018,1,Indiana Pacers,16,105,5:00p,194,Washington Wizards,89
Dec 23 2018,0,Los Angeles Lakers,-8,99,9:30p,206,Memphis Grizzlies,107
Dec 23 2018,0,Oklahoma City Thunder,-2,112,8:00p,226,Minnesota Timberwolves,114
Dec 23 2018,0,Orlando Magic,-24,91,6:00p,206,Miami Heat,115
Dec 23 2018,1,Portland Trail Blazers,3,121,9:00p,239,Dallas Mavericks,118
Dec 23 2018,1,Sacramento Kings,5,122,6:00p,239,New Orleans Pelicans,117
Dec 25 2018,1,Boston Celtics,7,121,5:30p,235,Philadelphia 76ers,114
Dec 25 2018,0,Golden State Warriors,-26,101,8:00p,228,Los Angeles Lakers,127
Dec 25 2018,1,Houston Rockets,4,113,3:00p,222,Oklahoma City Thunder,109
Dec 25 2018,0,New York Knicks,-14,95,12:00p,204,Milwaukee Bucks,109
Dec 25 2018,1,Utah Jazz,21,117,10:30p,213,Portland Trail Blazers,96
Dec 26 2018,0,Atlanta Hawks,-8,121,7:30p,250,Indiana Pacers,129
Dec 26 2018,1,Brooklyn Nets,2,134,7:30p,266,Charlotte Hornets,132
Dec 26 2018,0,Chicago Bulls,-25,94,8:00p,213,Minnesota Timberwolves,119
Dec 26 2018,1,Dallas Mavericks,3,122,8:30p,241,New Orleans Pelicans,119
Dec 26 2018,1,Detroit Pistons,11,106,7:00p,201,Washington Wizards,95
Dec 26 2018,1,Los Angeles Clippers,9,127,10:30p,245,Sacramento Kings,118
Dec 26 2018,1,Memphis Grizzlies,8,95,8:00p,182,Cleveland Cavaliers,87
Dec 26 2018,0,Miami Heat,-2,104,7:30p,210,Toronto Raptors,106
Dec 26 2018,0,Orlando Magic,-2,120,7:00p,242,Phoenix Suns,122
Dec 26 2018,1,San Antonio Spurs,8,111,8:30p,214,Denver Nuggets,103
Dec 27 2018,0,Golden State Warriors,-1,109,10:30p,219,Portland Trail Blazers,110
Dec 27 2018,1,Houston Rockets,14,127,8:00p,240,Boston Celtics,113
Dec 27 2018,1,Milwaukee Bucks,16,112,8:00p,208,New York Knicks,96
Dec 27 2018,1,Sacramento Kings,1,117,10:00p,233,Los Angeles Lakers,116
Dec 27 2018,0,Utah Jazz,-17,97,10:30p,211,Philadelphia 76ers,114
Dec 28 2018,1,Charlotte Hornets,13,100,7:00p,187,Brooklyn Nets,87
Dec 28 2018,1,Denver Nuggets,3,102,9:00p,201,San Antonio Spurs,99
Dec 28 2018,1,Indiana Pacers,37,125,7:00p,213,Detroit Pistons,88
Dec 28 2018,0,Los Angeles Lakers,-11,107,10:30p,225,Los Angeles Clippers,118
Dec 28 2018,1,Miami Heat,24,118,8:00p,212,Cleveland Cavaliers,94
Dec 28 2018,0,Minnesota Timberwolves,-3,120,8:00p,243,Atlanta Hawks,123
Dec 28 2018,1,New Orleans Pelicans,2,114,8:00p,226,Dallas Mavericks,112
Dec 28 2018,1,Orlando Magic,29,116,7:00p,203,Toronto Raptors,87
Dec 28 2018,0,Phoenix Suns,-16,102,9:00p,220,Oklahoma City Thunder,118
Dec 28 2018,0,Washington Wizards,-9,92,7:00p,193,Chicago Bulls,101
Dec 29 2018,1,Atlanta Hawks,3,111,7:30p,219,Cleveland Cavaliers,108
Dec 29 2018,0,Los Angeles Clippers,-11,111,10:30p,233,San Antonio Spurs,122
Dec 29 2018,0,Memphis Grizzlies,-9,103,8:00p,215,Boston Celtics,112
Dec 29 2018,1,Milwaukee Bucks,14,129,5:00p,244,Brooklyn Nets,115
Dec 29 2018,0,New Orleans Pelicans,-4,104,7:00p,212,Houston Rockets,108
Dec 29 2018,0,Phoenix Suns,-4,118,9:00p,240,Denver Nuggets,122
Dec 29 2018,0,Portland Trail Blazers,-10,105,10:00p,220,Golden State Warriors,115
Dec 29 2018,1,Utah Jazz,32,129,8:00p,226,New York Knicks,97
Dec 29 2018,1,Washington Wizards,4,130,7:00p,256,Charlotte Hornets,126
Dec 30 2018,1,Dallas Mavericks,2,105,7:00p,208,Oklahoma City Thunder,103
Dec 30 2018,1,Los Angeles Lakers,7,121,9:30p,235,Sacramento Kings,114
Dec 30 2018,0,Miami Heat,-9,104,6:00p,217,Minnesota Timberwolves,113
Dec 30 2018,1,Orlando Magic,2,109,3:30p,216,Detroit Pistons,107
Dec 30 2018,1,Portland Trail Blazers,34,129,9:00p,224,Philadelphia 76ers,95
Dec 30 2018,1,Toronto Raptors,6,95,6:00p,184,Chicago Bulls,89
Dec 31 2018,1,Charlotte Hornets,25,125,6:00p,225,Orlando Magic,100
Dec 31 2018,1,Houston Rockets,12,113,7:00p,214,Memphis Grizzlies,101
Dec 31 2018,1,Indiana Pacers,8,116,3:00p,224,Atlanta Hawks,108
Dec 31 2018,1,New Orleans Pelicans,9,123,8:00p,237,Minnesota Timberwolves,114
Dec 31 2018,1,Oklahoma City Thunder,20,122,8:00p,224,Dallas Mavericks,102
Dec 31 2018,0,Phoenix Suns,-23,109,9:00p,241,Golden State Warriors,132
Dec 31 2018,1,San Antonio Spurs,9,120,7:00p,231,Boston Celtics,111
