Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Mar 3 2019,Boston Celtics,,3:30p,Houston Rockets,
Mar 3 2019,Chicago Bulls,,3:30p,Atlanta Hawks,
Mar 3 2019,Charlotte Hornets,,1:00p,Portland Trail Blazers,
Mar 3 2019,Cleveland Cavaliers,,6:00p,Orlando Magic,
Mar 3 2019,Detroit Pistons,,6:00p,Toronto Raptors,
Mar 3 2019,Los Angeles Clippers,,3:30p,New York Knicks,
Mar 3 2019,Oklahoma City Thunder,,7:00p,Memphis Grizzlies,
Mar 3 2019,Washington Wizards,,6:00p,Minnesota Timberwolves,
