Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Mar 4 2019,Brooklyn Nets,,7:30p,Dallas Mavericks,
Mar 4 2019,Los Angeles Lakers,,10:30p,Los Angeles Clippers,
Mar 4 2019,Miami Heat,,7:30p,Atlanta Hawks,
Mar 4 2019,Phoenix Suns,,9:00p,Milwaukee Bucks,
Mar 4 2019,Sacramento Kings,,10:00p,New York Knicks,
Mar 4 2019,San Antonio Spurs,,8:30p,Denver Nuggets,
Mar 4 2019,Utah Jazz,,9:00p,New Orleans Pelicans,
