Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Mar 29 2019,Atlanta Hawks,,7:30p,Portland Trail Blazers,
Mar 29 2019,Boston Celtics,,7:00p,Indiana Pacers,
Mar 29 2019,Los Angeles Lakers,,10:30p,Charlotte Hornets,
Mar 29 2019,Minnesota Timberwolves,,8:00p,Golden State Warriors,
Mar 29 2019,Oklahoma City Thunder,,8:00p,Denver Nuggets,
Mar 29 2019,Utah Jazz,,9:00p,Washington Wizards,
