Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Feb 28 2019,Denver Nuggets,,10:30p,Utah Jazz,
Feb 28 2019,Houston Rockets,,8:00p,Miami Heat,
Feb 28 2019,Indiana Pacers,,7:00p,Minnesota Timberwolves,
Feb 28 2019,New York Knicks,,7:30p,Cleveland Cavaliers,
Feb 28 2019,Oklahoma City Thunder,,8:00p,Philadelphia 76ers,
Feb 28 2019,Orlando Magic,,7:00p,Golden State Warriors,
