Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Mar 27 2019,Chicago Bulls,,8:00p,Portland Trail Blazers,
Mar 27 2019,Memphis Grizzlies,,8:00p,Golden State Warriors,
Mar 27 2019,Oklahoma City Thunder,,8:00p,Indiana Pacers,
Mar 27 2019,Phoenix Suns,,10:00p,Washington Wizards,
Mar 27 2019,Utah Jazz,,10:30p,Los Angeles Lakers,
