Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Mar 20 2019,Chicago Bulls,,8:00p,Washington Wizards,
Mar 20 2019,Cleveland Cavaliers,,7:00p,Milwaukee Bucks,
Mar 20 2019,Memphis Grizzlies,,8:00p,Houston Rockets,
Mar 20 2019,New York Knicks,,7:30p,Utah Jazz,
Mar 20 2019,Oklahoma City Thunder,,9:30p,Toronto Raptors,
Mar 20 2019,Orlando Magic,,7:00p,New Orleans Pelicans,
Mar 20 2019,Philadelphia 76ers,,7:00p,Boston Celtics,
Mar 20 2019,Portland Trail Blazers,,10:00p,Dallas Mavericks,
Mar 20 2019,San Antonio Spurs,,8:30p,Miami Heat,
