Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Mar 24 2019,Boston Celtics,,7:30p,San Antonio Spurs,
Mar 24 2019,Golden State Warriors,,8:30p,Detroit Pistons,
Mar 24 2019,Indiana Pacers,,5:00p,Denver Nuggets,
Mar 24 2019,Los Angeles Lakers,,9:30p,Sacramento Kings,
Mar 24 2019,Milwaukee Bucks,,4:30p,Cleveland Cavaliers,
Mar 24 2019,New Orleans Pelicans,,7:00p,Houston Rockets,
Mar 24 2019,New York Knicks,,12:00p,Los Angeles Clippers,
Mar 24 2019,Toronto Raptors,,6:00p,Charlotte Hornets,
