Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Feb 4 2019,Brooklyn Nets,,7:30p,Milwaukee Bucks,
Feb 4 2019,Detroit Pistons,,7:00p,Denver Nuggets,
Feb 4 2019,New Orleans Pelicans,,8:00p,Indiana Pacers,
Feb 4 2019,Phoenix Suns,,9:00p,Houston Rockets,
Feb 4 2019,Sacramento Kings,,10:00p,San Antonio Spurs,
Feb 4 2019,Washington Wizards,,7:00p,Atlanta Hawks,
