Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Mar 17 2019,Detroit Pistons,,4:00p,Toronto Raptors,
Mar 17 2019,Houston Rockets,,9:00p,Minnesota Timberwolves,
Mar 17 2019,Los Angeles Clippers,,9:00p,Brooklyn Nets,
Mar 17 2019,Miami Heat,,1:00p,Charlotte Hornets,
Mar 17 2019,Milwaukee Bucks,,3:30p,Philadelphia 76ers,
Mar 17 2019,New York Knicks,,12:00p,Los Angeles Lakers,
Mar 17 2019,Orlando Magic,,6:00p,Atlanta Hawks,
Mar 17 2019,Sacramento Kings,,6:00p,Chicago Bulls,
