Away_3P,Away_3PA,Away_AST,Away_BLK_PCT,Away_FG,Away_FGA,Away_FTA,Away_FTM,Away_ORB,Away_ORB_PCT,Away_STL,Away_TOV_PCT,Away_TRB,Date,Home,Home_3P,Home_3PA,Home_AST,Home_BLK_PCT,Home_FG,Home_FGA,Home_FTA,Home_FTM,Home_ORB,Home_ORB_PCT,Home_STL,Home_TOV_PCT,Home_TRB,Injuries,Referees,Visitor,awayPts,homePts
5,29,19,13.0,44,108,27,19,17,27.4,14,7.7,50,Dec 12 2017,Minnesota Timberwolves,11,26,32,3.8,40,80,32,27,7,17.5,6,20.3,52,["Justin Anderson"|"Markelle Fultz"|"Jacob Pullen"|"Anthony Brown"|"Justin Patton"],["Pat Fraher"|"David Guthrie"|"Scott Twardoski"],Philadelphia 76ers,112,118
9,22,25,10.4,48,101,11,8,15,31.9,7,11.7,49,Dec 12 2017,New York Knicks,13,35,24,7.6,42,102,15,12,20,37.0,6,12.8,52,["Vander Blue"|"Thomas Bryant"|"Alex Caruso"|"Luol Deng"|"Tim Hardaway"|"Isaiah Hicks"|"Luke Kornet"|"Joakim Noah"],["Lauren Holtkamp"|"Courtney Kirkland"|"Zach Zarba"],Los Angeles Lakers,113,109
7,22,21,5.2,38,89,22,16,11,25.6,9,8.4,45,Dec 12 2017,Sacramento Kings,7,32,22,6.0,37,90,14,11,13,27.7,5,11.1,45,["Devin Booker"|"Brandon Knight"|"Alec Peters"|"Davon Reed"|"Alan Williams"|"Jack Cooley"|"Harry Giles"|"Georgios Papagiannis"|"JaKarr Sampson"],["Matt Boland"|"John Goble"|"Brett Nansel"],Phoenix Suns,99,92
11,25,29,11.1,47,79,24,19,4,12.5,10,12.7,30,Dec 13 2017,Boston Celtics,9,28,22,7.4,45,91,26,19,20,43.5,8,12.8,48,["Will Barton"|"Torrey Craig"|"Tyler Lydon"|"Paul Millsap"|"Monte Morris"|"Gordon Hayward"|"Al Horford"|"Marcus Morris"],["Tyler Ford"|"Derek Richardson"|"Bill Spooner"],Denver Nuggets,124,118
7,17,21,4.9,41,93,21,14,9,17.3,9,8.1,46,Dec 13 2017,Chicago Bulls,9,30,24,10.5,42,91,7,7,5,11.9,3,14.5,48,["Tony Bradley"|"Dante Exum"|"Eric Griffin"|"Raul Neto"|"Ryan Arcidiacono"|"Antonio Blakeney"|"Zach LaVine"|"Cameron Payne"],["Marc Davis"|"Mitchell Ervin"|"Brian Forte"],Utah Jazz,103,100
17,45,24,7.6,39,88,19,13,6,12.0,7,9.4,45,Dec 13 2017,Houston Rockets,4,21,14,11.6,36,87,27,20,12,23.5,4,10.8,56,["Marcus Paige"|"Julyan Stone"|"Cody Zeller"|"Demetrius Jackson"|"Chinanu Onuaku"|"Briante Weber"|"Troy Williams"],["Bill Kennedy"|"Leon Wood"|"Gary Zielinski"],Charlotte Hornets,108,96
11,31,18,11.9,40,89,6,4,11,23.9,11,12.4,42,Dec 13 2017,Indiana Pacers,13,29,26,10.3,36,88,24,15,17,35.4,10,11.7,52,["PJ Dozier"|"Daniel Hamilton"|"Andre Roberson"|"Alex Poythress"|"Glenn Robinson"|"Edmond Sumner"],["Mark Ayotte"|"Mike Callahan"|"Mark Lindsay"],Oklahoma City Thunder,95,100
13,30,19,2.3,34,72,23,14,10,26.3,6,15.4,36,Dec 13 2017,Miami Heat,10,28,14,4.8,36,72,23,20,5,16.1,7,11.8,33,["Wade Baldwin"|"Jusuf Nurkic"|"C.J. Wilcox"|"A.J. Hammons"|"Rodney McGruder"|"Derrick Walton"|"Okaro White"|"Matt Williams"],["Curtis Blair"|"Nick Buchert"|"Derrick Stafford"],Portland Trail Blazers,95,102
13,25,35,11.8,45,80,15,12,9,28.1,5,19.5,41,Dec 13 2017,New Orleans Pelicans,8,27,23,9.1,44,95,19,12,15,31.9,14,8.0,38,["Matthew Dellavedova"|"Jabari Parker"|"Mirza Teletovic"|"Jason Terry"|"Alexis Ajinca"|"Tony Allen"|"Solomon Hill"|"Frank Jackson"],["Tony Brothers"|"Gediminas Petraitis"|"Leroy Richardson"],Milwaukee Bucks,115,108
9,27,24,9.7,37,88,21,12,7,13.5,6,11.0,45,Dec 13 2017,Orlando Magic,12,26,25,9.8,39,88,20,16,6,13.6,10,7.6,51,["Patrick Beverley"|"Danilo Gallinari"|"Blake Griffin"|"Brice Johnson"|"Evan Fournier"|"Aaron Gordon"|"Jonathan Isaac"|"Terrence Ross"],["Eric Dalen"|"Marat Kogut"|"Tom Washington"],Los Angeles Clippers,95,106
