Date,Home,Home_Pts,Start_Time,Visitor,Visitor_Pts
Mar 18 2019,Boston Celtics,,7:30p,Denver Nuggets,
Mar 18 2019,Cleveland Cavaliers,,7:00p,Detroit Pistons,
Mar 18 2019,Dallas Mavericks,,8:30p,New Orleans Pelicans,
Mar 18 2019,Oklahoma City Thunder,,8:00p,Miami Heat,
Mar 18 2019,Phoenix Suns,,10:00p,Chicago Bulls,
Mar 18 2019,Portland Trail Blazers,,10:30p,Indiana Pacers,
Mar 18 2019,San Antonio Spurs,,8:00p,Golden State Warriors,
Mar 18 2019,Toronto Raptors,,7:30p,New York Knicks,
Mar 18 2019,Washington Wizards,,7:00p,Utah Jazz,
