age,guaranteed,name,signedUsing,team,y1,y2,y2option,y3,y3option,y4,y4option,y5,y5option,y6,y6option
31,$19000000,Jeff Teague,Cap space,Atlanta Hawks,$19000000,,None,,None,,None,,None,,None
26,$72086957,Clint Capela,Bird Rights,Atlanta Hawks,$16456522,$17500000,None,$18543478,None,$19586957,None,,None,,None
30,$40000000,Dewayne Dedmon,Cap space,Atlanta Hawks,$13333334,$13333333,None,$13333333,None,,None,,None,,None
22,$14490360,De'Andre Hunter,1st Round Pick,Atlanta Hawks,$7068360,$7422000,None,$7775400,Team,$9835881,Team,,None,,None
21,$12844800,Trae Young,1st Round Pick,Atlanta Hawks,$6273000,$6571800,None,$8326471,Team,,None,,None,,None
20,$8703720,Cam Reddish,1st Round Pick,Atlanta Hawks,$4245720,$4458000,None,$4670160,Team,$5954454,Team,,None,,None
22,$6823862,John Collins,1st Round Pick,Atlanta Hawks,$2686560,$4137302,None,,None,,None,,None,,None
21,$5398200,Kevin Huerter,1st Round Pick,Atlanta Hawks,$2636280,$2761920,None,$4253357,Team,,None,,None,,None
25,$2603982,DeAndre' Bembry,1st Round pick,Atlanta Hawks,$2603982,,None,,None,,None,,None,,None
43,$2564753,Vince Carter,Minimum Salary,Atlanta Hawks,$2564753,,None,,None,,None,,None,,None
24,$2338847,Skal Labissi�re,1st Round pick,Atlanta Hawks,$2338847,,None,,None,,None,,None,,None
24,$2305057,Damian Jones,1st Round pick,Atlanta Hawks,$2305057,,None,,None,,None,,None,,None
26,$1678854,Treveon Graham,Minimum Salary,Atlanta Hawks,$1678854,,None,,None,,None,,None,,None
21,$4700602,Bruno Fernando,Cap space,Atlanta Hawks,$1400000,$1517981,None,$1782621,None,,None,,None,,None
24,$522738,Brandon Goodwin,Minimum Salary,Atlanta Hawks,$522738,$1701593,None,,None,,None,,None,,None
23, ,Charlie Brown,Two-Way Contract,Atlanta Hawks, ,,None,,None,,None,,None,,None
31,$25102511,Chandler Parsons,,Atlanta Hawks,$25102511,,None,,None,,None,,None,,None
37,$2564753,Nen� Hil�rio,,Atlanta Hawks,$2564753,,None,,None,,None,,None,,None
25,$1445697,Derrick Walton,,Atlanta Hawks,$1445697,,None,,None,,None,,None,,None
24,$100000,Jaylen Adams,,Atlanta Hawks,$100000,,None,,None,,None,,None,,None
25,$50752,Paul Watson,,Atlanta Hawks,$50752,,None,,None,,None,,None,,None
31,$117176850,Kevin Durant,Sign and Trade,Brooklyn Nets,$37199000,$39058950,None,$40918900,None,$42778850,Player,,None,,None
28,$136490600,Kyrie Irving,Cap space,Brooklyn Nets,$31742000,$33329100,None,$34916200,None,$36503300,None,,None,,None
27,$22000000,Spencer Dinwiddie,Minimum Salary,Brooklyn Nets,$10600000,$11400000,None,$12300000,Player,,None,,None,,None
31,$39960716,DeAndre Jordan,Cap space,Brooklyn Nets,$9881598,$10375678,None,$9881598,None,$9821842,None,,None,,None
28,$7670000,Joe Harris,Early Bird Rights,Brooklyn Nets,$7670000,,None,,None,,None,,None,,None
34,$4767000,Garrett Temple,Room Exception,Brooklyn Nets,$4767000,$5005350,Team,,None,,None,,None,,None
26,$32481986,Taurean Waller-Prince,1st Round pick,Brooklyn Nets,$3481986,$13942308,None,$15057692,None,,None,,None,,None
25,$55125718,Caris LeVert,1st Round pick,Brooklyn Nets,$2625718,$16203704,None,$17500000,None,$18796296,None,,None,,None
33,$2564753,Wilson Chandler,Minimum Salary,Brooklyn Nets,$2564753,,None,,None,,None,,None,,None
22,$6286742,Jarrett Allen,1st Round Pick,Brooklyn Nets,$2376840,$3909902,None,,None,,None,,None,,None
21,$3914400,Džanan Musa,1st Round Pick,Brooklyn Nets,$1911600,$2002800,None,$3615054,Team,,None,,None,,None
22,$3479388,Rodions Kurucs,Cap space,Brooklyn Nets,$1699236,$1780152,None,$1861068,Team,,None,,None,,None
24,$1445697,Theo Pinson,Minimum Salary,Brooklyn Nets,$1445697,$1701593,Team,,None,,None,,None,,None
21,$4198912,Nicolas Claxton,Minimum Salary,Brooklyn Nets,$898310,$1517981,None,$1782621,None,,None,,None,,None
25,$654468,Timothé Luwawu-Cabarrot,Minimum Salary,Brooklyn Nets,$654468,$1824003,None,,None,,None,,None,,None
23, ,Jeremiah Martin,Two-Way Contract,Brooklyn Nets, ,,None,,None,,None,,None,,None
24, ,Chris Chiozza,Two-Way Contract,Brooklyn Nets, ,,None,,None,,None,,None,,None
35,$5474787,Deron Williams,,Brooklyn Nets,$5474787,,None,,None,,None,,None,,None
27,$1678854,David Nwaba,,Brooklyn Nets,$1678854,,None,,None,,None,,None,,None
29,$419443,Iman Shumpert,,Brooklyn Nets,$419443,,None,,None,,None,,None,,None
25,$189702,Timothé Luwawu-Cabarrot,,Brooklyn Nets,$189702,,None,,None,,None,,None,,None
26,$98144,Justin Anderson,,Brooklyn Nets,$98144,,None,,None,,None,,None,,None
30,$103137300,Kemba Walker,Sign and Trade,Boston Celtics,$32742000,$34379100,None,$36016200,None,$37653300,Player,,None,,None
30,$32700690,Gordon Hayward,Cap space,Boston Celtics,$32700690,$34187085,Player,,None,,None,,None,,None
26,$40339184,Marcus Smart,Bird Rights,Boston Celtics,$12553471,$13446428,None,$14339285,None,,None,,None,,None
22,$17727120,Jayson Tatum,1st Round Pick,Boston Celtics,$7830000,$9897120,None,,None,,None,,None,,None
23,$109534829,Jaylen Brown,1st Round pick,Boston Celtics,$6534829,$22991071,None,$24830357,None,$26669643,None,$28508929,None,,None
28,$5000000,Daniel Theis,Early Bird Rights,Boston Celtics,$5000000,$5000000,None,,None,,None,,None,,None
28,$4767000,Enes Kanter,Room Exception,Boston Celtics,$4767000,$5005350,Player,,None,,None,,None,,None
20,$7089600,Romeo Langford,1st Round Pick,Boston Celtics,$3458400,$3631200,None,$3804360,Team,$5634257,Team,,None,,None
26,$5125000,Vincent Poirier,Minimum Salary,Boston Celtics,$2505793,$2619207,None,,None,,None,,None,,None
21,$4878600,Grant Williams,1st Round Pick,Boston Celtics,$2379840,$2498760,None,$2617800,Team,$4306281,Team,,None,,None
22,$3967440,Robert Williams,1st Round Pick,Boston Celtics,$1937520,$2029920,None,$3661976,Team,,None,,None,,None
25,$1618520,Semi Ojeleye,Cap space,Boston Celtics,$1618520,$1752950,Team,,None,,None,,None,,None
30,$1445697,Brad Wanamaker,Minimum Salary,Boston Celtics,$1445697,,None,,None,,None,,None,,None
22,$4528628,Carsen Edwards,Cap space,Boston Celtics,$1228026,$1517981,None,$1782621,None,$1930681,Team,,None,,None
26,$898310,Javonte Green,Minimum Salary,Boston Celtics,$898310,$1517981,None,,None,,None,,None,,None
22, ,Tremont Waters,Two-Way Contract,Boston Celtics, ,,None,,None,,None,,None,,None
24, ,Tacko Fall,Two-Way Contract,Boston Celtics, ,,None,,None,,None,,None,,None
24,$3117240,Guerschon Yabusele,,Boston Celtics,$3117240,,None,,None,,None,,None,,None
24,$415414,Max Strus,,Boston Celtics,$415414,,None,,None,,None,,None,,None
25,$464285,Demetrius Jackson,,Boston Celtics,$92857,$92857,None,$92857,None,$92857,None,$92857,None,,None
31,$25565217,Nicolas Batum,Cap Space,Charlotte Hornets,$25565217,$27130434,Player,,None,,None,,None,,None
26,$56700000,Terry Rozier,Sign and Trade,Charlotte Hornets,$19894737,$18900000,None,$17905263,None,,None,,None,,None
27,$17000000,Bismack Biyombo,Cap Space,Charlotte Hornets,$17000000,,None,,None,,None,,None,,None
27,$29887640,Cody Zeller,1st Round Pick,Charlotte Hornets,$14471910,$15415730,None,,None,,None,,None,,None
22,$9374087,Malik Monk,1st Round Pick,Charlotte Hornets,$4028400,$5345687,None,,None,,None,,None,,None
21,$7855440,P.J. Washington,1st Round Pick,Charlotte Hornets,$3831840,$4023600,None,$4215120,Team,$5808435,Team,,None,,None
22,$7689720,Miles Bridges,1st Round Pick,Charlotte Hornets,$3755400,$3934320,None,$5421493,Team,,None,,None,,None
26,$1676735,Willy Hernang�mez,Cap Space,Charlotte Hornets,$1676735,,None,,None,,None,,None,,None
24,$1618520,Dwayne Bacon,MLE,Charlotte Hornets,$1618520,,None,,None,,None,,None,,None
25,$1416852,Devonte' Graham,MLE,Charlotte Hornets,$1416852,$1663861,None,,None,,None,,None,,None
24,$4473912,Cody Martin,MLE,Charlotte Hornets,$1173310,$1517981,None,$1782621,None,,None,,None,,None
22,$898310,Jalen McDaniels,Minimum Salary,Charlotte Hornets,$898310,$1517981,None,$1782621,None,$1930681,None,,None,,None
24,$898310,Caleb Martin,Minimum Salary,Charlotte Hornets,$898310,$1517981,None,$1782621,None,,None,,None,,None
24,$163356,Joe Chealey,Minimum Salary,Charlotte Hornets,$163356,,None,,None,,None,,None,,None
23, ,Ray Spalding,Two-Way Contract,Charlotte Hornets, ,,None,,None,,None,,None,,None
22, ,Kobi Simmons,Two-Way Contract,Charlotte Hornets, ,,None,,None,,None,,None,,None
33,$15006250,Marvin Williams,,Charlotte Hornets,$15006250,,None,,None,,None,,None,,None
26,$13000000,Michael Kidd-Gilchrist,,Charlotte Hornets,$13000000,,None,,None,,None,,None,,None
27,$27250576,Otto Porter,Bird Rights,Chicago Bulls,$27250576,$28489239,Player,,None,,None,,None,,None
25,$58500000,Zach LaVine,Cap space,Chicago Bulls,$19500000,$19500000,None,$19500000,None,,None,,None,,None
31,$32445000,Thaddeus Young,Cap space,Chicago Bulls,$12900000,$13545000,None,$14190000,None,,None,,None,,None
28,$25000000,Tomáš Satoranský,Sign and Trade,Chicago Bulls,$10000000,$10000000,None,$10000000,None,,None,,None,,None
27,$15685520,Cristiano Felício,Cap space,Chicago Bulls,$8156500,$7529020,None,,None,,None,,None,,None
26,$5348007,Kris Dunn,1st Round pick,Chicago Bulls,$5348007,,None,,None,,None,,None,,None
20,$10879800,Coby White,1st Round Pick,Chicago Bulls,$5307120,$5572680,None,$5837760,Team,$7413955,Team,,None,,None
23,$12031908,Lauri Markkanen,1st Round Pick,Chicago Bulls,$5300400,$6731508,None,,None,,None,,None,,None
21,$10650240,Wendell Carter,1st Round Pick,Chicago Bulls,$5201400,$5448840,None,$6920027,Team,,None,,None,,None
26,$3377569,Denzel Valentine,1st Round pick,Chicago Bulls,$3377569,,None,,None,,None,,None,,None
26,$6000000,Ryan Arcidiacono,Cap space,Chicago Bulls,$3000000,$3000000,None,$3000000,Team,,None,,None,,None
24,$4775760,Chandler Hutchison,1st Round Pick,Chicago Bulls,$2332320,$2443440,None,$4019459,Team,,None,,None,,None
24,$4500000,Luke Kornet,Room Exception,Chicago Bulls,$2195122,$2304878,None,,None,,None,,None,,None
26,$898310,Shaquille Harrison,Minimum Salary,Chicago Bulls,$898310,,None,,None,,None,,None,,None
21,$2416291,Daniel Gafford,Minimum Salary,Chicago Bulls,$898310,$1517981,None,$1782621,None,$1930681,None,,None,,None
24, ,Max Strus,Two-Way Contract,Chicago Bulls, ,,None,,None,,None,,None,,None
21, ,Adam Mokoka,Two-Way Contract,Chicago Bulls, ,,None,,None,,None,,None,,None
33,$3000000,Ömer Aşık,,Chicago Bulls,$3000000,,None,,None,,None,,None,,None
31,$120400000,Kevin Love,Bird Rights,Cleveland Cavaliers,$28900000,$31300000,None,$31300000,None,$28900000,None,,None,,None
26,$27093019,Andre Drummond,Cap Space,Cleveland Cavaliers,$27093019,$28751775,Player,,None,,None,,None,,None
29,$18539130,Tristan Thompson,Bird Rights,Cleveland Cavaliers,$18539130,,None,,None,,None,,None,,None
27,$44800000,Larry Nance,1st Round pick,Cleveland Cavaliers,$12727273,$11709091,None,$10690909,None,$9672727,None,,None,,None
29,$9607500,Matthew Dellavedova,Cap Space,Cleveland Cavaliers,$9607500,,None,,None,,None,,None,,None
24,$18200000,Dante Exum,Cap Space,Cleveland Cavaliers,$9600000,$9600000,None,,None,,None,,None,,None
20,$13121640,Darius Garland,1st Round Pick,Cleveland Cavaliers,$6400920,$6720720,None,$7040880,Team,$8920795,Team,,None,,None
21,$9756840,Collin Sexton,1st Round Pick,Cleveland Cavaliers,$4764960,$4991880,None,$6349671,Team,,None,,None,,None
25,$27057143,Cedi Osman,MLE,Cleveland Cavaliers,$2907143,$8750000,None,$8050000,None,$7350000,None,$6650000,None,,None
23,$2281800,Ante Žižić,1st Round Pick,Cleveland Cavaliers,$2281800,,None,,None,,None,,None,,None
23,$4173240,Dylan Windler,1st Round Pick,Cleveland Cavaliers,$2035800,$2137440,None,$2239200,Team,$4037278,Team,,None,,None
27,$1361046,Alfonzo McKinnie,MLE,Cleveland Cavaliers,$1361046,$1762796,None,$1910860,None,$2165298,None,,None,,None
20,$3324120,Kevin Porter,1st Round Pick,Cleveland Cavaliers,$1290960,$2033160,None,$2130240,Team,$3845083,Team,,None,,None
27,$81678,Sheldon Mac,Minimum Salary,Cleveland Cavaliers,$81678,,None,,None,,None,,None,,None
28,$50752,Sir'Dominic Pointer,Minimum Salary,Cleveland Cavaliers,$50752,,None,,None,,None,,None,,None
23, ,Matt Mooney,Two-Way Contract,Cleveland Cavaliers, ,,None,,None,,None,,None,,None
23, ,Dean Wade,Two-Way Contract,Cleveland Cavaliers, ,,None,,None,,None,,None,,None
34,$4370000,J.R. Smith,,Cleveland Cavaliers,$1456667,$1456667,None,$1456666,None,,None,,None,,None
27,$708871,Alfonzo McKinnie,,Cleveland Cavaliers,$708871,,None,,None,,None,,None,,None
27,$183114,Alfonzo McKinnie,,Cleveland Cavaliers,$183114,,None,,None,,None,,None,,None
22,$101504,Tyler Cook,,Cleveland Cavaliers,$101504,,None,,None,,None,,None,,None
25,$81678,J.P. Macura,,Cleveland Cavaliers,$81678,,None,,None,,None,,None,,None
22,$50752,Marques Bolden,,Cleveland Cavaliers,$50752,,None,,None,,None,,None,,None
23,$50752,Malik Newman,,Cleveland Cavaliers,$50752,,None,,None,,None,,None,,None
22,$50000,Tyler Cook,,Cleveland Cavaliers,$50000,,None,,None,,None,,None,,None
24,$122236800,Kristaps Porziņģis,Bird Rights,Dallas Mavericks,$27285000,$29467800,None,$31650600,None,$33833400,None,$36016200,Player,,None
28,$18150000,Tim Hardaway,Cap space,Dallas Mavericks,$18150000,$18975000,Player,,None,,None,,None,,None
34,$12759670,Courtney Lee,Cap Space,Dallas Mavericks,$12759670,,None,,None,,None,,None,,None
28,$43259375,Dwight Powell,Cap Space,Dallas Mavericks,$10259375,$10185185,None,$11000000,None,$11814815,None,,None,,None
28,$27000000,Delon Wright,Sign and Trade,Dallas Mavericks,$9473684,$9000000,None,$8526316,None,,None,,None,,None
28,$25000000,Maxi Kleber,Early Bird Rights,Dallas Mavericks,$8000000,$8250000,None,$8750000,None,$9000000,None,,None,,None
21,$15732720,Luka Dončić,1st Round Pick,Dallas Mavericks,$7683360,$8049360,None,$10174391,Team,,None,,None,,None
29,$32000000,Seth Curry,MLE,Dallas Mavericks,$7441860,$7813953,None,$8186047,None,$8558140,None,,None,,None
27,$12000000,Dorian Finney-Smith,Bird Rights,Dallas Mavericks,$4000000,$4000000,None,$4000000,None,,None,,None,,None
31,$7000000,Boban Marjanović,Bi-Annual Exception,Dallas Mavericks,$3500000,$3500000,None,,None,,None,,None,,None
25,$8310570,Justin Jackson,1st Round Pick,Dallas Mavericks,$3280920,$5029650,None,,None,,None,,None,,None
35,$2564753,J.J. Barea,Minimum Salary,Dallas Mavericks,$2564753,,None,,None,,None,,None,,None
26,$2177483,Willie Cauley-Stein,MLE,Dallas Mavericks,$2177483,$2286357,Player,,None,,None,,None,,None
23,$3080443,Jalen Brunson,Cap Space,Dallas Mavericks,$1416582,$1663861,None,$1802057,None,,None,,None,,None
26,$810763,Michael Kidd-Gilchrist,Minimum Salary,Dallas Mavericks,$810763,,None,,None,,None,,None,,None
26, ,Antonius Cleveland,Two-Way Contract,Dallas Mavericks, ,,None,,None,,None,,None,,None
23, ,Josh Reaves,Two-Way Contract,Dallas Mavericks, ,,None,,None,,None,,None,,None
22,$1620564,Justin Patton,,Dallas Mavericks,$1620564,,None,,None,,None,,None,,None
29,$1443842,Ryan Broekhoff,,Dallas Mavericks,$1443842,,None,,None,,None,,None,,None
35,$30500000,Paul Millsap,Cap space,Denver Nuggets,$30500000,,None,,None,,None,,None,,None
25,$118104864,Nikola Jokić,Bird Rights,Denver Nuggets,$26573595,$28542009,None,$30510423,None,$32478837,None,,None,,None
25,$57482143,Gary Harris,1st Round Pick,Denver Nuggets,$17839286,$19160714,None,$20482143,None,,None,,None,,None
30,$14041096,Mason Plumlee,Cap space,Denver Nuggets,$14041096,,None,,None,,None,,None,,None
29,$26880000,Will Barton,Bird Rights,Denver Nuggets,$12960000,$13920000,None,$14880000,Player,,None,,None,,None
26,$9346153,Jerami Grant,Bird Rights,Denver Nuggets,$9346153,$9346153,Player,,None,,None,,None,,None
23,$174094746,Jamal Murray,1st Round pick,Denver Nuggets,$4444746,$29250000,None,$31590000,None,$33930000,None,$36270000,None,$38610000,None
21,$6940200,Michael Porter,1st Round Pick,Denver Nuggets,$3389400,$3550800,None,$5258735,Team,,None,,None,,None
29,$2100000,Torrey Craig,Cap Space,Denver Nuggets,$2100000,,None,,None,,None,,None,,None
24,$2000000,Noah Vonleh,MLE,Denver Nuggets,$2000000,,None,,None,,None,,None,,None
24,$1588231,Monte Morris,Minimum Salary,Denver Nuggets,$1588231,$1663861,None,,None,,None,,None,,None
23,$2416291,Vlatko Čančar,MLE,Denver Nuggets,$1517981,$898310,None,$1782621,None,,None,,None,,None
24,$1416852,Keita Bates-Diop,MLE,Denver Nuggets,$1416852,$1663861,None,,None,,None,,None,,None
28,$481000,Troy Daniels,Minimum Salary,Denver Nuggets,$481000,,None,,None,,None,,None,,None
23, ,PJ Dozier,Two-Way Contract,Denver Nuggets, ,,None,,None,,None,,None,,None
20, ,Bol Bol,Two-Way Contract,Denver Nuggets, ,,None,,None,,None,,None,,None
34,$2564753,Gerald Green,,Denver Nuggets,$2564753,,None,,None,,None,,None,,None
31,$70830960,Blake Griffin,Bird Rights,Detroit Pistons,$34234964,$36595996,None,$38957028,Player,,None,,None,,None
28,$15643750,Brandon Knight,Bird Rights,Detroit Pistons,$15643750,,None,,None,,None,,None,,None
28,$11392857,Tony Snell,Cap space,Detroit Pistons,$11392857,$12178571,Player,,None,,None,,None,,None
29,$9732396,John Henson,1st Round Pick,Detroit Pistons,$9732396,,None,,None,,None,,None,,None
28,$7333333,Langston Galloway,MLE,Detroit Pistons,$7333333,,None,,None,,None,,None,,None
31,$15000000,Derrick Rose,MLE,Detroit Pistons,$7317073,$7682927,None,,None,,None,,None,,None
23,$9100986,Luke Kennard,1st Round Pick,Detroit Pistons,$3827160,$5273826,None,,None,,None,,None,,None
23,$3569643,Thon Maker,1st Round pick,Detroit Pistons,$3569643,,None,,None,,None,,None,,None
19,$6734520,Sekou Doumbouya,1st Round Pick,Detroit Pistons,$3285120,$3449400,None,$3613680,Team,$5539771,Team,,None,,None
24,$1645357,Christian Wood,Minimum Salary,Detroit Pistons,$1645357,,None,,None,,None,,None,,None
29,$1645357,Jordan McRae,Minimum Salary,Detroit Pistons,$1645357,,None,,None,,None,,None,,None
23,$1416852,Bruce Brown,MLE,Detroit Pistons,$1416852,$1663861,None,,None,,None,,None,,None
22,$1416852,Sviatoslav Mykhailiuk,Cap Space,Detroit Pistons,$1416852,$1663861,Team,,None,,None,,None,,None
24,$838464,Khyri Thomas,MLE,Detroit Pistons,$838464,$1663861,None,,None,,None,,None,,None
21, ,Louis King,Two-Way Contract,Detroit Pistons, ,,None,,None,,None,,None,,None
22, ,Jordan Bone,Two-Way Contract,Detroit Pistons, ,,None,,None,,None,,None,,None
30,$17286956,Reggie Jackson,,Detroit Pistons,$17286956,,None,,None,,None,,None,,None
34,$5331729,Josh Smith,,Detroit Pistons,$5331729,,None,,None,,None,,None,,None
30,$2241808,Markieff Morris,,Detroit Pistons,$2241808,,None,,None,,None,,None,,None
29,$1882867,Tim Frazier,,Detroit Pistons,$1882867,,None,,None,,None,,None,,None
38,$220000,Joe Johnson,,Detroit Pistons,$220000,,None,,None,,None,,None,,None
22,$101504,Donta Hall,,Detroit Pistons,$101504,,None,,None,,None,,None,,None
25,$81678,Derrick Walton,,Detroit Pistons,$81678,,None,,None,,None,,None,,None
32,$129019086,Stephen Curry,Bird Rights,Golden State Warriors,$40231758,$43006362,None,$45780966,None,,None,,None,,None
30,$189903600,Klay Thompson,Bird Rights,Golden State Warriors,$32742000,$35361360,None,$37980720,None,$40600080,None,$43219440,None,,None
25,$122242800,Andrew Wiggins,1st Round Pick,Golden State Warriors,$27504630,$29542010,None,$31579390,None,$33616770,None,,None,,None
30,$90619267,Draymond Green,Bird Rights,Golden State Warriors,$18539130,$22246956,None,$24026712,None,$25806469,None,$27586225,Player,,None
24,$9285715,Kevon Looney,Bird Rights,Golden State Warriors,$4464286,$4821429,None,$5178572,Player,,None,,None,,None
20,$4028040,Jordan Poole,1st Round Pick,Golden State Warriors,$1964760,$2063280,None,$2161440,Team,$3901399,Team,,None,,None
19,$2415891,Alen Smailagić,MLE,Golden State Warriors,$898310,$1517981,None,$1782621,None,$1930681,None,,None,,None
23,$4198912,Eric Paschall,MLE,Golden State Warriors,$898310,$1517981,None,$1782621,None,,None,,None,,None
27,$1442327,Damion Lee,MLE,Golden State Warriors,$842327,$1762796,None,$1910860,None,,None,,None,,None
22,$1454468,Marquese Chriss,Minimum Salary,Golden State Warriors,$654468,$1824003,None,,None,,None,,None,,None
27,$350189,Juan Toscano-Anderson,MLE,Golden State Warriors,$350189,$1517981,None,$1782621,None,,None,,None,,None
22,$350189,Ky Bowman,MLE,Golden State Warriors,$350189,$1517981,None,$1782621,None,,None,,None,,None
22,$189702,Dragan Bender,Minimum Salary,Golden State Warriors,$189702,,None,,None,,None,,None,,None
25,$187782,Mychal Mulder,Minimum Salary,Golden State Warriors,$187782,$1517981,None,$1782621,None,,None,,None,,None
27,$91557,Chasson Randle,Minimum Salary,Golden State Warriors,$91557,,None,,None,,None,,None,,None
22,$758804,Marquese Chriss,,Golden State Warriors,$758804,,None,,None,,None,,None,,None
34,$2666666,Shaun Livingston,,Golden State Warriors,$666667,$666667,None,$666666,None,,None,,None,,None
34,$91557,Jeremy Pargo,,Golden State Warriors,$91557,,None,,None,,None,,None,,None
25,$50752,Mychal Mulder,,Golden State Warriors,$50752,,None,,None,,None,,None,,None
22,$50752,Zach Norvell,,Golden State Warriors,$50752,,None,,None,,None,,None,,None
31,$123032000,Russell Westbrook,Bird Rights,Houston Rockets,$38178000,$41006000,None,$43848000,None,$46662000,Player,,None,,None
30,$122472000,James Harden,Bird Rights,Houston Rockets,$37800000,$40824000,None,$43848000,None,$46872000,Player,,None,,None
31,$68714184,Eric Gordon,Cap Space,Houston Rockets,$14057730,$16869276,None,$18218818,None,$19568360,None,$20917902,None,,None
29,$36415035,Robert Covington,Cap Space,Houston Rockets,$11301219,$12138345,None,$12975471,None,,None,,None,,None
35,$16318576,P.J. Tucker,MLE,Houston Rockets,$8349039,$7969537,None,,None,,None,,None,,None
26,$11151000,Danuel House,MLE,Houston Rockets,$3540000,$3717000,None,$3894000,None,,None,,None,,None
