age,guaranteed,name,signedUsing,team,y1,y2,y2option,y3,y3option,y4,y4option,y5,y5option,y6,y6option
38,$25000,Damien Wilkins,,Indiana Pacers,$2116955,,None,,None,,None,,None,,None
26,$172552,Rakeem Christmas,,Indiana Pacers,$172552,,None,,None,,None,,None,,None
24,$100000,Georges Niang,,Indiana Pacers,$100000,,None,,None,,None,,None,,None
27,,Trey McKinney-Jones,,Indiana Pacers,$46080,,None,,None,,None,,None,,None
29,$22642350,DeAndre Jordan,Bird Rights,Los Angeles Clippers,$22642350,$24119025,Player,,None,,None,,None,,None
29,$64762737,Danilo Gallinari,Sign and Trade,Los Angeles Clippers,$20559599,$21587579,None,$22615559,None,,None,,None,,None
25,$30800000,Tobias Harris,Bird Rights,Los Angeles Clippers,$16000000,$14800000,None,,None,,None,,None,,None
25,$11825000,Austin Rivers,Cap Space,Los Angeles Clippers,$11825000,$12650000,Player,,None,,None,,None,,None
27,$8808989,Avery Bradley,Bird Rights,Los Angeles Clippers,$8808989,,None,,None,,None,,None,,None
29,$14000000,Boban Marjanovic,Cap Space,Los Angeles Clippers,$7000000,$7000000,None,,None,,None,,None,,None
31,$23000000,Lou Williams,Cap Space,Los Angeles Clippers,$7000000,$8000000,None,$8000000,None,$1500000,None,,None,,None
30,$6000000,Milos Teodosic,MLE,Los Angeles Clippers,$6000000,$6300000,Player,,None,,None,,None,,None
30,$5881260,Wesley Johnson,Cap Space,Los Angeles Clippers,$5881260,$6134000,Player,,None,,None,,None,,None
29,$5513514,Patrick Beverley,Bird Rights,Los Angeles Clippers,$5513514,$5027028,None,,None,,None,,None,,None
23,$4554695,Sam Dekker,1st Round pick,Los Angeles Clippers,$1794600,$2760095,None,,None,,None,,None,,None
24,$1471382,Montrezl Harrell,,Los Angeles Clippers,$1471382,,None,,None,,None,,None,,None
23,$2193857,Sindarius Thornwell,MLE,Los Angeles Clippers,$815615,$1378242,None,$1618520,None,,None,,None,,None
21,$2193857,Jawun Evans,MLE,Los Angeles Clippers,$815615,$1378242,None,$1618520,Team,,None,,None,,None
28,,Sean Kilpatrick,10-Day Contract,Los Angeles Clippers,$86119,,None,,None,,None,,None,,None
23,TBD,Tyrone Wallace,Two-Way Contract,Los Angeles Clippers,TBD,,None,,None,,None,,None,,None
28,$50000,C.J. Williams,Two-Way Contract,Los Angeles Clippers,TBD,,None,,None,,None,,None,,None
40,$1096080,Paul Pierce,,Los Angeles Clippers,$1096080,,None,,None,,None,,None,,None
35,$1300000,Carlos Delfino,,Los Angeles Clippers,$650000,$650000,None,,None,,None,,None,,None
31,$510921,Jordan Farmar,,Los Angeles Clippers,$510921,,None,,None,,None,,None,,None
30,$600000,Miroslav Raduljica,,Los Angeles Clippers,$300000,$300000,None,,None,,None,,None,,None
27,$50000,Jamil Wilson,,Los Angeles Clippers,$50000,,None,,None,,None,,None,,None
29,$22642350,Brook Lopez,Bird Rights,Los Angeles Lakers,$22642350,,None,,None,,None,,None,,None
25,$17745894,Kentavious Caldwell-Pope,Cap space,Los Angeles Lakers,$17745894,,None,,None,,None,,None,,None
32,$54000000,Luol Deng,Cap Space,Los Angeles Lakers,$17190000,$18000000,None,$18810000,None,,None,,None,,None
34,$7420912,Channing Frye,Cap Space,Los Angeles Lakers,$7420912,,None,,None,,None,,None,,None
20,$13748520,Lonzo Ball,1st Round Pick,Los Angeles Lakers,$6286560,$7461960,None,$8719320,Team,$11003782,Team,,None,,None
29,$6261395,Isaiah Thomas,,Los Angeles Lakers,$6261395,,None,,None,,None,,None,,None
20,$11276520,Brandon Ingram,1st Round pick,Los Angeles Lakers,$5519400,$5757120,None,$7265485,Team,,None,,None,,None
23,$4149242,Julius Randle,1st Round Pick,Los Angeles Lakers,$4149242,,None,,None,,None,,None,,None
23,$1524305,Tyler Ennis,Minimum Salary,Los Angeles Lakers,$1524305,$1656092,None,,None,,None,,None,,None
22,$3113400,Kyle Kuzma,1st Round Pick,Los Angeles Lakers,$1423560,$1689840,None,$1974600,Team,$3562178,Team,,None,,None
23,$3049680,Josh Hart,1st Round Pick,Los Angeles Lakers,$1394520,$1655160,None,$1934160,Team,$3491159,Team,,None,,None
20,$1312611,Ivica Zubac,Cap Space,Los Angeles Lakers,$1312611,$1544951,None,,None,,None,,None,,None
20,$815615,Thomas Bryant,Minimum Salary,Los Angeles Lakers,$815615,$1378242,None,,None,,None,,None,,None
26,,Derrick Williams,10-Day Contract,Los Angeles Lakers,$104059,,None,,None,,None,,None,,None
27,,Travis Wear,10-Day Contract,Los Angeles Lakers,$74159,,None,,None,,None,,None,,None
25,TBD,Gary Payton,Two-Way Contract,Los Angeles Lakers,TBD,,None,,None,,None,,None,,None
32,$7579366,Corey Brewer,,Los Angeles Lakers,$7579366,,None,,None,,None,,None,,None
33,,Andrew Bogut,,Los Angeles Lakers,$2328652,,None,,None,,None,,None,,None
21,,Stephen Zimmerman,,Los Angeles Lakers,$1312611,,None,,None,,None,,None,,None
25,$50000,Vander Blue,,Los Angeles Lakers,$50000,,None,,None,,None,,None,,None
25,$50000,Briante Weber,,Los Angeles Lakers,$50000,,None,,None,,None,,None,,None
23,$50000,V.J. Beachem,,Los Angeles Lakers,$50000,,None,,None,,None,,None,,None
23,$46080,Nigel Hayes,,Los Angeles Lakers,$46080,,None,,None,,None,,None,,None
25,,Vander Blue,,Los Angeles Lakers,,,None,,None,,None,,None,,None
30,$113989729,Mike Conley,Cap Space,Memphis Grizzlies,$28530608,$30521115,None,$32511623,None,$34504132,Early Termination,,None,,None
29,$72321773,Chandler Parsons,Cap Space,Memphis Grizzlies,$23112004,$24107258,None,$25102511,None,,None,,None,,None
33,$46761375,Marc Gasol,Bird Rights,Memphis Grizzlies,$22642350,$24119025,None,$25595700,Player,,None,,None,,None
27,$16400000,JaMychal Green,Bird Rights,Memphis Grizzlies,$8533333,$7866667,None,,None,,None,,None,,None
25,$10660000,Ben McLemore,MLE,Memphis Grizzlies,$5200000,$5460000,None,,None,,None,,None,,None
28,$3290000,Tyreke Evans,Bi-annual Exception,Memphis Grizzlies,$3290000,,None,,None,,None,,None,,None
31,$2106407,Mario Chalmers,Minimum Salary,Memphis Grizzlies,$2106407,,None,,None,,None,,None,,None
23,$3887604,Jarell Martin,1st Round pick,Memphis Grizzlies,$1471382,$2416222,None,,None,,None,,None,,None
23,$1331160,Brice Johnson,1st Round pick,Memphis Grizzlies,$1331160,,None,,None,,None,,None,,None
23,$2085087,Wayne Selden,,Memphis Grizzlies,$1312611,$1544951,None,,None,,None,,None,,None
21,$2857562,Deyonta Davis,Cap Space,Memphis Grizzlies,$1312611,$1544951,None,,None,,None,,None,,None
23,$1312611,Andrew Harrison,Cap Space,Memphis Grizzlies,$1312611,$1544951,None,,None,,None,,None,,None
21,$2328242,Ivan Rabb,MLE,Memphis Grizzlies,$950000,$1378242,None,$1618520,Team,,None,,None,,None
22,$2193857,Dillon Brooks,MLE,Memphis Grizzlies,$815615,$1378242,None,$1618520,None,,None,,None,,None
23,,Xavier Rathan-Mayes,10-Day Contract,Memphis Grizzlies,$46080,,None,,None,,None,,None,,None
25,TBD,Myke Henry,Two-Way Contract,Memphis Grizzlies,TBD,,None,,None,,None,,None,,None
20,$50000,Kobi Simmons,Two-Way Contract,Memphis Grizzlies,TBD,,None,,None,,None,,None,,None
30,$5179760,Brandan Wright,,Memphis Grizzlies,$5179760,,None,,None,,None,,None,,None
21,$1874400,Wade Baldwin,,Memphis Grizzlies,$1874400,,None,,None,,None,,None,,None
22,$2328242,Rade Zagorac,,Memphis Grizzlies,$950000,$1378242,None,,None,,None,,None,,None
23,$50000,Vince Hunter,,Memphis Grizzlies,$50000,,None,,None,,None,,None,,None
28,$49209769,Hassan Whiteside,Cap Space,Miami Heat,$23775506,$25434263,None,$27093018,Player,,None,,None,,None
31,$35109625,Goran Dragic,Bird Rights,Miami Heat,$17000450,$18109175,None,$19217900,Player,,None,,None,,None
31,$43955100,James Johnson,Cap space,Miami Heat,$13954000,$14651700,None,$15349400,None,,None,,None,,None
26,$47300000,Dion Waiters,Cap space,Miami Heat,$11000000,$11550000,None,$12100000,None,$12650000,None,,None,,None
26,$33412581,Kelly Olynyk,Cap space,Miami Heat,$10607169,$11137527,None,$11667885,None,$12198243,Player,,None,,None
30,$6270000,Wayne Ellington,Cap Space,Miami Heat,$6270000,,None,,None,,None,,None,,None
25,$25126630,Tyler Johnson,Cap Space,Miami Heat,$5881260,$19245370,None,$19245370,Player,,None,,None,,None
21,$6153966,Justise Winslow,1st round pick,Miami Heat,$2705040,$3448926,None,,None,,None,,None,,None
20,$5446200,Bam Adebayo,1st Round Pick,Miami Heat,$2490360,$2955840,None,$3454080,Team,$5115492,Team,,None,,None
37,$2328652,Udonis Haslem,Minimum Salary,Miami Heat,$2328652,,None,,None,,None,,None,,None
36,$2328652,Dwyane Wade,Minimum Salary,Miami Heat,$2328652,,None,,None,,None,,None,,None
28,$987080,Luke Babbitt,Minimum Salary,Miami Heat,$1974159,,None,,None,,None,,None,,None
24,$31671382,Josh Richardson,Minimum Salary,Miami Heat,$1471382,$9300000,None,$10100000,None,$10800000,None,$11600000,Player,,None
23,$1471382,Jordan Mickey,Minimum Salary,Miami Heat,$1471382,$1600520,Team,,None,,None,,None,,None
26,$1312611,Rodney McGruder,Minimum Salary,Miami Heat,$1312611,$1544951,None,,None,,None,,None,,None
21,TBD,Derrick Jones,Two-Way Contract,Miami Heat,TBD,,None,,None,,None,,None,,None
22,$50000,Derrick Walton,Two-Way Contract,Miami Heat,TBD,,None,,None,,None,,None,,None
33,$52127110,Chris Bosh,,Miami Heat,$25289390,$26837720,None,,None,,None,,None,,None
25,$2857562,A.J. Hammons,,Miami Heat,$1312611,$1544951,None,,None,,None,,None,,None
24,$50000,Matt Williams,,Miami Heat,$50000,,None,,None,,None,,None,,None
23,$100000000,Giannis Antetokounmpo,1st Round Pick,Milwaukee Bucks,$22471910,$24157303,None,$25842697,None,$27528090,None,,None,,None
28,$29500000,Eric Bledsoe,Bird Rights,Milwaukee Bucks,$14500000,$15000000,None,,None,,None,,None,,None
26,$27100000,Khris Middleton,Bird Rights,Milwaukee Bucks,$14100000,$13000000,None,$13000000,Player,,None,,None,,None
27,$31732398,John Henson,1st Round Pick,Milwaukee Bucks,$11422536,$10577466,None,$9732396,None,,None,,None,,None
26,$31821429,Tony Snell,Cap space,Milwaukee Bucks,$9821429,$10607143,None,$11392857,None,$12178571,Player,,None,,None
27,$28822500,Matthew Dellavedova,Cap Space,Milwaukee Bucks,$9607500,$9607500,None,$9607500,None,,None,,None,,None
22,$6782392,Jabari Parker,1st Round Pick,Milwaukee Bucks,$6782392,,None,,None,,None,,None,,None
21,$5483880,Thon Maker,1st Round pick,Milwaukee Bucks,$2684160,$2799720,None,$3569643,Team,,None,,None,,None
40,$2328652,Jason Terry,Minimum Salary,Milwaukee Bucks,$2328652,,None,,None,,None,,None,,None
22,$4669320,D.J. Wilson,1st Round Pick,Milwaukee Bucks,$2135040,$2534280,None,$2961120,Team,$4548280,Team,,None,,None
28,$1709538,Tyler Zeller,,Milwaukee Bucks,$1709538,$1933941,None,,None,,None,,None,,None
25,$1312611,Malcolm Brogdon,Cap Space,Milwaukee Bucks,$1312611,$1544951,None,,None,,None,,None,,None
23,$2193857,Sterling Brown,MLE,Milwaukee Bucks,$815615,$1378242,None,$1618520,None,,None,,None,,None
28,,Brandon Jennings,10-Day Contract,Milwaukee Bucks,$119010,,None,,None,,None,,None,,None
25,TBD,Xavier Munford,Two-Way Contract,Milwaukee Bucks,TBD,,None,,None,,None,,None,,None
25,TBD,Marshall Plumlee,Two-Way Contract,Milwaukee Bucks,TBD,,None,,None,,None,,None,,None
25,,Shabazz Muhammad,,Milwaukee Bucks,,,None,,None,,None,,None,,None
32,$21000000,Mirza Teletovic,,Milwaukee Bucks,$10500000,$10500000,None,,None,,None,,None,,None
29,$6021175,Spencer Hawes,,Milwaukee Bucks,$6021175,,None,,None,,None,,None,,None
29,$9327735,Larry Sanders,,Milwaukee Bucks,$1865547,$1865547,None,$1865547,None,$1865547,None,$1865547,None,,None
29,,DeAndre Liggins,,Milwaukee Bucks,$1577230,,None,,None,,None,,None,,None
28,$789725,Sean Kilpatrick,,Milwaukee Bucks,$789725,,None,,None,,None,,None,,None
25,$50000,Gary Payton,,Milwaukee Bucks,$50000,,None,,None,,None,,None,,None
22,$50000,Jalen Moore,,Milwaukee Bucks,$50000,,None,,None,,None,,None,,None
24,$22248,Joel Bolomboy,,Milwaukee Bucks,$22248,,None,,None,,None,,None,,None
28,$39746849,Jimmy Butler,Bird Rights,Minnesota Timberwolves,$19301070,$20445779,None,$19841627,Player,,None,,None,,None
29,$38000000,Jeff Teague,Cap space,Minnesota Timberwolves,$19000000,$19000000,None,$19000000,Player,,None,,None,,None
28,$62800000,Gorgui Dieng,1st Round Pick,Minnesota Timberwolves,$14112360,$15170787,None,$16229213,None,$17287640,None,,None,,None
32,$28000000,Taj Gibson,Cap space,Minnesota Timberwolves,$14000000,$14000000,None,,None,,None,,None,,None
23,$154024322,Andrew Wiggins,1st Round Pick,Minnesota Timberwolves,$7574322,$25250000,None,$27270000,None,$29290000,None,$31310000,None,$33330000,None
29,$9356021,Cole Aldrich,Cap Space,Minnesota Timberwolves,$7300000,$6956021,None,,None,,None,,None,,None
22,$6216840,Karl-Anthony Towns,1st round pick,Minnesota Timberwolves,$6216840,$7839435,Team,,None,,None,,None,,None
37,$4328000,Jamal Crawford,Room Exception,Minnesota Timberwolves,$4328000,$4544400,Player,,None,,None,,None,,None
29,$3949999,Nemanja Bjelica,MLE,Minnesota Timberwolves,$3949999,,None,,None,,None,,None,,None
20,$4915080,Justin Patton,1st Round Pick,Minnesota Timberwolves,$2247480,$2667600,None,$3117240,Team,$4781846,Team,,None,,None
33,$2116955,Aaron Brooks,,Minnesota Timberwolves,$2116955,,None,,None,,None,,None,,None
21,$3915435,Tyus Jones,1st Round pick,Minnesota Timberwolves,$1471382,$2444053,None,,None,,None,,None,,None
23,$1312611,Marcus Georges-Hunt,Minimum Salary,Minnesota Timberwolves,$1312611,,None,,None,,None,,None,,None
24,TBD,Amile Jefferson,Two-Way Contract,Minnesota Timberwolves,TBD,,None,,None,,None,,None,,None
29,,Derrick Rose,,Minnesota Timberwolves,,,None,,None,,None,,None,,None
25,$50000,Anthony Brown,Two-Way Contract,Minnesota Timberwolves,TBD,,None,,None,,None,,None,,None
32,$11600000,Nikola Pekovic,,Minnesota Timberwolves,$11600000,,None,,None,,None,,None,,None
25,$1577230,Shabazz Muhammad,,Minnesota Timberwolves,$1577230,$1795015,Player,,None,,None,,None,,None
35,$2720610,Kevin Martin,,Minnesota Timberwolves,$1360305,$1360305,None,,None,,None,,None,,None
27,$104080000,Jrue Holiday,Bird Rights,New Orleans Pelicans,$25686667,$26131111,None,$26131111,None,$26131111,None,$27020000,Player,,None
25,$76302788,Anthony Davis,1st Round Pick,New Orleans Pelicans,$23775506,$25434263,None,$27093019,None,$28751775,Player,,None,,None
27,$18063850,DeMarcus Cousins,1st Round Pick,New Orleans Pelicans,$18063850,,None,,None,,None,,None,,None
27,$25000000,Nikola Mirotic,Cap space,New Orleans Pelicans,$12500000,$12500000,None,,None,,None,,None,,None
26,$38248244,Solomon Hill,Cap Space,New Orleans Pelicans,$12236535,$12752928,None,$13258781,None,,None,,None,,None
29,$25918637,E'Twaun Moore,Cap Space,New Orleans Pelicans,$8445024,$8808685,None,$8664928,None,,None,,None,,None
29,$10247192,Alexis Ajinca,Early Bird Rights,New Orleans Pelicans,$4961798,$5285394,None,,None,,None,,None,,None
32,$3300000,Rajon Rondo,MLE,New Orleans Pelicans,$3300000,,None,,None,,None,,None,,None
27,$2100000,Darius Miller,MLE,New Orleans Pelicans,$2100000,$2205000,None,,None,,None,,None,,None
27,$1577230,Ian Clark,Minimum Salary,New Orleans Pelicans,$1577230,,None,,None,,None,,None,,None
21,$1812611,Cheick Diallo,Minimum Salary,New Orleans Pelicans,$1312611,$1544951,None,,None,,None,,None,,None
19,$2699857,Frank Jackson,MLE,New Orleans Pelicans,$815615,$1378242,None,$1618520,None,,None,,None,,None
35,$239204,Emeka Okafor,10-Day Contract,New Orleans Pelicans,$239204,,None,,None,,None,,None,,None
25,,Walt Lemon, Jr.,10-Day Contract,New Orleans Pelicans,$92160,,None,,None,,None,,None,,None
29,,DeAndre Liggins,,New Orleans Pelicans,,,None,,None,,None,,None,,None
23,TBD,Charles Cooke,Two-Way Contract,New Orleans Pelicans,TBD,,None,,None,,None,,None,,None
35,,Emeka Okafor,,New Orleans Pelicans,,,None,,None,,None,,None,,None
32,,Josh Smith,,New Orleans Pelicans,$2183934,,None,,None,,None,,None,,None
21,$1889040,Rashad Vaughn,,New Orleans Pelicans,$1889040,,None,,None,,None,,None,,None
29,$250000,Jordan Crawford,,New Orleans Pelicans,$250000,,None,,None,,None,,None,,None
29,$172238,DeAndre Liggins,,New Orleans Pelicans,$172238,,None,,None,,None,,None,,None
25,$25000,Axel Toupane,,New Orleans Pelicans,$25000,,None,,None,,None,,None,,None
24,$25000,Quinn Cook,,New Orleans Pelicans,$25000,,None,,None,,None,,None,,None
27,,Mike James,,New Orleans Pelicans,,,None,,None,,None,,None,,None
25,$20566802,Enes Kanter,Bird Rights,New York Knicks,$20566802,$18622514,Player,,None,,None,,None,,None
33,$55590000,Joakim Noah,Cap Space,New York Knicks,$17765000,$18530000,None,$19295000,None,,None,,None,,None
25,$51975000,Tim Hardaway,Cap space,New York Knicks,$16500000,$17325000,None,$18150000,None,$18975000,Player,,None,,None
32,$36761340,Courtney Lee,Cap Space,New York Knicks,$11747890,$12253780,None,$12759670,None,,None,,None,,None
29,$13774975,Lance Thomas,Cap Space,New York Knicks,$6655325,$7119650,None,$7583975,None,,None,,None,,None
22,$10200654,Kristaps Porzingis,1st round pick,New York Knicks,$4503600,$5697054,None,,None,,None,,None,,None
24,$4328000,Ron Baker,Room Exception,New York Knicks,$4328000,$4544400,Player,,None,,None,,None,,None
27,$4087500,Kyle O'Quinn,Bird Rights,New York Knicks,$4087500,$4256250,Player,,None,,None,,None,,None
19,$7656840,Frank Ntilikina,1st Round Pick,New York Knicks,$3501120,$4155720,None,$4855800,Team,$6176578,Team,,None,,None
22,$7675960,Emmanuel Mudiay,1st round pick,New York Knicks,$3381480,$4294480,None,,None,,None,,None,,None
34,$2328652,Jarrett Jack,Minimum Salary,New York Knicks,$2328652,,None,,None,,None,,None,,None
29,$2116955,Michael Beasley,Minimum Salary,New York Knicks,$2116955,,None,,None,,None,,None,,None
23,$2478242,Damyean Dotson,Minimum Salary,New York Knicks,$1100000,$1378242,None,$1618520,None,,None,,None,,None
25,$784160,Trey Burke,Minimum Salary,New York Knicks,$784160,$1795015,None,,None,,None,,None,,None
23,,Troy Williams,10-Day Contract,New York Knicks,$148318,,None,,None,,None,,None,,None
22,$50000,Luke Kornet,Two-Way Contract,New York Knicks,TBD,,None,,None,,None,,None,,None
23,$49153,Isaiah Hicks,Two-Way Contract,New York Knicks,TBD,,None,,None,,None,,None,,None
28,$3025035,Mindaugas Kuzminskas,,New York Knicks,$3025035,,None,,None,,None,,None,,None
31,$2328652,Ramon Sessions,,New York Knicks,$2328652,,None,,None,,None,,None,,None
24,$1524305,Johnny O'Bryant,,New York Knicks,$1524305,,None,,None,,None,,None,,None
25,,Chasson Randle,,New York Knicks,$1312611,,None,,None,,None,,None,,None
25,$100000,Marshall Plumlee,,New York Knicks,$100000,,None,,None,,None,,None,,None
23,$50000,Nigel Hayes,,New York Knicks,$50000,,None,,None,,None,,None,,None
29,$186912608,Russell Westbrook,Bird Rights,Oklahoma City Thunder,$28530608,$35350000,None,$38178000,None,$41006000,None,$43848000,None,$46662000,Player
33,$26243760,Carmelo Anthony,Bird Rights,Oklahoma City Thunder,$26243760,$27928140,Early Termination,,None,,None,,None,,None
24,$100000000,Steven Adams,1st Round Pick,Oklahoma City Thunder,$22471910,$24157303,None,$25842697,None,$27528090,None,,None,,None
27,$19508958,Paul George,1st Round Pick,Oklahoma City Thunder,$19508958,$20703384,Player,,None,,None,,None,,None
26,$30000000,Andre Roberson,Bird Rights,Oklahoma City Thunder,$9259259,$10000000,None,$10740741,None,,None,,None,,None
24,$11180236,Alex Abrines,Cap Space,Oklahoma City Thunder,$5725000,$5455236,None,,None,,None,,None,,None
28,$10643600,Patrick Patterson,MLE,Oklahoma City Thunder,$5192000,$5451600,None,$5711200,Player,,None,,None,,None
29,$9662500,Kyle Singler,Bird Rights,Oklahoma City Thunder,$4666500,$4996000,None,$5333500,Team,,None,,None,,None
33,$2328652,Raymond Felton,Minimum Salary,Oklahoma City Thunder,$2328652,,None,,None,,None,,None,,None
37,$2328652,Nick Collison,Minimum Salary,Oklahoma City Thunder,$2328652,,None,,None,,None,,None,,None
19,$3903840,Terrance Ferguson,1st Round Pick,Oklahoma City Thunder,$1785000,$2118840,None,$2475840,Team,$3944013,Team,,None,,None
24,$1524305,Jerami Grant,Draft Pick,Oklahoma City Thunder,$1524305,,None,,None,,None,,None,,None
26,$1471382,Josh Huestis,,Oklahoma City Thunder,$1471382,,None,,None,,None,,None,,None
22,$2193857,Dakari Johnson,,Oklahoma City Thunder,$815615,$1378242,None,,None,,None,,None,,None
32,,Corey Brewer,,Oklahoma City Thunder,,,None,,None,,None,,None,,None
21,$50000,PJ Dozier,Two-Way Contract,Oklahoma City Thunder,TBD,,None,,None,,None,,None,,None
22,$50000,Daniel Hamilton,Two-Way Contract,Oklahoma City Thunder,TBD,,None,,None,,None,,None,,None
34,$2442455,Ronnie Price,,Oklahoma City Thunder,$2442455,,None,,None,,None,,None,,None
25,$34000000,Bismack Biyombo,Cap Space,Orlando Magic,$17000000,$17000000,None,$17000000,Player,,None,,None,,None
25,$51000000,Evan Fournier,Cap Space,Orlando Magic,$17000000,$17000000,None,$17000000,None,$17000000,Player,,None,,None
27,$25000000,Nikola Vucevic,Bird Rights,Orlando Magic,$12250000,$12750000,None,,None,,None,,None,,None
27,$21000000,Terrence Ross,Rookie scale extension,Orlando Magic,$10500000,$10500000,None,,None,,None,,None,,None
30,$21750000,D.J. Augustin,Cap Space,Orlando Magic,$7250000,$7250000,None,$7250000,None,,None,,None,,None
28,$13300000,Jonathon Simmons,Cap space,Orlando Magic,$6300000,$6000000,None,$5700000,None,,None,,None,,None
27,$6000000,Shelvin Mack,Cap space,Orlando Magic,$6000000,$6000000,None,,None,,None,,None,,None
22,$5504420,Aaron Gordon,1st Round Pick,Orlando Magic,$5504420,,None,,None,,None,,None,,None
20,$9155400,Jonathan Isaac,1st Round Pick,Orlando Magic,$4186320,$4969080,None,$5806440,Team,$7362566,Team,,None,,None
23,$4078320,Mario Hezonja,1st round pick,Orlando Magic,$4078320,,None,,None,,None,,None,,None
32,$2328652,Arron Afflalo,Minimum Salary,Orlando Magic,$2328652,,None,,None,,None,,None,,None
30,$2116955,Marreese Speights,Minimum Salary,Orlando Magic,$2116955,,None,,None,,None,,None,,None
23,$2428242,Wesley Iwundu,,Orlando Magic,$1050000,$1378242,None,$1618520,Team,,None,,None,,None
25,$815615,Khem Birch,Minimum Salary,Orlando Magic,$815615,$1378242,None,,None,,None,,None,,None
24,,Rodney Purvis,10-Day Contract,Orlando Magic,$46080,,None,,None,,None,,None,,None
25,$50000,Jamel Artis,Two-Way Contract,Orlando Magic,TBD,,None,,None,,None,,None,,None
33,$1000000,C.J. Watson,,Orlando Magic,$333334,$333333,None,$333333,None,,None,,None,,None
21,,Rashad Vaughn,,Orlando Magic,$166258,,None,,None,,None,,None,,None
27,$50000,Adreian Payne,,Orlando Magic,,,None,,None,,None,,None,,None
33,$23000000,J.J. Redick,Cap space,Philadelphia 76ers,$23000000,,None,,None,,None,,None,,None
27,$63577230,Robert Covington,Cap Space,Philadelphia 76ers,$16698103,$10464092,None,$11301219,None,$12138345,None,$12975471,None,,None
30,$11000000,Amir Johnson,Cap space,Philadelphia 76ers,$11000000,,None,,None,,None,,None,,None
29,$17575916,Jerryd Bayless,Cap Space,Philadelphia 76ers,$9000000,$8575916,None,,None,,None,,None,,None
19,$15366120,Markelle Fultz,1st Round Pick,Philadelphia 76ers,$7026240,$8339880,None,$9745200,Team,$12288697,Team,,None,,None
21,$12603360,Ben Simmons,1st Round pick,Philadelphia 76ers,$6168840,$6434520,None,$8113930,Team,,None,,None,,None
23,$6100266,Joel Embiid,1st Round Pick,Philadelphia 76ers,$6100266,$25250000,None,$27270000,None,$29290000,None,$31310000,None,$33330000,None
23,$4949400,Dario Saric,1st Round pick,Philadelphia 76ers,$2422560,$2526840,None,$3481986,Team,,None,,None,,None
24,$4095488,Justin Anderson,1st Round pick,Philadelphia 76ers,$1579440,$2516048,None,,None,,None,,None,,None
25,$1471382,T.J. McConnell,Minimum Salary,Philadelphia 76ers,$1471382,$1600520,Team,,None,,None,,None,,None
24,$1471382,Richaun Holmes,Cap Space,Philadelphia 76ers,$1471382,$1600520,Team,,None,,None,,None,,None
20,$3205920,Furkan Korkmaz,1st Round Pick,Philadelphia 76ers,$1465920,$1740000,None,$2033160,Team,$3665787,Team,,None,,None
22,$2931551,Timothe Luwawu-Cabarrot,1st Round pick,Philadelphia 76ers,$1386600,$1544951,None,$2529684,Team,,None,,None,,None
30,,Ersan Ilyasova,,Philadelphia 76ers,,,None,,None,,None,,None,,None
23,TBD,Demetrius Jackson,Two-Way Contract,Philadelphia 76ers,TBD,,None,,None,,None,,None,,None
31,,Marco Belinelli,,Philadelphia 76ers,,,None,,None,,None,,None,,None
22,TBD,James Young,Two-Way Contract,Philadelphia 76ers,TBD,,None,,None,,None,,None,,None
30,$9125000,Trevor Booker,,Philadelphia 76ers,$9125000,,None,,None,,None,,None,,None
30,$1000000,Gerald Henderson,,Philadelphia 76ers,$1000000,,None,,None,,None,,None,,None
28,$500000,Tibor Pleiss,,Philadelphia 76ers,$500000,,None,,None,,None,,None,,None
25,$50000,James Michael McAdoo,,Philadelphia 76ers,$50000,,None,,None,,None,,None,,None
28,$50000,Jacob Pullen,,Philadelphia 76ers,$50000,,None,,None,,None,,None,,None
26,$43893750,Brandon Knight,,Phoenix Suns,$13618750,$14631250,None,$15643750,None,,None,,None,,None
35,$26585000,Tyson Chandler,Cap Space,Phoenix Suns,$13000000,$13585000,None,,None,,None,,None,,None
32,$19530000,Jared Dudley,Cap Space,Phoenix Suns,$10000000,$9530000,None,,None,,None,,None,,None
25,$6000000,Alan Williams,Cap space,Phoenix Suns,$6000000,$5520000,None,$5520000,None,,None,,None,,None
21,$11131560,Josh Jackson,1st Round Pick,Phoenix Suns,$5090040,$6041520,None,$7059480,Team,$8930242,Team,,None,,None
20,$9130080,Dragan Bender,1st Round pick,Phoenix Suns,$4468800,$4661280,None,$5896519,Team,,None,,None,,None
24,$4187599,Alex Len,1st Round Pick,Phoenix Suns,$4187599,,None,,None,,None,,None,,None
26,$6667060,Troy Daniels,Cap Space,Phoenix Suns,$3408520,$3258540,None,,None,,None,,None,,None
24,$3332340,Elfrid Payton,1st Round Pick,Phoenix Suns,$3332340,,None,,None,,None,,None,,None
24,$50152931,T.J. Warren,1st Round Pick,Phoenix Suns,$3152931,$11750000,None,$10810000,None,$11750000,None,$12690000,None,,None
20,$6279960,Marquese Chriss,1st Rd pick,Phoenix Suns,$3073800,$3206160,None,$4078236,Team,,None,,None,,None
21,$5633725,Devin Booker,1st round pick,Phoenix Suns,$2319360,$3314365,None,,None,,None,,None,,None
22,$1312611,Tyler Ulis,Cap Space,Phoenix Suns,$1312611,$1544951,None,$1676735,Team,,None,,None,,None
22,$1504736,Davon Reed,Minimum Salary,Phoenix Suns,$815615,$1378242,None,$1618520,None,,None,,None,,None
24,,Shaquille Harrison,10-Day Contract,Phoenix Suns,$92160,,None,,None,,None,,None,,None
