3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,Name,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
.004,17.5,2.3,4.4,2.4,23.7,3.7,.204,Al Horford,2.0,8.2,6.4,20.7,1.2,10.6,16.0,.587,19.7,4.4,10.1,.179
.148,17.1,3.5,3.1,3.0,23.7,4.5,.304,Josh Smith,0.2,6.2,1.9,19.2,2.0,14.3,15.0,.540,24.7,3.4,6.4,.116
.258,24.0,0.2,-0.2,-1.8,10.9,1.8,.209,Joe Johnson,1.6,2.8,2.5,16.4,1.0,10.3,6.9,.517,26.3,1.2,4.2,.080
.399,17.7,0.5,-2.0,-2.7,5.6,1.4,.297,Jamal Crawford,0.7,1.2,1.9,14.2,1.3,12.8,3.4,.545,23.4,0.0,3.4,.071
.205,7.6,0.9,-1.3,-0.4,15.7,1.7,.324,Marvin Williams,-0.9,4.4,2.3,13.5,1.0,9.2,10.1,.551,17.2,0.3,4.0,.102
.580,18.9,0.3,-0.3,-1.3,9.1,1.2,.104,Mike Bibby,1.0,1.1,1.9,11.7,1.2,12.8,5.1,.570,15.0,0.7,3.1,.089
.000,7.0,1.3,-1.5,0.8,20.6,1.6,.772,Zaza Pachulia,-2.2,11.6,1.5,12.4,1.5,18.2,16.1,.562,14.5,0.2,3.1,.118
.158,23.3,2.0,-1.8,0.2,11.3,1.2,.319,Jeff Teague,-2.0,1.4,0.4,14.6,2.5,15.6,6.4,.521,20.3,0.1,1.7,.083
.443,5.4,0.5,-3.4,-1.3,8.7,0.6,.139,Maurice Evans,-2.1,3.3,0.3,7.5,1.0,6.6,6.0,.492,13.0,-0.3,0.9,.050
.411,17.9,0.8,-2.0,-0.9,8.0,0.5,.114,Kirk Hinrich,-1.2,1.2,0.2,9.8,1.5,16.0,4.7,.530,16.0,0.0,0.7,.050
.073,9.3,1.0,-1.5,0.6,11.9,0.8,.409,Damien Wilkins,-2.1,4.1,0.7,11.4,2.1,11.5,8.0,.557,12.8,0.1,1.5,.104
.005,5.5,0.6,-8.0,-2.3,15.8,0.5,.216,Josh Powell,-5.8,9.1,-0.7,8.0,0.4,18.9,12.5,.492,20.4,-1.0,-0.2,-0.012
.014,5.3,1.2,-3.9,0.5,14.5,0.5,.577,Jason Collins,-4.4,6.1,0.1,5.4,0.8,22.6,10.4,.539,9.2,-0.3,0.6,.049
.351,16.0,0.0,-7.5,-3.0,14.2,0.1,.078,Jordan Crawford,-4.5,6.8,-0.4,7.6,1.0,15.8,10.5,.421,28.1,-0.2,-0.3,-0.090
.000,3.9,3.7,-5.1,-0.7,24.8,0.1,.714,Etan Thomas,-4.3,8.9,0.1,15.1,0.7,15.3,16.9,.580,18.9,-0.1,0.2,.130
.083,7.8,5.0,-2.0,3.5,22.0,0.1,.833,Hilton Armstrong,-5.5,4.8,-0.1,10.1,2.1,15.5,13.5,.457,12.1,0.0,0.1,.054
.167,14.5,0.0,-6.0,-1.1,5.7,0.0,.500,Pape Sy,-5.0,11.6,0.0,9.2,2.6,29.1,8.6,.478,23.3,0.0,0.0,-0.047
.001,8.8,3.2,0.1,-0.4,12.3,1.9,.374,Brook Lopez,0.6,7.8,4.4,19.3,0.9,10.4,10.0,.549,27.3,1.5,6.3,.105
.345,5.8,1.2,-3.6,-0.9,14.0,1.2,.234,Travis Outlaw,-2.6,2.6,-0.4,8.8,0.8,8.1,8.1,.469,17.3,-0.9,0.8,.016
